release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by
91.6,-1.46,53.83,5.55,5,0,1,1.0,2,0,0.42,0.44,0.02,2.51,0,0,0,2,7,0.0,0.0,0.0,92.7,2598,6.7,169,1
93.3,-1.32,53.82,5.57,14,0,1,0.0,0,0,0.25,0.41,0.89,0.3,0,0,0,2,7,0.0,0.0,0.0,94.0,2620,6.7,189,1
91.4,-1.48,53.8,5.61,14,0,1,0.0,1,1,0.39,0.11,0.93,1.28,0,0,0,0,7,0.0,0.0,0.0,92.5,2718,6.7,121,1
91.8,-1.5,53.86,5.58,14,0,1,0.0,0,1,0.23,0.39,1.28,0.76,0,0,0,0,7,0.0,0.0,0.0,92.6,2685,6.6,176,1
91.2,-1.58,53.96,5.56,9,1,1,0.0,2,2,0.37,0.52,0.4,1.97,0,1,0,2,6,359.0,100.3,37.0,92.3,2610,6.5,157,1
92.5,-1.37,53.82,5.53,14,1,1,0.0,1,2,0.27,0.68,1.27,1.42,0,1,0,2,6,0.0,0.0,0.0,93.7,2541,6.7,182,1
93.9,-1.44,54.0,5.59,14,0,1,0.0,1,2,0.02,0.26,0.07,1.47,0,0,0,2,6,233.0,97.2,10.0,94.7,2548,6.5,177,1
93.9,-1.48,53.98,5.61,9,1,1,0.0,0,1,0.25,0.58,0.75,1.93,0,0,0,1,6,12.0,83.9,-8.0,94.8,2571,6.5,172,1
93.5,-1.52,54.02,5.56,5,1,1,0.0,0,1,0.22,0.29,0.17,2.16,0,0,0,1,6,415.0,106.1,24.0,94.2,2466,6.5,176,2
93.8,-1.49,53.98,5.54,12,1,1,1.0,0,0,0.16,0.45,1.01,2.88,0,0,0,1,6,0.0,0.0,0.0,94.8,2348,6.5,189,2
92.3,-1.41,53.94,5.61,4,0,1,1.0,2,2,0.3,0.47,-0.44,2.48,0,0,0,0,6,0.0,0.0,0.0,93.4,2388,6.6,171,2
92.7,-1.46,53.83,5.61,14,0,1,0.0,1,2,0.37,0.53,0.5,0.81,0,0,0,0,6,0.0,0.0,0.0,94.0,2675,6.7,181,2
92.6,-1.49,53.97,5.59,14,0,1,0.0,0,1,0.32,0.47,1.52,1.71,0,0,0,0,6,0.0,0.0,0.0,93.5,2645,6.5,185,2
93.3,-1.31,53.74,5.57,14,0,1,0.0,1,2,0.29,0.42,1.71,0.28,0,0,1,2,5,0.0,0.0,0.0,94.3,2483,6.8,181,2
90.9,-1.32,53.85,5.59,14,0,1,0.0,0,2,0.56,0.2,0.74,0.67,0,0,1,2,5,0.0,0.0,0.0,91.8,2647,6.6,122,2
93.1,-1.42,53.99,5.6,9,0,1,1.0,0,2,0.19,0.38,0.41,1.76,0,0,1,2,5,10.0,82.3,-10.0,94.0,2634,6.5,165,2
93.2,-1.4,53.89,5.52,8,0,1,1.0,0,1,0.17,0.43,0.04,1.61,0,0,1,2,5,0.0,0.0,0.0,94.3,2644,6.6,177,2
93.0,-1.4,53.88,5.52,14,0,1,1.0,0,0,0.15,0.56,0.75,1.03,0,0,1,2,5,0.0,0.0,0.0,94.0,2628,6.6,181,2
92.9,-1.48,53.79,5.5,14,0,1,0.0,0,1,0.27,0.55,0.32,0.71,0,0,1,1,5,0.0,0.0,0.0,94.1,2523,6.7,183,2
93.2,-1.42,53.9,5.51,14,0,1,1.0,0,0,0.27,0.59,0.84,1.18,0,0,1,1,5,0.0,0.0,0.0,94.2,2618,6.6,176,2
92.3,-1.48,53.92,5.54,9,1,1,0.0,1,0,0.3,0.51,0.63,1.62,0,0,0,1,5,79.0,79.2,6.0,93.4,2612,6.6,178,2
93.8,-1.23,54.03,5.61,9,0,1,1.0,2,2,0.29,0.5,0.51,1.58,0,0,0,0,5,0.0,0.0,0.0,95.1,2651,6.5,183,2
92.1,-1.36,54.1,5.65,9,0,1,1.0,2,1,0.41,0.3,0.44,1.84,0,0,0,0,5,0.0,0.0,0.0,92.7,2659,6.4,146,2
93.0,-1.43,53.87,5.6,14,0,1,0.0,0,1,0.2,0.35,1.0,0.21,0,0,0,0,5,0.0,0.0,0.0,93.8,2577,6.6,173,2
92.6,-1.43,54.01,5.61,6,1,1,1.0,1,2,0.46,0.26,0.65,2.34,0,0,0,2,4,0.0,0.0,0.0,93.3,2607,6.5,148,2
92.8,-1.28,53.85,5.62,14,1,1,0.0,0,2,0.49,0.24,1.32,1.72,0,0,0,2,4,0.0,0.0,0.0,93.8,2547,6.6,178,2
92.7,-1.46,53.91,5.57,9,1,1,1.0,0,1,0.42,0.31,0.39,1.6,0,0,0,2,4,0.0,0.0,0.0,93.6,2594,6.6,178,2
91.8,-1.45,54.04,5.6,9,0,1,0.0,0,0,0.54,0.17,0.3,2.26,0,0,0,1,4,24.0,92.5,-4.0,92.7,2652,6.5,139,2
92.6,-1.46,54.09,5.58,9,1,1,0.0,2,1,0.4,0.43,0.3,1.99,0,0,0,0,4,222.0,84.9,54.0,93.7,2687,6.4,172,2
94.3,-1.38,54.12,5.56,14,1,1,1.0,2,2,0.31,0.37,0.74,1.25,0,0,0,2,3,0.0,0.0,0.0,95.0,2636,6.4,192,0
93.2,-1.46,54.21,5.59,14,0,1,1.0,0,2,0.29,0.51,0.39,1.53,0,0,0,1,3,0.0,0.0,0.0,93.8,2668,6.3,171,0
94.2,-1.45,54.04,5.56,6,1,1,0.0,1,1,0.26,0.66,0.34,2.23,0,0,0,1,2,355.0,94.5,31.0,94.8,2616,6.5,188,0
92.7,-1.46,54.09,5.6,14,1,1,1.0,0,0,0.29,0.46,1.18,2.05,0,0,0,1,2,0.0,0.0,0.0,93.3,2618,6.4,157,0
93.6,-1.31,53.93,5.59,14,1,1,1.0,2,2,0.46,0.46,1.36,1.13,0,1,0,2,1,0.0,0.0,0.0,94.4,2667,6.6,191,0
93.8,-1.35,53.99,5.6,14,1,1,0.0,1,2,0.36,0.53,1.69,1.27,0,1,0,2,1,0.0,0.0,0.0,94.9,2692,6.5,190,0
94.8,-1.54,54.12,5.55,13,1,1,0.0,3,1,0.14,0.52,-0.9,1.9,0,0,0,1,1,0.0,0.0,0.0,95.5,2709,6.4,183,0
94.1,-1.53,54.11,5.54,13,1,1,0.0,2,1,0.22,0.56,-0.09,1.06,0,0,0,1,1,0.0,0.0,0.0,94.6,2704,6.4,186,0
92.4,-1.54,54.1,5.56,14,1,1,1.0,2,0,0.42,0.23,0.72,0.86,0,0,0,1,1,0.0,0.0,0.0,93.3,2787,6.4,170,0
92.7,-1.52,54.13,5.65,9,1,1,0.0,0,2,0.23,0.31,0.61,1.91,0,0,0,0,1,322.0,87.4,33.0,93.2,2684,6.4,138,0
92.3,-1.4,53.92,5.59,14,1,1,0.0,1,2,0.6,0.24,1.36,2.01,0,0,1,2,6,5.0,64.1,-20.0,93.3,2550,6.6,165,2
92.0,-1.44,53.9,5.56,14,1,1,1.0,1,2,0.41,0.52,0.7,1.44,0,0,1,2,6,240.0,74.7,40.0,92.8,2500,6.6,191,2
91.7,-1.43,53.83,5.6,14,1,1,0.0,0,2,0.27,0.64,1.47,0.59,0,0,1,2,6,0.0,0.0,0.0,92.6,2615,6.7,199,2
91.5,-1.52,54.01,5.57,14,1,1,1.0,0,1,0.13,0.41,0.93,2.16,0,0,1,2,6,0.0,0.0,0.0,92.3,2626,6.5,203,2
91.6,-1.46,53.8,5.62,14,1,1,1.0,0,0,0.16,0.47,0.87,2.47,0,0,1,2,6,0.0,0.0,0.0,92.8,2548,6.7,210,2
91.8,-1.49,53.91,5.59,14,0,1,1.0,2,0,0.31,0.68,0.51,1.31,0,0,1,1,6,0.0,0.0,0.0,92.9,2634,6.6,179,2
91.1,-1.44,53.9,5.52,14,0,1,0.0,1,0,0.38,0.7,1.21,2.07,0,0,1,1,6,0.0,0.0,0.0,92.2,2585,6.6,187,2
91.8,-1.35,53.8,5.59,14,0,1,0.0,0,0,0.22,0.63,1.55,1.91,0,0,1,1,6,0.0,0.0,0.0,92.9,2625,6.7,199,2
90.8,-1.49,54.0,5.66,2,1,1,1.0,3,1,0.48,0.53,0.07,2.96,0,0,0,1,6,0.0,0.0,0.0,91.9,2605,6.5,176,2
92.5,-1.54,53.95,5.65,14,1,1,0.0,1,0,0.34,0.64,1.26,2.26,0,0,0,1,6,0.0,0.0,0.0,93.5,2512,6.6,197,2
92.0,-1.42,53.83,5.6,6,1,1,1.0,0,0,0.41,0.33,0.8,2.78,1,1,0,2,5,164.0,76.8,15.0,93.2,2525,6.7,176,3
92.8,-1.35,53.92,5.67,14,0,1,1.0,0,2,0.41,0.3,0.58,1.33,1,1,0,1,5,0.0,0.0,0.0,93.7,2583,6.6,154,3
93.3,-1.45,53.99,5.64,9,0,1,1.0,0,1,0.42,0.49,0.65,2.21,1,1,0,1,5,0.0,0.0,0.0,94.2,2460,6.5,166,3
92.5,-1.49,53.93,5.58,14,0,1,1.0,0,0,0.35,0.33,0.92,1.72,1,1,0,1,5,0.0,0.0,0.0,93.2,2381,6.6,197,3
94.5,-1.43,53.81,5.61,9,1,1,0.0,2,2,0.3,0.4,0.56,1.75,0,0,0,1,5,10.0,101.8,-10.0,95.3,2517,6.7,191,3
93.3,-1.54,53.98,5.6,14,1,1,1.0,2,1,0.41,0.42,0.45,0.55,0,0,0,1,5,0.0,0.0,0.0,93.7,2548,6.5,210,3
93.0,-1.39,54.1,5.65,9,1,1,1.0,2,0,0.44,0.36,0.71,1.31,0,0,0,1,5,0.0,0.0,0.0,93.4,2628,6.4,197,3
92.6,-1.31,53.73,5.67,14,1,1,0.0,2,2,0.27,0.27,0.6,1.46,0,0,0,0,5,5.0,95.7,-17.0,93.7,2511,6.8,167,3
92.4,-1.38,53.88,5.7,14,1,1,1.0,2,2,0.43,0.33,1.22,1.99,0,0,0,0,5,0.0,0.0,0.0,93.5,2666,6.6,153,3
93.5,-1.49,53.71,5.67,14,1,1,0.0,1,2,0.31,0.54,1.53,1.48,0,0,0,0,5,0.0,0.0,0.0,95.1,2589,6.8,202,3
91.2,-1.44,53.77,5.56,14,1,1,0.0,0,1,0.48,0.54,1.9,0.62,0,0,0,0,5,0.0,0.0,0.0,92.3,2605,6.7,174,3
92.1,-1.55,54.09,5.68,9,1,1,1.0,0,0,0.44,0.47,0.77,1.73,0,0,0,0,5,0.0,0.0,0.0,92.8,2587,6.4,162,3
94.3,-1.44,53.8,5.62,14,0,1,1.0,2,2,0.39,0.56,0.75,1.24,0,0,0,2,4,0.0,0.0,0.0,95.5,2483,6.7,186,3
93.6,-1.35,53.95,5.69,14,0,1,1.0,2,2,0.13,0.4,1.17,1.25,0,0,0,2,4,0.0,0.0,0.0,94.5,2736,6.6,162,3
93.8,-1.52,53.72,5.62,14,0,1,1.0,2,1,0.52,0.37,1.45,1.26,0,0,0,2,4,0.0,0.0,0.0,95.0,2544,6.8,186,3
93.8,-1.41,54.02,5.66,14,0,1,1.0,2,0,0.34,0.67,0.65,1.62,0,0,0,2,4,0.0,0.0,0.0,94.6,2453,6.5,192,3
92.8,-1.44,54.11,5.72,14,0,1,0.0,0,0,0.51,0.3,1.84,1.91,0,0,0,2,4,0.0,0.0,0.0,93.3,2479,6.4,180,3
93.6,-1.3,53.99,5.76,14,0,1,1.0,2,2,0.57,0.39,1.24,1.47,0,0,0,0,4,0.0,0.0,0.0,94.5,2597,6.5,190,3
92.2,-1.47,53.87,5.66,6,0,1,1.0,2,1,0.52,0.35,0.7,2.45,0,0,0,0,4,0.0,0.0,0.0,93.4,2493,6.6,153,3
93.7,-1.53,53.9,5.7,14,0,1,0.0,1,1,0.47,0.47,1.28,-0.01,0,0,0,0,4,0.0,0.0,0.0,94.3,2556,6.6,215,3
90.5,-1.39,54.21,5.76,3,1,1,1.0,1,2,0.62,0.37,0.45,2.8,0,0,0,2,3,0.0,0.0,0.0,91.2,2695,6.3,139,0
92.0,-1.4,53.84,5.72,14,1,1,0.0,0,2,0.58,0.41,1.35,2.2,0,0,0,2,3,0.0,0.0,0.0,93.0,2615,6.7,162,0
92.4,-1.48,54.03,5.61,6,1,1,1.0,0,1,0.38,0.62,0.54,2.47,0,0,0,2,3,0.0,0.0,0.0,93.1,2539,6.5,177,0
93.8,-1.46,54.05,5.7,14,1,1,1.0,0,0,0.33,0.7,0.97,1.87,0,0,0,2,3,0.0,0.0,0.0,94.4,2459,6.5,200,0
92.5,-1.46,53.9,5.72,9,0,1,1.0,1,2,0.51,0.21,0.76,1.83,0,0,0,0,3,0.0,0.0,0.0,93.2,2542,6.6,171,0
93.6,-1.51,53.9,5.66,12,1,1,0.0,2,2,0.53,0.5,1.4,2.74,0,0,0,2,2,121.0,72.9,9.0,94.5,2585,6.6,177,0
94.0,-1.38,53.83,5.63,14,1,1,0.0,1,2,0.51,0.35,1.94,0.7,0,0,0,2,2,0.0,0.0,0.0,94.9,2668,6.7,193,0
94.2,-1.61,54.12,5.69,14,1,1,0.0,0,2,0.37,0.39,0.54,0.99,0,0,0,1,2,197.0,63.9,32.0,94.6,2584,6.4,189,0
93.5,-1.55,53.89,5.69,14,1,1,1.0,0,1,0.27,0.53,0.83,1.51,0,0,0,1,2,182.0,67.4,50.0,94.5,2631,6.6,175,0
93.0,-1.5,54.03,5.67,14,0,1,1.0,0,2,0.4,0.38,1.22,1.46,0,0,0,2,1,0.0,0.0,0.0,93.5,2689,6.5,161,0
93.2,-1.49,53.83,5.63,14,0,1,1.0,0,1,0.45,0.58,1.74,1.08,0,0,0,2,1,0.0,0.0,0.0,93.9,2637,6.7,197,0
94.2,-1.42,54.06,5.67,9,1,1,1.0,2,2,0.39,0.55,0.52,1.92,0,0,0,1,1,0.0,0.0,0.0,95.1,2589,6.4,178,0
93.6,-1.44,54.01,5.65,14,1,1,0.0,1,2,0.59,0.4,1.5,0.89,0,0,0,1,1,0.0,0.0,0.0,94.2,2668,6.5,183,0
93.3,-1.49,53.88,5.63,14,1,1,0.0,0,2,0.6,0.44,2.26,0.79,0,0,0,1,1,0.0,0.0,0.0,93.9,2629,6.6,190,0
93.5,-1.32,53.77,5.66,14,1,1,0.0,3,2,0.32,0.15,0.85,1.32,0,0,0,2,7,6.0,86.7,-13.0,94.5,2536,6.7,166,0
93.3,-1.43,53.66,5.69,14,1,1,0.0,2,2,0.35,0.29,1.44,1.13,0,0,0,2,7,0.0,0.0,0.0,94.5,2601,6.8,168,0
94.4,-1.52,53.67,5.63,14,1,1,1.0,2,2,0.19,0.42,0.69,1.1,0,0,0,2,7,73.0,34.9,40.0,95.4,2505,6.8,187,0
93.8,-1.53,53.72,5.65,14,1,1,1.0,2,1,0.28,0.22,1.47,1.72,0,0,0,2,7,0.0,0.0,0.0,94.7,2520,6.8,161,0
92.5,-1.52,53.79,5.63,8,1,1,1.0,2,0,0.21,0.43,-0.05,1.79,0,0,0,2,7,4.0,83.5,-24.0,93.7,2466,6.7,190,0
94.2,-1.59,53.74,5.65,14,1,1,0.0,1,0,0.27,0.6,0.91,0.41,0,0,0,2,7,0.0,0.0,0.0,95.2,2611,6.8,205,0
94.2,-1.58,53.83,5.59,14,1,1,0.0,0,0,0.13,0.53,0.55,0.82,0,0,0,2,7,0.0,0.0,0.0,94.9,2580,6.7,203,0
94.4,-1.52,53.64,5.59,14,0,1,0.0,0,0,0.22,0.61,1.54,0.61,0,0,0,1,7,0.0,0.0,0.0,95.7,2470,6.9,215,0
91.9,-1.51,53.82,5.71,5,1,1,0.0,2,2,0.3,0.38,0.25,2.47,0,0,0,0,7,63.0,94.6,1.0,92.7,2483,6.7,164,0
92.2,-1.47,53.79,5.66,5,1,1,1.0,2,1,0.26,0.25,-0.09,2.17,0,0,0,0,7,5.0,77.3,-23.0,93.1,2616,6.7,154,0
93.0,-1.43,53.76,5.64,14,1,1,0.0,1,1,0.27,0.36,1.44,1.03,0,0,0,0,7,0.0,0.0,0.0,94.0,2601,6.7,175,0
92.2,-1.39,53.78,5.71,14,1,1,1.0,0,0,0.26,0.27,0.94,1.76,0,0,0,0,7,0.0,0.0,0.0,93.2,2549,6.7,165,0
92.7,-1.38,53.89,5.74,9,0,1,0.0,3,2,0.31,0.31,0.44,2.23,0,0,0,2,6,85.0,94.5,73.0,93.9,2611,6.6,151,0
92.4,-1.56,53.86,5.67,13,0,1,0.0,1,2,0.36,0.3,-1.24,2.45,0,0,0,2,6,0.0,0.0,0.0,93.8,2549,6.6,170,0
93.4,-1.44,53.79,5.66,9,0,1,1.0,0,1,0.23,0.72,0.6,1.81,0,0,0,2,6,16.0,95.7,-6.0,94.7,2648,6.7,180,0
96.1,-1.5,53.76,5.58,14,0,1,1.0,0,0,0.15,0.52,0.23,1.34,0,0,0,2,6,0.0,0.0,0.0,96.9,2645,6.7,206,0
94.5,-1.52,53.94,5.62,14,1,1,1.0,0,1,0.09,0.39,0.89,1.45,0,0,0,1,6,0.0,0.0,0.0,95.1,2537,6.6,189,0
92.9,-1.47,53.83,5.72,9,1,1,1.0,2,1,0.27,0.47,0.58,1.75,0,0,0,0,6,0.0,0.0,0.0,94.0,2558,6.7,156,0
93.7,-1.48,53.86,5.72,14,1,1,0.0,1,1,0.2,0.36,0.61,0.59,0,0,0,0,6,0.0,0.0,0.0,94.5,2577,6.6,175,0
94.1,-1.46,53.78,5.69,14,1,1,0.0,0,1,0.14,0.46,1.6,1.47,0,0,0,0,6,0.0,0.0,0.0,94.9,2512,6.7,172,0
94.1,-1.55,53.87,5.76,14,1,1,1.0,0,0,0.19,0.75,0.92,2.41,0,0,0,0,6,226.0,75.5,27.0,94.9,2501,6.6,201,0
93.2,-1.35,53.84,5.75,8,1,1,0.0,2,1,0.01,0.29,0.12,1.77,0,0,0,2,5,3.0,87.3,-30.0,94.3,2531,6.7,179,0
92.7,-1.63,53.72,5.69,14,0,1,1.0,1,1,0.39,0.18,0.58,1.01,0,0,0,1,5,0.0,0.0,0.0,93.6,2545,6.8,169,0
92.2,-1.53,53.84,5.7,14,0,1,0.0,0,1,0.3,0.39,1.52,0.15,0,0,0,1,5,0.0,0.0,0.0,93.2,2527,6.7,198,0
92.3,-1.48,53.88,5.73,14,0,1,1.0,0,2,0.34,0.16,0.65,1.44,0,0,0,0,5,0.0,0.0,0.0,93.1,2527,6.6,171,0
95.1,-1.43,53.94,5.77,14,1,1,0.0,1,2,0.29,0.56,0.84,1.93,0,0,0,2,4,7.0,66.7,-15.0,96.0,2520,6.6,200,-2
94.2,-1.52,53.76,5.74,9,1,1,0.0,2,2,0.44,0.21,0.45,1.8,0,1,0,2,3,170.0,99.6,10.0,95.1,2433,6.7,169,-1
94.1,-1.49,53.79,5.76,8,1,1,1.0,1,1,0.37,0.33,0.01,2.06,0,1,0,2,3,7.0,89.7,-17.0,95.4,2567,6.7,162,-1
94.2,-1.45,53.85,5.74,4,1,1,0.0,0,2,0.15,0.52,-0.65,2.23,0,0,1,2,3,358.0,105.7,17.0,95.3,2531,6.7,196,0
94.0,-1.38,53.9,5.74,6,1,1,1.0,0,0,0.37,0.43,0.53,2.43,0,0,1,2,3,137.0,80.1,10.0,94.9,2517,6.6,198,0
93.6,-1.48,53.92,5.65,14,1,1,0.0,0,2,0.23,0.42,0.14,0.74,0,0,1,1,3,0.0,0.0,0.0,94.4,2489,6.6,207,0
93.3,-1.43,53.95,5.77,14,0,1,0.0,1,2,0.36,0.35,0.22,1.15,0,0,0,1,3,242.0,91.4,15.0,94.2,2527,6.5,189,0
93.2,-1.57,53.95,5.76,5,0,1,1.0,1,0,0.39,0.26,-0.24,2.52,0,0,0,1,3,0.0,0.0,0.0,94.0,2522,6.5,160,0
93.5,-1.36,53.78,5.79,14,0,1,1.0,2,2,0.38,0.19,1.93,0.73,0,0,0,0,3,0.0,0.0,0.0,94.2,2699,6.7,171,0
93.2,-1.33,53.82,5.73,14,0,1,0.0,1,2,0.37,0.16,1.66,1.08,0,0,0,0,3,0.0,0.0,0.0,94.0,2670,6.7,159,0
94.0,-1.42,53.86,5.81,14,1,1,1.0,1,2,0.38,0.35,1.23,1.69,0,0,0,2,2,0.0,0.0,0.0,95.2,2640,6.6,174,0
93.7,-1.47,53.91,5.79,9,0,1,0.0,0,1,0.32,0.46,0.57,1.9,0,0,0,1,2,6.0,92.1,-17.0,94.6,2514,6.6,156,0
92.5,-1.44,53.92,5.82,14,1,1,1.0,2,2,0.44,0.1,0.95,0.92,0,0,0,0,2,0.0,0.0,0.0,93.2,2588,6.6,176,0
93.5,-1.52,53.75,5.73,14,1,1,0.0,1,2,0.17,0.37,0.76,0.54,0,0,0,0,2,0.0,0.0,0.0,94.7,2578,6.7,199,0
92.6,-1.56,53.85,5.83,14,1,1,0.0,0,2,0.24,0.36,0.73,0.96,0,0,0,0,2,0.0,0.0,0.0,93.6,2579,6.7,149,0
92.5,-1.63,53.94,5.79,9,1,1,1.0,0,1,0.2,0.34,0.79,1.62,0,0,0,0,2,0.0,0.0,0.0,93.3,2555,6.6,173,0
91.9,-1.62,54.07,5.88,6,1,1,1.0,0,0,0.26,0.37,0.8,2.3,0,0,0,0,2,0.0,0.0,0.0,92.5,2462,6.4,176,0
93.0,-1.54,53.93,5.73,14,1,1,1.0,2,0,0.27,0.32,0.27,1.08,0,0,0,2,1,0.0,0.0,0.0,93.8,2664,6.6,140,0
93.0,-1.51,53.95,5.86,14,1,1,0.0,1,0,0.3,0.42,1.53,1.7,0,0,0,2,1,0.0,0.0,0.0,93.8,2599,6.6,163,0
93.9,-1.57,53.87,5.79,14,1,1,0.0,0,0,0.31,0.42,0.75,1.46,0,0,0,2,1,0.0,0.0,0.0,94.9,2533,6.6,175,0
92.9,-1.7,53.88,5.74,14,1,1,1.0,0,1,0.17,0.37,0.38,1.14,0,0,0,0,1,1.0,65.8,-51.0,93.9,2553,6.6,188,0
93.6,-1.39,53.9,5.46,9,1,1,1.0,0,2,-0.07,0.37,0.51,1.73,0,0,1,2,6,0.0,0.0,0.0,94.7,2557,6.6,199,1
92.1,-1.47,53.77,5.48,9,0,1,0.0,1,1,0.42,0.37,0.65,2.05,0,0,0,2,6,209.0,88.4,12.0,93.2,2532,6.7,176,1
92.2,-1.37,54.09,5.52,9,1,1,0.0,0,0,0.2,0.38,0.7,2.17,0,0,0,1,6,76.0,105.8,2.0,92.8,2401,6.4,198,1
91.9,-1.37,54.02,5.57,5,0,1,0.0,2,2,0.39,0.47,0.12,2.68,0,0,0,0,6,310.0,87.2,35.0,92.8,2561,6.5,173,1
92.3,-1.46,54.12,5.54,5,0,1,1.0,2,1,0.4,0.63,0.03,2.33,0,0,0,0,6,6.0,90.2,-21.0,93.2,2465,6.4,192,1
92.1,-1.35,53.95,5.56,14,0,1,0.0,1,1,0.68,0.31,1.73,1.95,0,0,0,0,6,0.0,0.0,0.0,93.0,2561,6.6,166,1
92.6,-1.29,54.01,5.52,14,0,1,1.0,1,1,0.46,0.45,0.84,1.29,0,0,0,2,5,0.0,0.0,0.0,92.9,2581,6.5,185,1
92.9,-1.33,54.07,5.57,6,1,1,1.0,1,2,0.4,0.61,0.78,2.68,0,0,0,0,5,0.0,0.0,0.0,93.8,2635,6.4,187,1
92.6,-1.38,53.98,5.52,14,1,1,1.0,1,1,0.31,0.51,1.25,2.43,0,0,0,0,5,0.0,0.0,0.0,93.5,2510,6.5,194,1
92.4,-1.25,54.02,5.51,3,1,1,0.0,1,0,0.25,0.57,0.63,2.99,0,0,0,2,4,8.0,61.9,-19.0,93.3,2460,6.5,190,1
92.1,-1.31,54.02,5.58,9,1,1,0.0,2,2,0.43,0.22,0.39,2.18,0,0,0,0,4,391.0,103.2,28.0,93.1,2682,6.5,166,1
92.7,-1.31,53.83,5.5,14,1,1,0.0,1,2,0.37,0.43,1.98,1.2,0,0,0,0,4,0.0,0.0,0.0,94.0,2586,6.7,180,1
93.0,-1.2,54.01,5.58,14,1,1,0.0,1,2,0.28,0.56,1.41,1.5,0,0,0,1,3,2.0,68.0,-29.0,94.3,2596,6.5,196,1
93.0,-1.36,53.83,5.47,12,1,1,0.0,0,2,0.35,0.44,1.6,2.54,0,0,0,1,3,0.0,0.0,0.0,94.4,2659,6.7,171,1
92.1,-1.35,53.9,5.54,8,0,1,1.0,0,2,0.34,0.58,0.2,1.44,0,0,0,0,3,0.0,0.0,0.0,93.3,2583,6.6,189,1
89.8,-1.39,54.09,5.61,9,0,1,1.0,0,2,0.5,0.29,0.29,1.76,0,0,0,0,3,16.0,86.7,-5.0,90.4,2670,6.4,148,1
90.9,-1.42,53.91,5.58,14,0,1,1.0,0,1,0.58,0.19,0.73,1.34,0,0,0,0,3,0.0,0.0,0.0,91.6,2617,6.6,170,1
90.8,-1.42,54.0,5.58,14,0,1,1.0,0,0,0.39,0.47,0.69,0.99,0,0,0,0,3,0.0,0.0,0.0,91.4,2643,6.5,166,1
93.1,-1.24,53.93,5.54,14,0,1,1.0,1,2,0.34,0.38,0.93,1.97,0,0,0,2,2,67.0,101.2,1.0,94.1,2632,6.6,181,1
92.9,-1.23,53.82,5.53,14,0,1,1.0,1,2,0.38,0.43,0.89,2.37,0,0,0,2,2,310.0,105.2,49.0,93.7,2648,6.7,163,1
93.1,-1.27,53.87,5.5,14,0,1,0.0,0,2,0.3,0.42,1.58,1.15,0,0,0,2,2,0.0,0.0,0.0,93.8,2630,6.6,156,1
94.2,-1.4,53.95,5.5,9,0,1,1.0,0,1,0.14,0.57,0.63,1.92,0,0,0,2,2,3.0,88.7,-31.0,94.8,2526,6.6,198,1
93.3,-1.37,53.82,5.46,14,0,1,1.0,3,2,0.39,0.31,1.23,0.64,0,0,0,1,2,0.0,0.0,0.0,93.8,2463,6.7,197,1
92.3,-1.25,53.97,5.55,14,0,1,0.0,2,2,0.48,0.45,1.43,1.68,0,0,0,1,2,0.0,0.0,0.0,93.1,2645,6.5,158,1
94.4,-1.32,53.9,5.52,14,1,1,1.0,1,2,0.32,0.55,1.4,1.72,0,0,0,0,2,0.0,0.0,0.0,94.8,2617,6.6,187,1
91.7,-1.37,54.21,5.58,2,1,1,1.0,0,2,0.5,0.31,-0.11,3.34,0,0,1,2,1,0.0,0.0,0.0,92.5,2587,6.3,166,0
94.3,-1.31,53.88,5.48,14,1,1,1.0,0,1,0.32,0.53,1.09,2.05,0,0,1,2,1,4.0,69.3,-29.0,94.8,2592,6.6,188,0
92.7,-1.31,54.02,5.56,3,1,1,1.0,0,0,0.21,0.62,0.74,3.01,0,0,1,2,1,0.0,0.0,0.0,93.0,2605,6.5,186,0
93.6,-1.41,53.81,5.51,14,1,1,1.0,0,1,0.26,0.49,0.88,2.04,0,0,1,1,1,7.0,74.8,-16.0,94.4,2650,6.7,192,0
93.8,-1.42,53.84,5.46,14,0,1,0.0,2,1,0.36,0.33,0.59,0.66,0,0,0,0,1,0.0,0.0,0.0,94.4,2515,6.7,201,0
92.2,-1.46,53.83,5.42,14,0,1,0.0,1,0,0.24,0.33,0.86,1.31,0,0,0,2,6,0.0,0.0,0.0,93.0,2544,6.7,192,5
93.2,-1.33,53.75,5.58,14,0,1,0.0,1,2,0.35,0.4,1.85,0.51,0,0,0,1,6,0.0,0.0,0.0,93.9,2539,6.8,195,5
92.2,-1.19,53.86,5.55,14,0,1,1.0,1,2,0.5,0.24,0.52,1.34,0,0,0,1,6,3.0,108.8,-26.0,92.9,2640,6.6,143,5
93.1,-1.4,53.82,5.55,14,0,1,1.0,1,2,0.41,0.52,0.91,2.02,0,0,0,1,6,4.0,104.5,-29.0,94.2,2485,6.7,171,5
93.9,-1.38,53.72,5.47,14,0,1,1.0,1,0,0.44,0.46,1.18,1.0,0,0,0,1,6,0.0,0.0,0.0,94.9,2356,6.8,199,5
