pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by
SL,80.0,3.19,55.32,5.55,11.0,1,0,0.0,0,0,-1.23,0.28,-0.97,2.72,0,0,0,0,4,0.0,0.0,0.0,78.1,2518.0,5.2,265.0,0
FF,97.0,3.25,54.42,5.51,5.0,0,0,1.0,1,2,1.21,1.3,-0.11,1.99,0,0,0,2,3,0.0,0.0,0.0,95.6,2394.0,6.1,134.0,0
FF,97.0,3.14,54.73,5.38,11.0,0,0,0.0,0,2,1.33,0.99,-0.04,3.36,0,0,0,2,3,0.0,0.0,0.0,95.4,2410.0,5.8,123.0,0
FF,94.9,3.42,54.48,5.38,13.0,0,0,1.0,0,1,1.3,1.43,-0.92,1.99,0,0,0,2,3,0.0,0.0,0.0,93.5,2329.0,6.0,135.0,0
SL,79.4,3.29,55.01,5.43,8.0,0,0,1.0,0,0,-0.92,-0.15,-0.21,1.71,0,0,0,2,3,0.0,0.0,0.0,77.8,2311.0,5.5,290.0,0
FF,97.0,3.2,54.19,5.65,3.0,1,0,0.0,1,2,1.35,1.74,0.48,2.92,0,0,0,1,3,279.0,94.2,51.0,96.0,2418.0,6.3,140.0,0
FF,97.8,3.16,54.19,5.66,6.0,1,0,1.0,1,2,1.33,1.32,0.8,2.04,0,0,0,1,3,166.0,74.6,25.0,97.7,2375.0,6.3,132.0,0
SL,78.4,3.1,55.21,5.6,3.0,1,0,1.0,1,2,-1.42,-0.34,0.77,2.57,0,0,0,1,3,0.0,0.0,0.0,76.5,2319.0,5.3,290.0,0
SL,82.5,3.21,56.27,5.62,13.0,1,0,1.0,1,2,-1.51,0.34,-1.31,1.52,0,0,0,1,3,0.0,0.0,0.0,78.6,2649.0,4.2,264.0,0
FF,96.7,3.32,54.63,5.41,3.0,1,0,1.0,1,2,1.31,1.45,0.48,2.9,0,0,0,1,3,142.0,80.2,14.0,95.5,2365.0,5.9,135.0,0
SL,82.2,3.41,55.39,5.51,12.0,1,0,1.0,1,1,-0.69,-0.13,0.96,2.43,0,0,0,1,3,0.0,0.0,0.0,80.5,2454.0,5.1,292.0,0
FF,93.5,3.12,54.21,5.27,4.0,1,0,0.0,0,1,1.19,1.03,-0.82,2.58,0,0,0,1,3,0.0,0.0,0.0,93.3,2286.0,6.3,127.0,0
FF,92.7,3.32,54.66,5.29,5.0,1,0,1.0,0,0,1.55,0.91,0.04,2.43,0,0,0,1,3,0.0,0.0,0.0,91.4,2214.0,5.8,117.0,0
SL,82.3,3.16,55.42,5.42,8.0,1,0,0.0,1,2,-0.83,-0.05,-0.04,1.61,0,0,0,0,3,56.0,57.2,6.0,80.6,2486.0,5.1,283.0,0
FF,96.6,3.17,54.55,5.34,4.0,1,0,1.0,1,2,0.98,1.73,-0.51,2.09,0,0,0,0,3,0.0,0.0,0.0,95.6,2245.0,6.0,149.0,0
FF,93.8,3.19,54.63,5.23,11.0,1,0,0.0,0,2,1.1,1.28,-0.11,3.98,0,0,0,0,3,0.0,0.0,0.0,92.9,2240.0,5.9,137.0,0
SL,80.0,2.99,55.13,5.76,7.0,1,0,1.0,0,1,-1.32,0.89,-0.59,1.63,0,0,0,0,3,5.0,52.4,-21.0,78.2,2452.0,5.4,241.0,0
SL,78.9,3.19,55.23,5.54,5.0,1,0,1.0,0,0,-0.97,0.27,-0.25,2.13,0,0,0,0,3,0.0,0.0,0.0,77.4,2423.0,5.3,264.0,0
FF,98.0,3.15,54.44,5.69,12.0,1,0,1.0,2,2,1.28,1.66,1.21,2.89,0,0,0,2,2,0.0,0.0,0.0,97.2,2323.0,6.1,140.0,0
SL,81.4,3.13,54.96,5.41,5.0,1,0,1.0,2,2,-1.12,-0.37,-0.03,1.73,0,0,0,2,2,4.0,59.1,-25.0,80.2,2320.0,5.5,295.0,0
SL,80.8,3.15,55.09,5.28,14.0,1,0,0.0,1,2,-0.92,-0.09,1.3,1.6,0,0,0,2,2,0.0,0.0,0.0,79.7,2366.0,5.4,285.0,0
SL,76.9,3.13,55.26,5.43,14.0,1,0,0.0,0,2,-0.37,-0.17,1.8,2.02,0,0,0,2,2,0.0,0.0,0.0,75.5,2164.0,5.2,313.0,0
SL,82.2,3.2,55.06,5.35,8.0,1,0,1.0,0,2,-1.23,-0.41,0.12,1.45,0,0,0,2,2,0.0,0.0,0.0,80.5,2450.0,5.4,295.0,0
SL,80.2,3.23,55.55,5.59,11.0,1,0,1.0,0,1,-1.37,0.21,-1.12,2.84,0,0,0,2,2,0.0,0.0,0.0,77.4,2350.0,5.0,269.0,0
SI,92.5,3.1,54.58,5.0,8.0,1,0,1.0,0,0,1.5,-0.04,0.02,1.84,0,0,0,2,2,0.0,0.0,0.0,91.7,2152.0,5.9,84.0,0
SL,81.7,3.17,55.0,5.44,1.0,0,0,0.0,1,2,-0.93,0.75,-0.54,2.42,0,0,0,1,2,286.0,82.5,37.0,80.0,2387.0,5.5,238.0,0
FF,95.8,3.28,54.69,5.44,5.0,0,0,1.0,1,1,1.14,1.19,0.05,2.29,0,0,0,1,2,0.0,0.0,0.0,94.6,2309.0,5.8,133.0,0
FF,96.1,2.99,53.92,5.6,11.0,0,0,0.0,0,1,1.16,1.12,-1.08,3.29,0,0,0,1,2,0.0,0.0,0.0,96.2,2269.0,6.6,131.0,0
FF,89.8,3.24,54.13,5.35,2.0,0,0,1.0,0,0,1.09,1.17,0.19,2.92,0,0,0,1,2,0.0,0.0,0.0,89.8,2061.0,6.4,134.0,0
CH,87.5,3.31,54.94,5.14,6.0,1,0,0.0,0,0,1.57,0.49,0.76,2.23,0,0,0,0,2,23.0,79.2,-4.0,86.2,2072.0,5.6,103.0,0
FF,98.0,3.16,54.39,5.31,3.0,1,0,1.0,1,2,1.16,0.94,0.78,2.46,0,1,0,2,1,0.0,0.0,0.0,97.2,2257.0,6.1,125.0,0
FF,98.6,3.14,54.43,5.35,12.0,1,0,0.0,0,2,1.17,0.93,0.92,4.13,0,0,1,2,1,0.0,0.0,0.0,98.1,2299.0,6.1,125.0,0
FF,97.6,3.11,54.43,5.53,12.0,1,0,1.0,0,1,1.04,1.21,0.58,3.09,0,0,1,2,1,0.0,0.0,0.0,96.8,2293.0,6.1,136.0,0
SL,81.7,3.26,54.72,5.43,5.0,1,0,1.0,0,0,-0.92,0.21,0.16,2.16,0,0,1,2,1,0.0,0.0,0.0,80.7,2568.0,5.8,267.0,0
SL,78.7,3.16,55.23,5.45,14.0,1,0,0.0,3,2,-0.99,-0.04,1.46,2.55,0,0,0,2,1,0.0,0.0,0.0,77.0,2146.0,5.3,283.0,0
SL,82.1,3.2,55.46,5.42,12.0,1,0,0.0,2,2,-1.07,0.1,3.1,3.44,0,0,0,2,1,0.0,0.0,0.0,80.0,2507.0,5.0,274.0,0
SL,81.2,3.09,54.84,5.38,13.0,1,0,0.0,1,2,-1.15,0.12,-1.78,0.76,0,0,0,2,1,0.0,0.0,0.0,79.9,2364.0,5.7,272.0,0
SL,81.4,3.11,55.35,5.55,8.0,1,0,1.0,1,1,-1.44,-0.02,0.07,2.07,0,0,0,2,1,0.0,0.0,0.0,79.5,2454.0,5.2,277.0,0
FF,96.8,3.25,54.4,5.39,12.0,1,0,0.0,0,1,1.06,1.16,0.86,3.67,0,0,0,2,1,0.0,0.0,0.0,96.1,2422.0,6.1,134.0,0
FF,89.0,3.21,54.57,5.44,8.0,1,0,1.0,0,0,1.37,1.12,-0.01,2.07,0,0,0,2,1,329.0,90.7,35.0,87.8,2161.0,5.9,126.0,0
SL,81.9,3.33,55.16,5.46,6.0,1,0,0.0,0,1,-0.93,-0.31,0.58,2.32,0,0,0,1,1,285.0,83.6,28.0,80.3,2562.0,5.3,296.0,0
CH,88.4,3.36,54.69,5.28,12.0,1,0,1.0,0,0,1.7,1.05,0.92,2.86,0,0,0,1,1,0.0,0.0,0.0,86.9,2120.0,5.8,118.0,0
SI,94.2,3.34,54.68,5.25,14.0,0,0,0.0,0,1,1.64,0.44,0.94,1.92,0,0,0,0,1,8.0,73.1,-13.0,93.2,2190.0,5.8,101.0,0
FF,96.9,3.36,54.53,5.35,8.0,0,0,1.0,0,0,1.3,1.02,0.02,1.82,0,0,0,0,1,0.0,0.0,0.0,95.8,2447.0,6.0,125.0,0
SI,96.1,3.25,54.18,5.52,4.0,1,0,1.0,0,2,1.46,0.55,-0.63,2.72,0,0,0,2,8,0.0,0.0,0.0,95.3,2383.0,6.3,106.0,1
FF,96.9,3.22,54.27,5.57,6.0,1,0,1.0,0,1,1.24,1.06,0.51,2.76,0,0,0,2,8,294.0,93.4,21.0,96.1,2409.0,6.2,127.0,1
CH,87.9,3.34,54.1,5.1,6.0,1,0,1.0,0,0,1.39,0.34,0.5,2.39,0,0,0,2,8,0.0,0.0,0.0,87.5,1945.0,6.4,98.0,1
SL,81.1,3.13,54.73,5.33,13.0,0,0,1.0,1,2,-0.85,-0.28,-0.63,1.05,0,0,0,1,8,0.0,0.0,0.0,79.6,2469.0,5.8,298.0,1
SL,79.8,3.42,54.96,5.48,9.0,0,0,1.0,1,2,-1.6,-0.53,0.42,1.34,0,0,0,1,8,133.0,58.7,30.0,78.2,2459.0,5.5,294.0,1
SI,95.3,3.29,54.31,5.2,11.0,0,0,0.0,0,2,1.07,0.54,-0.36,3.93,0,0,0,1,8,0.0,0.0,0.0,94.7,2311.0,6.2,111.0,1
SL,81.3,3.31,55.04,5.41,9.0,0,0,1.0,0,1,-1.25,-0.06,0.4,1.9,0,0,0,1,8,0.0,0.0,0.0,79.6,2407.0,5.5,281.0,1
SL,80.7,3.43,55.15,5.45,8.0,0,0,1.0,0,0,-1.29,0.01,-0.2,2.07,0,0,0,1,8,0.0,0.0,0.0,78.7,2393.0,5.3,278.0,1
FF,94.1,3.34,54.38,5.28,5.0,1,0,0.0,1,1,1.15,0.6,-0.13,2.83,0,0,0,0,8,240.0,84.1,51.0,93.4,2199.0,6.1,113.0,1
CH,84.6,3.34,54.46,5.26,8.0,1,0,1.0,1,0,1.38,0.3,-0.09,1.95,0,0,0,0,8,0.0,0.0,0.0,83.7,1942.0,6.0,96.0,1
SL,79.9,3.3,54.93,5.52,13.0,1,0,0.0,0,0,-1.34,-0.26,-0.88,1.27,0,0,0,0,8,0.0,0.0,0.0,78.3,2413.0,5.6,288.0,1
FF,96.8,3.5,54.23,5.3,12.0,1,0,1.0,0,2,1.38,0.8,1.2,2.92,0,1,0,2,7,0.0,0.0,0.0,96.4,2356.0,6.3,116.0,1
FF,95.1,3.23,54.4,5.53,2.0,1,0,1.0,0,1,1.16,1.38,0.27,3.03,0,1,0,2,7,146.0,75.4,17.0,93.4,2380.0,6.1,137.0,1
SL,80.5,3.36,55.18,5.46,8.0,1,0,1.0,0,0,-1.5,-0.49,0.1,1.54,0,1,0,2,7,0.0,0.0,0.0,78.1,2488.0,5.3,294.0,1
SL,84.3,3.28,54.48,5.47,7.0,1,0,1.0,1,2,-0.93,-0.26,-0.43,1.39,0,1,0,1,7,0.0,0.0,0.0,82.9,1276.0,6.0,294.0,1
FF,94.0,3.38,54.84,5.51,12.0,1,0,0.0,0,2,1.31,0.86,3.56,4.4,0,0,1,1,7,0.0,0.0,0.0,92.2,2200.0,5.7,119.0,1
SL,82.3,3.34,55.12,5.51,6.0,1,0,1.0,0,1,-1.4,-0.52,0.73,2.23,0,0,1,1,7,0.0,0.0,0.0,80.4,2396.0,5.4,296.0,1
SL,81.0,3.31,54.91,5.48,7.0,1,0,1.0,0,0,-1.2,-0.44,-0.71,1.46,0,0,1,1,7,238.0,85.5,22.0,79.3,2370.0,5.6,297.0,1
SL,80.2,3.29,55.18,5.63,5.0,1,0,0.0,0,0,-1.09,-0.26,0.15,2.34,0,0,1,0,7,7.0,34.5,-13.0,78.0,2431.0,5.3,292.0,1
FF,95.5,3.46,54.23,5.4,14.0,0,0,0.0,3,0,1.04,0.89,1.15,2.46,0,0,0,0,7,0.0,0.0,0.0,94.8,2331.0,6.3,126.0,1
SL,79.4,3.47,55.18,5.44,12.0,0,0,0.0,2,0,-1.18,-0.37,1.17,2.64,0,0,0,0,7,0.0,0.0,0.0,77.2,2381.0,5.3,296.0,1
SI,92.1,3.28,54.2,5.4,14.0,0,0,0.0,1,0,1.64,0.24,0.37,1.08,0,0,0,0,7,0.0,0.0,0.0,91.3,2208.0,6.3,94.0,1
SL,80.3,3.32,55.17,5.69,13.0,0,0,0.0,0,0,-1.13,-0.02,-1.41,1.43,0,0,0,0,7,0.0,0.0,0.0,77.9,2507.0,5.3,281.0,1
FF,97.3,3.36,54.03,5.49,12.0,1,0,1.0,2,2,1.01,1.23,1.05,3.39,0,0,1,2,6,0.0,0.0,0.0,96.9,2416.0,6.5,137.0,1
SL,81.1,3.41,54.64,5.43,7.0,1,0,1.0,2,2,-1.25,-0.42,-0.59,1.76,0,0,1,2,6,0.0,0.0,0.0,79.9,2363.0,5.9,295.0,1
FF,96.0,3.53,54.05,5.33,6.0,1,0,1.0,2,2,1.29,0.94,0.6,2.64,0,0,1,2,6,177.0,74.8,29.0,95.5,2415.0,6.4,122.0,1
SL,82.5,3.42,54.73,5.5,7.0,1,0,1.0,2,2,-1.17,-0.1,-0.76,1.84,0,0,1,2,6,0.0,0.0,0.0,81.4,2425.0,5.8,282.0,1
SL,81.5,3.39,55.29,5.47,9.0,1,0,1.0,2,1,-1.2,-0.15,0.83,2.23,0,0,1,2,6,0.0,0.0,0.0,79.8,2315.0,5.2,284.0,1
SL,80.8,3.32,54.84,5.3,9.0,1,0,1.0,2,0,-1.08,-0.11,0.66,2.0,0,0,1,2,6,0.0,0.0,0.0,79.8,2299.0,5.7,284.0,1
SL,80.5,3.48,55.2,5.47,12.0,1,0,0.0,1,0,-0.97,0.0,2.48,3.0,0,0,1,2,6,0.0,0.0,0.0,79.0,2323.0,5.3,280.0,1
SL,79.7,3.34,55.0,5.51,13.0,1,0,0.0,0,0,-1.31,-0.41,-1.47,1.97,0,0,1,2,6,0.0,0.0,0.0,77.8,2305.0,5.5,294.0,1
SL,82.3,3.34,54.66,5.4,13.0,1,0,1.0,2,2,-1.41,-0.25,-1.08,1.59,0,0,1,1,6,0.0,0.0,0.0,81.1,2278.0,5.8,286.0,1
SL,82.2,3.21,54.86,5.55,8.0,1,0,1.0,2,2,-1.31,-0.21,-0.12,1.67,0,0,1,1,6,0.0,0.0,0.0,80.5,2371.0,5.6,286.0,1
FF,95.3,3.35,54.16,5.51,12.0,1,0,1.0,2,1,1.08,1.32,0.6,3.53,0,0,1,1,6,0.0,0.0,0.0,94.4,2281.0,6.3,138.0,1
FF,94.9,3.31,54.36,5.49,12.0,1,0,0.0,1,1,1.0,0.97,0.65,4.15,0,0,1,1,6,0.0,0.0,0.0,94.1,2236.0,6.1,130.0,1
FF,94.2,3.46,54.38,5.36,12.0,1,0,0.0,0,1,1.23,1.05,0.51,3.93,0,0,1,1,6,0.0,0.0,0.0,93.0,2267.0,6.1,127.0,1
SL,81.3,3.35,55.01,5.5,5.0,1,0,1.0,0,0,-0.49,-0.19,0.14,2.19,0,0,1,1,6,168.0,79.3,63.0,79.4,2438.0,5.5,307.0,1
CH,87.4,3.5,54.49,5.14,14.0,1,0,0.0,1,1,1.58,-0.09,0.63,1.38,0,0,0,1,6,18.0,85.2,-5.0,86.3,2009.0,6.0,81.0,1
CH,85.7,3.47,54.6,5.29,14.0,1,0,0.0,0,1,1.44,0.22,0.55,0.93,0,0,0,1,6,0.0,0.0,0.0,84.4,2065.0,5.9,93.0,1
SL,78.6,3.39,55.35,5.55,8.0,1,0,1.0,0,0,-0.84,-0.24,0.02,1.87,0,0,0,1,6,0.0,0.0,0.0,76.5,2205.0,5.2,297.0,1
FF,97.1,3.58,54.47,5.34,12.0,0,0,0.0,2,2,1.02,0.82,0.98,2.75,0,0,0,0,6,266.0,78.4,39.0,96.1,2408.0,6.0,125.0,1
FF,95.3,3.15,54.22,5.71,11.0,0,0,0.0,1,2,1.29,0.98,-0.91,3.89,0,0,0,0,6,0.0,0.0,0.0,94.4,2360.0,6.3,123.0,1
SL,79.5,3.21,54.94,5.65,5.0,0,0,1.0,1,1,-1.0,-0.06,-0.25,1.98,0,0,0,0,6,133.0,62.2,26.0,78.1,2324.0,5.6,282.0,1
SI,92.5,3.48,54.44,5.35,12.0,0,0,0.0,0,1,1.56,0.28,2.05,2.77,0,0,0,0,6,0.0,0.0,0.0,91.6,2183.0,6.1,95.0,1
SL,74.9,3.29,55.32,5.61,12.0,0,0,1.0,0,0,-1.31,0.01,0.92,2.92,0,0,0,0,6,0.0,0.0,0.0,72.9,2199.0,5.2,279.0,1
SL,82.3,3.32,54.92,5.5,6.0,1,0,0.0,1,2,-1.0,-0.41,0.39,2.88,0,0,1,2,5,4.0,68.8,-34.0,80.8,2335.0,5.6,300.0,1
FF,94.3,3.29,54.28,5.67,11.0,1,0,1.0,1,2,1.04,1.17,-0.1,3.82,0,0,1,2,5,217.0,72.5,43.0,93.2,2241.0,6.2,135.0,1
FF,96.2,3.55,54.26,5.29,2.0,1,0,1.0,1,2,1.13,1.1,-0.27,3.13,0,0,1,2,5,131.0,74.3,17.0,95.2,2371.0,6.2,131.0,1
FF,96.6,3.23,53.88,5.34,6.0,1,0,1.0,1,2,1.22,0.73,0.5,2.51,0,0,1,2,5,225.0,81.4,54.0,96.7,2325.0,6.6,117.0,1
SL,80.9,3.18,55.12,5.6,6.0,1,0,1.0,1,1,-1.44,-0.15,0.34,2.82,0,0,1,2,5,0.0,0.0,0.0,79.3,2317.0,5.4,282.0,1
SL,83.4,3.34,54.87,5.49,14.0,1,0,0.0,0,1,-0.99,-1.52,0.27,0.67,0,0,1,2,5,0.0,0.0,0.0,81.5,2216.0,5.6,329.0,1
SL,80.8,3.36,55.08,5.42,8.0,1,0,1.0,0,0,-0.92,-0.96,-0.06,1.86,0,0,1,2,5,0.0,0.0,0.0,78.6,2218.0,5.4,321.0,1
SL,79.8,3.4,54.87,5.41,5.0,1,0,0.0,3,2,-1.17,-0.52,0.2,1.99,0,0,1,1,5,272.0,84.9,39.0,78.5,2215.0,5.6,300.0,1
FF,93.0,3.41,54.03,5.5,2.0,1,0,1.0,3,2,1.05,0.8,-0.01,3.07,0,0,1,1,5,195.0,71.9,48.0,92.6,2206.0,6.5,122.0,1
SL,79.9,3.45,54.88,5.33,6.0,1,0,1.0,3,2,-1.26,-0.2,0.42,2.28,0,0,1,1,5,0.0,0.0,0.0,78.3,2151.0,5.6,287.0,1
FF,97.1,3.42,54.18,5.34,12.0,1,0,0.0,2,2,1.26,1.01,0.79,4.68,0,0,1,1,5,0.0,0.0,0.0,96.6,2361.0,6.3,125.0,1
SL,80.7,3.3,54.77,5.49,6.0,1,0,1.0,2,1,-1.34,-0.48,0.45,2.62,0,0,1,1,5,0.0,0.0,0.0,79.5,2242.0,5.7,296.0,1
FF,95.4,3.11,54.44,5.6,11.0,1,0,0.0,1,1,1.06,1.28,-1.06,2.85,0,0,1,1,5,0.0,0.0,0.0,94.4,2207.0,6.1,138.0,1
FF,95.5,3.45,54.32,5.44,12.0,1,0,0.0,0,1,1.12,1.03,1.31,3.53,0,0,1,1,5,0.0,0.0,0.0,94.9,2341.0,6.2,129.0,1
SL,79.9,3.32,55.11,5.45,13.0,1,0,1.0,0,0,-1.09,-0.64,-1.09,1.83,0,0,1,1,5,0.0,0.0,0.0,77.7,2242.0,5.4,307.0,1
SI,96.1,3.44,54.19,5.36,12.0,1,0,0.0,0,1,1.53,0.41,0.92,2.82,0,0,0,1,5,274.0,106.8,13.0,95.7,2268.0,6.3,101.0,1
CH,86.6,3.51,54.42,5.21,3.0,1,0,1.0,0,0,1.53,0.62,0.55,2.92,0,0,0,1,5,60.0,22.5,26.0,85.8,2010.0,6.1,107.0,1
FF,95.4,3.45,54.39,5.35,5.0,1,0,1.0,2,2,1.27,0.89,-0.24,2.54,0,0,0,0,5,0.0,0.0,0.0,94.6,2361.0,6.1,121.0,1
FF,96.5,3.44,54.48,5.46,12.0,1,0,0.0,1,2,1.41,1.02,1.05,4.2,0,0,0,0,5,0.0,0.0,0.0,95.6,2433.0,6.0,122.0,1
SI,93.5,3.47,54.58,5.41,1.0,1,0,1.0,1,1,1.28,0.5,-0.33,2.94,0,0,0,0,5,154.0,65.7,22.0,92.7,2265.0,5.9,107.0,1
SL,78.1,3.41,55.0,5.54,5.0,1,0,1.0,1,0,-1.15,-0.23,0.26,2.32,0,0,0,0,5,0.0,0.0,0.0,76.8,2378.0,5.5,289.0,1
SL,78.8,3.39,55.34,5.48,14.0,1,0,0.0,0,0,-1.35,0.05,1.35,2.56,0,0,0,0,5,0.0,0.0,0.0,77.1,2256.0,5.2,275.0,1
FF,97.3,3.29,53.85,5.49,2.0,0,0,1.0,0,2,1.11,1.08,-0.14,3.52,0,0,1,2,4,0.0,0.0,0.0,97.6,2357.0,6.7,131.0,1
FF,96.6,3.22,53.97,5.56,1.0,0,0,1.0,0,1,1.17,1.02,-0.36,3.15,0,0,1,2,4,0.0,0.0,0.0,96.4,2355.0,6.5,128.0,1
SI,94.6,3.45,54.34,5.36,9.0,0,0,1.0,0,0,1.39,0.32,0.79,1.86,0,0,1,2,4,0.0,0.0,0.0,93.8,2111.0,6.2,98.0,1
CH,87.7,3.56,54.46,5.12,9.0,1,0,0.0,0,0,1.57,0.19,0.47,1.92,0,0,1,1,4,334.0,90.7,34.0,86.8,2182.0,6.0,92.0,1
SL,80.0,3.41,54.84,5.38,6.0,1,0,0.0,0,1,-0.98,-0.27,0.3,2.5,0,0,0,1,4,4.0,75.8,-36.0,79.0,2186.0,5.7,293.0,1
SL,79.7,3.26,54.95,5.4,6.0,1,0,1.0,0,0,-0.95,-0.21,0.69,2.57,0,0,0,1,4,0.0,0.0,0.0,78.6,2326.0,5.6,292.0,1
FF,94.1,3.47,54.4,5.21,12.0,1,0,1.0,0,2,1.22,0.75,0.8,3.96,0,0,0,0,4,0.0,0.0,0.0,93.5,2202.0,6.1,117.0,1
FF,92.4,3.51,54.48,5.49,1.0,1,0,1.0,0,1,1.21,1.14,-0.77,3.46,0,0,0,0,4,0.0,0.0,0.0,91.4,2196.0,6.0,130.0,1
CH,84.3,3.37,54.45,5.3,3.0,1,0,1.0,0,0,1.71,0.63,0.39,3.01,0,0,0,0,4,21.0,65.8,-7.0,83.2,2060.0,6.1,106.0,1
SI,95.1,3.47,54.05,5.28,12.0,0,0,0.0,1,0,1.52,0.55,1.08,3.15,0,0,0,2,3,146.0,51.6,37.0,95.1,2211.0,6.5,106.0,0
SI,95.6,3.54,54.39,5.19,14.0,0,0,0.0,0,0,1.5,0.17,1.66,2.12,0,0,0,2,3,0.0,0.0,0.0,95.2,2272.0,6.1,92.0,0
SL,79.7,3.29,54.88,5.38,8.0,1,0,1.0,2,2,-1.49,-0.51,-0.05,1.68,0,0,0,1,3,0.0,0.0,0.0,78.7,2251.0,5.6,294.0,0
SL,80.7,3.23,55.1,5.52,14.0,1,0,0.0,1,2,-1.11,-0.42,0.23,1.17,0,0,0,1,3,0.0,0.0,0.0,78.9,2355.0,5.4,298.0,0
FF,96.5,3.41,54.37,5.41,12.0,1,0,0.0,0,2,1.22,1.15,0.98,4.28,0,0,0,1,3,0.0,0.0,0.0,95.5,2455.0,6.1,130.0,0
SI,93.8,3.46,54.36,5.36,1.0,1,0,1.0,0,1,1.57,0.83,-0.69,3.15,0,0,0,1,3,0.0,0.0,0.0,92.5,2363.0,6.1,114.0,0
FF,91.8,3.44,54.27,5.45,3.0,1,0,1.0,0,0,1.0,0.62,0.64,3.48,0,0,0,1,3,14.0,80.2,-13.0,91.5,2223.0,6.2,117.0,0
SL,80.1,3.6,54.87,5.34,6.0,1,0,0.0,3,2,-1.02,-0.55,0.63,2.36,0,0,0,0,3,6.0,83.3,-20.0,78.9,2366.0,5.6,305.0,0
FF,93.1,3.42,54.05,5.35,11.0,1,0,1.0,3,2,0.89,0.95,-0.4,3.42,0,0,0,0,3,176.0,69.1,59.0,92.9,2323.0,6.4,133.0,0
SL,80.9,3.38,55.13,5.56,13.0,1,0,0.0,2,2,-1.64,-0.34,-1.15,1.49,0,0,0,0,3,0.0,0.0,0.0,79.1,2453.0,5.4,287.0,0
SL,83.2,3.34,54.94,5.53,13.0,1,0,0.0,1,2,-1.43,-0.47,-1.02,2.16,0,0,0,0,3,0.0,0.0,0.0,81.6,2419.0,5.6,294.0,0
FF,95.4,3.18,54.35,5.75,12.0,1,0,1.0,1,2,1.22,1.23,0.09,3.48,0,0,0,0,3,180.0,73.3,30.0,94.5,2301.0,6.1,132.0,0
FF,95.6,3.34,54.3,5.45,11.0,1,0,1.0,1,2,1.17,0.72,-0.04,3.34,0,0,0,0,3,217.0,73.9,50.0,95.0,2309.0,6.2,117.0,0
FF,97.2,3.29,54.57,5.72,12.0,1,0,0.0,0,2,1.07,1.21,1.04,4.38,0,0,0,0,3,0.0,0.0,0.0,96.0,2327.0,5.9,135.0,0
FF,93.7,3.53,54.61,5.48,2.0,1,0,1.0,0,1,1.08,0.84,0.15,3.09,0,0,0,0,3,0.0,0.0,0.0,92.6,2248.0,5.9,120.0,0
CH,85.4,3.35,54.12,5.27,2.0,1,0,1.0,0,0,1.52,0.18,-0.09,2.72,0,0,0,0,3,0.0,0.0,0.0,85.3,2076.0,6.4,91.0,0
CH,88.4,3.5,54.47,5.13,9.0,1,0,0.0,0,1,1.52,0.09,0.43,1.61,0,0,0,2,2,343.0,89.0,23.0,87.7,2131.0,6.0,88.0,0
SL,80.3,3.39,55.09,5.45,9.0,1,0,1.0,0,0,-1.39,-0.54,0.76,1.79,0,0,0,2,2,0.0,0.0,0.0,78.7,2357.0,5.4,297.0,0
FF,96.7,3.27,54.25,5.73,12.0,1,0,1.0,1,2,1.24,1.14,0.94,3.93,0,0,0,1,2,0.0,0.0,0.0,96.1,2323.0,6.3,129.0,0
FF,95.7,3.43,54.51,5.55,3.0,1,0,1.0,1,1,1.22,0.92,0.83,3.21,0,0,0,1,2,0.0,0.0,0.0,94.7,2372.0,6.0,123.0,0
SL,79.3,3.4,55.01,5.5,6.0,1,0,1.0,1,0,-1.02,-0.45,0.79,2.47,0,0,0,1,2,0.0,0.0,0.0,78.0,2311.0,5.5,301.0,0
FF,95.2,3.34,54.06,5.47,12.0,1,0,0.0,0,0,1.21,1.08,1.4,4.25,0,0,0,1,2,0.0,0.0,0.0,95.1,2286.0,6.4,128.0,0
SL,77.9,3.45,55.02,5.52,8.0,0,0,0.0,1,0,-1.14,-0.23,-0.04,2.01,0,0,0,0,2,315.0,95.6,44.0,76.6,2304.0,5.5,289.0,0
SL,77.9,3.49,54.95,5.51,12.0,0,0,0.0,0,0,-1.25,-0.46,1.26,2.73,0,0,0,0,2,0.0,0.0,0.0,76.6,2338.0,5.5,297.0,0
SI,92.3,3.28,54.25,5.21,13.0,1,0,0.0,0,0,1.38,0.1,-0.35,1.1,0,0,0,2,1,28.0,70.1,0.0,91.5,2195.0,6.3,89.0,0
FF,97.6,3.48,54.37,5.44,4.0,1,0,1.0,2,2,1.19,1.48,-0.69,2.43,0,0,0,1,1,0.0,0.0,0.0,96.3,2492.0,6.1,139.0,0
SL,80.2,3.26,54.93,5.51,13.0,1,0,0.0,1,2,-1.32,-0.06,-0.84,1.54,0,0,0,1,1,0.0,0.0,0.0,78.5,2314.0,5.6,280.0,0
SL,82.0,3.24,54.99,5.5,14.0,1,0,0.0,0,2,-0.99,-0.39,1.08,1.33,0,0,0,1,1,0.0,0.0,0.0,80.5,2405.0,5.5,299.0,0
