pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by
CH,87.9,3.37,54.69,5.18,5.0,1,0,1.0,1,0,1.37,0.63,0.16,2.59,0,0,0,0,5,21.0,69.8,-5.0,87.1,1958.0,5.8,110.0,1
SI,92.8,3.35,54.59,5.1,14.0,1,0,0.0,0,0,1.69,0.43,0.11,1.17,0,0,0,0,5,0.0,0.0,0.0,92.0,2250.0,5.9,100.0,1
SL,79.1,3.19,55.24,5.44,13.0,1,0,1.0,2,2,-0.83,-0.36,-0.78,1.02,0,0,1,2,4,0.0,0.0,0.0,77.5,2247.0,5.3,302.0,1
SL,82.4,3.14,55.43,5.57,14.0,1,0,0.0,1,2,-0.97,0.0,0.77,1.23,0,0,1,2,4,0.0,0.0,0.0,80.6,2284.0,5.1,279.0,1
SL,80.8,2.94,55.33,5.53,13.0,1,0,1.0,1,1,-1.18,-0.73,-1.08,0.95,0,0,1,2,4,0.0,0.0,0.0,79.0,2385.0,5.2,307.0,1
FF,92.3,3.08,54.39,5.4,11.0,1,0,0.0,0,1,1.34,0.94,-0.86,2.67,0,0,1,2,4,0.0,0.0,0.0,91.9,2310.0,6.1,122.0,1
FF,92.7,3.25,54.58,5.5,4.0,1,0,1.0,0,0,1.2,1.15,-0.44,2.5,0,0,1,2,4,133.0,63.6,69.0,92.2,2277.0,5.9,131.0,1
CH,83.9,3.3,54.36,5.28,12.0,1,0,0.0,3,2,1.43,0.08,1.38,2.89,0,0,0,2,4,0.0,0.0,0.0,83.6,1758.0,6.1,87.0,1
FF,94.5,3.23,54.59,5.3,2.0,1,0,1.0,3,2,1.09,1.19,-0.21,3.3,0,0,0,2,4,192.0,71.0,55.0,93.7,2348.0,5.9,135.0,1
SL,82.7,3.18,54.96,5.59,13.0,1,0,0.0,2,2,-0.84,-0.45,-0.21,0.26,0,0,0,2,4,0.0,0.0,0.0,81.2,2391.0,5.5,306.0,1
FF,95.7,2.89,54.41,5.8,6.0,1,0,1.0,2,2,1.23,1.05,0.31,2.69,0,0,0,2,4,9.0,36.5,-14.0,95.2,2298.0,6.1,128.0,1
SL,77.8,2.98,55.38,5.55,2.0,1,0,1.0,2,1,-0.65,-0.21,0.19,2.92,0,0,0,2,4,0.0,0.0,0.0,75.9,2129.0,5.1,301.0,1
SI,94.7,3.11,54.55,5.45,6.0,1,0,1.0,2,0,1.55,0.39,0.79,2.12,0,0,0,2,4,0.0,0.0,0.0,94.1,2066.0,6.0,100.0,1
CH,88.8,3.34,54.68,5.14,13.0,1,0,0.0,1,0,1.85,0.43,-0.54,0.47,0,0,0,2,4,0.0,0.0,0.0,87.3,2223.0,5.8,99.0,1
CH,85.7,3.28,54.59,5.18,14.0,1,0,0.0,0,0,1.54,0.4,0.25,0.88,0,0,0,2,4,0.0,0.0,0.0,84.8,1825.0,5.9,99.0,1
FF,95.3,3.09,54.53,5.49,4.0,1,0,0.0,2,1,1.16,0.81,-0.61,2.89,0,0,0,1,4,7.0,77.0,-21.0,94.4,2238.0,6.0,121.0,1
CH,88.2,3.24,54.56,5.23,13.0,1,0,1.0,2,0,1.48,0.5,-0.63,1.07,0,0,0,1,4,0.0,0.0,0.0,87.3,1885.0,5.9,104.0,1
FF,92.7,2.98,54.73,5.66,11.0,1,0,0.0,1,0,0.72,1.14,-2.03,3.53,0,0,0,1,4,0.0,0.0,0.0,91.4,2200.0,5.8,145.0,1
SL,80.0,3.15,55.48,5.53,14.0,1,0,0.0,0,0,-0.47,-0.35,2.58,1.92,0,0,0,1,4,0.0,0.0,0.0,78.2,2130.0,5.0,318.0,1
SL,81.2,3.1,55.49,5.54,14.0,1,0,0.0,1,2,-0.83,-0.04,1.12,1.56,0,0,0,0,4,253.0,75.6,36.0,79.2,2297.0,5.0,284.0,1
FF,93.3,3.03,54.46,5.56,4.0,1,0,1.0,1,2,1.1,0.91,-0.41,2.38,0,0,0,0,4,238.0,75.2,36.0,92.8,2170.0,6.0,126.0,1
FF,92.2,3.12,54.59,5.52,12.0,1,0,0.0,0,2,1.12,1.15,0.56,4.12,0,0,0,0,4,0.0,0.0,0.0,91.5,2242.0,5.9,132.0,1
FF,91.8,3.05,54.97,5.7,1.0,1,0,1.0,0,1,1.17,1.21,-0.73,3.06,0,0,0,0,4,150.0,59.0,51.0,90.5,2183.0,5.5,133.0,1
SL,79.0,3.12,55.46,5.67,8.0,1,0,1.0,0,0,-0.77,-0.43,-0.17,1.74,0,0,0,0,4,0.0,0.0,0.0,77.1,2344.0,5.0,308.0,1
SL,82.0,3.04,55.54,5.54,8.0,1,0,1.0,1,2,-1.03,-0.08,-0.02,1.27,0,0,0,2,3,0.0,0.0,0.0,80.3,2486.0,5.0,282.0,1
FF,92.2,3.12,54.65,5.47,2.0,1,0,1.0,1,1,1.22,0.89,0.12,3.36,0,0,0,2,3,0.0,0.0,0.0,91.5,2132.0,5.9,122.0,1
FF,94.3,3.24,54.34,5.31,12.0,1,0,0.0,0,1,1.08,0.81,0.3,3.78,0,0,0,2,3,0.0,0.0,0.0,94.2,2186.0,6.2,123.0,1
SI,91.1,3.29,54.47,5.28,8.0,1,0,1.0,0,0,1.49,0.69,-0.2,1.95,0,0,0,2,3,0.0,0.0,0.0,90.5,1964.0,6.0,111.0,1
SI,94.7,3.16,54.56,5.4,6.0,1,0,0.0,0,0,1.39,0.43,0.74,2.3,0,0,0,1,3,299.0,97.2,15.0,94.2,2123.0,5.9,103.0,1
SL,80.2,3.04,55.39,5.51,13.0,0,0,1.0,0,2,-1.0,-0.14,-1.23,1.37,0,0,0,0,3,0.0,0.0,0.0,78.6,2435.0,5.1,286.0,1
SL,81.8,3.01,55.33,5.54,13.0,0,0,1.0,0,1,-0.89,-0.37,-0.71,0.47,0,0,0,0,3,0.0,0.0,0.0,79.7,2504.0,5.2,301.0,1
SI,92.3,3.19,54.59,5.31,12.0,0,0,1.0,0,0,1.46,0.4,1.47,3.03,0,0,0,0,3,261.0,70.9,60.0,91.8,2125.0,5.9,101.0,1
SL,80.4,3.02,55.46,5.62,6.0,1,0,0.0,1,1,-0.74,-0.05,0.47,2.7,0,0,0,0,3,401.0,102.8,31.0,78.7,2401.0,5.0,285.0,2
SL,78.6,3.1,55.59,5.56,14.0,1,0,0.0,0,1,-0.97,-0.09,1.38,2.29,0,0,0,0,3,0.0,0.0,0.0,76.7,2377.0,4.9,285.0,2
CH,89.1,3.3,54.47,5.24,9.0,1,0,1.0,0,0,1.45,0.41,0.41,2.13,0,0,0,0,3,5.0,69.3,-24.0,88.2,1985.0,6.0,101.0,2
CH,87.2,3.32,54.74,5.1,14.0,1,0,1.0,2,0,1.64,0.44,0.69,1.22,0,0,1,2,2,0.0,0.0,0.0,86.1,1701.0,5.8,100.0,2
SL,77.8,3.14,55.63,5.38,4.0,1,0,0.0,1,0,-1.29,-0.38,-0.77,2.29,0,0,1,2,2,0.0,0.0,0.0,75.6,2300.0,4.9,293.0,2
CH,85.7,3.27,54.79,5.28,9.0,1,0,0.0,0,0,1.5,0.52,0.79,1.6,0,0,1,2,2,0.0,0.0,0.0,84.5,1673.0,5.7,104.0,2
FF,96.1,3.14,54.68,5.49,4.0,1,0,0.0,0,2,1.06,1.1,-0.33,2.67,0,0,0,2,2,167.0,85.7,9.0,95.1,2447.0,5.8,133.0,2
FF,92.6,3.21,54.75,5.46,2.0,1,0,1.0,0,1,1.21,1.37,-0.25,3.31,0,0,0,2,2,177.0,70.2,63.0,91.3,2339.0,5.8,136.0,2
CH,85.8,3.23,54.85,5.2,6.0,1,0,1.0,0,0,1.47,0.71,0.81,2.1,0,0,0,2,2,14.0,68.9,-8.0,84.5,1758.0,5.7,111.0,2
FF,94.0,3.21,54.85,5.47,6.0,1,0,0.0,2,2,1.25,0.99,0.33,3.07,0,0,0,1,2,243.0,76.5,46.0,92.7,2318.0,5.7,125.0,2
SL,80.0,3.22,55.42,5.44,14.0,1,0,0.0,1,2,-0.81,-0.06,1.85,1.59,0,0,0,1,2,0.0,0.0,0.0,78.3,2393.0,5.1,286.0,2
FF,95.7,3.29,54.96,5.28,6.0,1,0,1.0,1,2,1.38,0.93,0.75,2.78,0,0,0,1,2,314.0,92.1,25.0,94.1,2397.0,5.5,120.0,2
SI,91.9,3.42,54.86,5.17,12.0,1,0,0.0,0,2,1.56,0.62,1.29,4.51,0,0,0,1,2,0.0,0.0,0.0,90.5,2331.0,5.6,107.0,2
FF,92.4,3.28,54.98,5.31,1.0,1,0,1.0,0,1,1.33,1.04,-0.42,3.55,0,0,0,1,2,0.0,0.0,0.0,90.6,2258.0,5.5,124.0,2
SL,77.7,3.26,55.41,5.4,7.0,1,0,1.0,0,0,-1.02,-0.16,-0.63,2.18,0,0,0,1,2,0.0,0.0,0.0,75.6,2388.0,5.1,288.0,2
SL,80.5,3.28,55.49,5.47,4.0,1,0,0.0,1,2,-1.2,0.14,-0.3,2.36,0,0,0,0,2,182.0,60.3,31.0,78.4,2573.0,5.0,271.0,2
FF,90.7,3.18,54.72,5.46,2.0,1,0,1.0,1,1,1.38,0.86,-0.22,3.03,0,0,0,0,2,0.0,0.0,0.0,89.7,2353.0,5.8,118.0,2
SI,95.2,3.21,54.19,5.3,8.0,1,0,1.0,1,0,1.66,0.23,0.04,1.53,0,0,0,0,2,0.0,0.0,0.0,95.1,2349.0,6.3,94.0,2
CH,89.6,3.12,54.72,5.51,11.0,1,0,0.0,0,0,1.24,0.98,-0.92,3.17,0,0,0,0,2,0.0,0.0,0.0,88.5,2301.0,5.8,124.0,2
SL,81.9,3.14,55.3,5.52,13.0,1,0,1.0,2,2,-0.94,-0.17,-0.38,1.29,0,0,0,2,1,0.0,0.0,0.0,80.0,2297.0,5.2,289.0,0
CH,88.6,3.38,54.68,5.36,9.0,1,0,1.0,2,2,1.66,0.35,0.41,1.91,0,0,0,2,1,0.0,0.0,0.0,88.1,1961.0,5.8,98.0,0
FF,94.3,3.06,54.65,5.8,2.0,1,0,1.0,2,2,1.38,0.99,-0.06,3.63,0,0,0,2,1,185.0,70.6,57.0,93.2,2334.0,5.9,122.0,0
SI,95.8,3.33,54.62,5.29,3.0,1,0,0.0,1,2,1.23,0.52,0.68,3.61,0,0,0,2,1,0.0,0.0,0.0,95.1,2356.0,5.9,108.0,0
FF,92.2,3.04,54.59,5.54,4.0,1,0,1.0,1,1,1.37,1.13,-0.8,2.81,0,0,0,2,1,0.0,0.0,0.0,91.1,2315.0,5.9,126.0,0
CH,86.4,3.26,54.59,5.25,13.0,1,0,1.0,1,0,1.58,0.69,-0.23,1.02,0,0,0,2,1,0.0,0.0,0.0,85.7,1846.0,5.9,110.0,0
CH,87.3,3.24,54.84,5.31,13.0,1,0,0.0,0,0,1.52,0.51,-0.5,0.84,0,0,0,2,1,0.0,0.0,0.0,86.2,1787.0,5.7,104.0,0
FF,91.6,3.23,54.88,5.42,1.0,1,0,0.0,1,0,1.27,1.12,-0.43,3.03,0,0,0,1,1,293.0,80.5,27.0,90.2,2211.0,5.6,128.0,0
0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FF,95.2,3.18,54.93,5.76,2.0,1,0,0.0,2,2,1.26,1.13,-0.24,3.14,0,0,0,0,1,9.0,74.3,-18.0,93.7,2386.0,5.6,129.0,0
SL,76.6,3.21,55.62,5.57,5.0,1,0,1.0,2,1,-0.52,-0.28,0.27,1.81,0,0,0,0,1,0.0,0.0,0.0,74.6,2071.0,4.9,311.0,0
SL,81.6,3.2,55.53,5.56,14.0,1,0,0.0,1,1,-1.11,-0.26,1.01,1.55,0,0,0,0,1,0.0,0.0,0.0,79.3,2323.0,5.0,291.0,0
FF,94.5,3.0,54.47,5.73,6.0,1,0,1.0,1,0,1.11,1.1,0.43,1.95,0,0,0,0,1,0.0,0.0,0.0,93.7,2246.0,6.0,131.0,0
FF,94.2,3.35,54.97,5.42,11.0,1,0,0.0,0,0,0.96,1.42,-0.41,3.66,0,0,0,0,1,0.0,0.0,0.0,92.8,2142.0,5.5,143.0,0
SL,81.6,2.84,54.73,5.73,8.0,0,0,0.0,0,0,-1.18,-0.47,-0.22,1.59,0,0,0,1,9,0.0,90.4,15.0,80.6,2409.0,5.8,297.0,5
SL,82.4,2.81,54.96,5.73,5.0,1,0,0.0,2,2,-0.93,-0.64,0.16,2.07,0,0,1,1,9,436.0,103.5,27.0,81.0,2425.0,5.5,310.0,7
SL,81.1,2.78,55.09,5.67,13.0,1,0,0.0,1,2,-1.14,-0.22,-0.88,0.58,0,0,1,1,9,0.0,0.0,0.0,79.6,2488.0,5.3,288.0,7
FF,95.1,2.94,54.22,5.49,3.0,1,0,1.0,1,2,0.82,0.5,0.45,3.04,0,0,1,1,9,237.0,78.7,33.0,95.0,2316.0,6.3,115.0,7
FF,92.5,2.78,54.44,5.63,5.0,1,0,1.0,1,1,0.89,0.93,0.05,2.2,0,0,1,1,9,212.0,75.0,51.0,91.9,2273.0,6.0,132.0,7
FF,93.4,2.88,54.16,5.55,12.0,1,0,0.0,0,1,0.87,0.83,0.36,3.66,0,0,1,1,9,0.0,0.0,0.0,93.5,2319.0,6.3,129.0,7
CH,86.9,2.94,54.23,5.33,7.0,1,0,1.0,0,0,0.61,0.47,-0.44,1.94,0,0,1,1,9,0.0,0.0,0.0,87.0,1900.0,6.2,120.0,7
FF,89.0,2.93,54.4,5.66,13.0,1,0,0.0,3,2,0.85,0.7,-1.38,0.62,0,0,0,1,9,0.0,0.0,0.0,88.7,2203.0,6.0,125.0,7
SI,90.2,2.94,54.76,5.54,12.0,1,0,1.0,3,1,1.09,0.61,0.86,2.98,0,0,0,1,9,18.0,78.9,-10.0,89.3,2160.0,5.8,114.0,7
FF,95.2,3.12,54.52,5.45,14.0,1,0,0.0,2,1,1.09,0.74,0.56,1.53,0,0,0,1,9,0.0,0.0,0.0,94.5,2366.0,5.9,120.0,7
FF,92.8,2.94,54.38,5.54,12.0,1,0,1.0,2,0,0.81,0.79,0.85,2.8,0,0,0,1,9,0.0,0.0,0.0,92.6,2276.0,6.1,129.0,7
SI,90.9,3.15,54.74,5.37,14.0,1,0,0.0,1,0,1.23,0.5,1.26,1.99,0,0,0,1,9,0.0,0.0,0.0,90.2,2191.0,5.8,107.0,7
FF,92.0,3.16,54.14,5.55,12.0,1,0,0.0,0,0,1.31,0.8,1.99,2.79,0,0,0,1,9,0.0,0.0,0.0,92.1,2069.0,6.3,117.0,7
SL,82.4,2.96,55.05,5.76,9.0,0,0,1.0,2,2,-1.09,-0.06,0.47,2.16,0,0,0,0,9,0.0,0.0,0.0,81.1,2549.0,5.4,281.0,7
SL,82.3,2.96,54.74,5.57,13.0,0,0,0.0,1,2,-1.16,-0.12,-1.57,1.48,0,0,0,0,9,0.0,0.0,0.0,81.4,2615.0,5.6,282.0,7
FF,95.4,2.78,54.47,5.72,4.0,0,0,1.0,1,1,0.92,0.99,-0.8,2.39,0,0,0,0,9,0.0,0.0,0.0,94.8,2471.0,5.9,134.0,7
FF,90.9,2.74,54.46,5.54,11.0,0,0,0.0,0,1,0.92,0.67,-0.01,3.6,0,0,0,0,9,0.0,0.0,0.0,90.6,2268.0,6.1,121.0,7
FF,90.4,2.95,54.51,5.69,8.0,0,0,1.0,0,0,0.92,0.99,0.17,1.66,0,0,0,0,9,0.0,0.0,0.0,89.7,2307.0,5.9,133.0,7
SL,79.5,2.94,55.07,5.68,5.0,1,0,0.0,0,1,-1.06,-0.68,-0.02,2.0,0,0,0,2,8,352.0,93.4,24.0,77.8,2355.0,5.4,309.0,7
CH,83.8,3.1,54.4,5.34,12.0,1,0,1.0,0,0,1.17,0.4,0.84,2.72,0,0,0,2,8,0.0,0.0,0.0,83.6,1928.0,6.1,102.0,7
CH,84.6,3.08,54.71,5.33,4.0,1,0,0.0,1,0,0.92,0.37,-0.4,1.82,0,0,0,1,8,10.0,71.2,-11.0,83.8,1839.0,5.7,104.0,7
SL,76.5,2.99,55.19,5.64,12.0,1,0,0.0,0,0,-0.85,-0.07,1.56,4.05,0,0,0,1,8,0.0,0.0,0.0,75.0,2287.0,5.3,287.0,7
SL,82.6,2.87,54.75,5.65,13.0,0,0,1.0,1,2,-0.53,-0.45,-0.63,0.74,0,0,0,0,8,0.0,0.0,0.0,81.4,2368.0,5.7,318.0,7
SL,82.0,2.87,54.75,5.74,13.0,0,0,1.0,1,1,-0.49,-0.11,-1.07,1.42,0,0,0,0,8,0.0,0.0,0.0,80.9,2393.0,5.7,298.0,7
FF,92.5,3.04,54.8,5.51,12.0,0,0,0.0,0,1,0.96,0.98,0.76,4.56,0,0,0,0,8,0.0,0.0,0.0,91.5,2370.0,5.7,132.0,7
FF,93.1,2.93,54.64,5.4,2.0,0,0,1.0,0,0,0.71,0.6,0.19,3.05,0,0,0,0,8,0.0,0.0,0.0,92.3,2372.0,5.9,124.0,7
SL,81.5,2.86,54.73,5.67,13.0,1,0,1.0,0,2,-1.31,-0.08,-1.55,-0.11,0,0,0,2,7,0.0,0.0,0.0,80.3,2385.0,5.7,280.0,7
SL,79.6,2.85,54.99,5.59,6.0,1,0,1.0,0,1,-0.97,-0.73,0.39,2.02,0,0,0,2,7,0.0,0.0,0.0,77.9,2336.0,5.5,313.0,7
CH,87.7,2.99,54.29,5.48,8.0,1,0,1.0,0,0,1.05,0.48,-0.06,1.93,0,0,0,2,7,370.0,98.0,32.0,87.5,1897.0,6.2,108.0,7
FF,91.6,2.65,54.33,5.94,11.0,0,0,0.0,1,2,0.81,1.36,-0.16,3.78,0,0,0,1,7,132.0,109.6,4.0,91.3,2310.0,6.2,147.0,7
FF,96.2,2.92,54.5,5.76,2.0,0,0,1.0,1,1,0.81,0.93,0.07,3.34,0,0,0,1,7,0.0,0.0,0.0,95.5,2455.0,6.0,135.0,7
FF,92.4,2.85,54.75,5.35,11.0,0,0,0.0,0,1,0.88,0.71,-0.59,4.31,0,0,0,1,7,0.0,0.0,0.0,91.3,2319.0,5.8,124.0,7
FF,90.9,2.89,53.93,5.6,8.0,0,0,1.0,0,0,0.81,0.66,-0.25,1.94,0,0,0,1,7,0.0,0.0,0.0,91.3,2258.0,6.5,124.0,7
SL,82.0,2.99,55.04,5.76,2.0,0,0,0.0,0,1,-0.54,-0.12,0.18,2.57,0,0,0,0,7,0.0,82.9,-21.0,80.9,2451.0,5.5,295.0,7
FF,93.5,2.96,54.04,5.64,5.0,0,0,1.0,0,0,0.74,0.62,0.2,2.23,0,0,0,0,7,0.0,0.0,0.0,93.8,2257.0,6.4,125.0,7
SL,80.1,2.95,55.1,5.52,14.0,1,0,1.0,1,2,-0.75,-0.84,0.13,1.02,0,0,0,2,6,0.0,0.0,0.0,78.9,2462.0,5.4,323.0,7
FF,91.1,3.32,54.28,5.51,12.0,1,0,0.0,0,2,0.98,0.79,0.99,3.8,0,0,0,2,6,0.0,0.0,0.0,90.9,2317.0,6.2,124.0,7
FF,90.5,3.06,54.61,5.6,2.0,1,0,1.0,0,1,0.79,0.96,0.13,3.18,0,0,0,2,6,0.0,0.0,0.0,89.6,2173.0,5.9,136.0,7
SI,92.6,2.94,54.44,5.62,5.0,1,0,1.0,0,0,1.17,0.48,-0.26,2.33,0,0,0,2,6,90.0,73.9,8.0,91.9,2156.0,6.0,107.0,7
FF,90.0,2.93,54.62,5.78,3.0,1,0,0.0,1,1,0.89,1.07,0.72,3.18,0,0,0,1,6,314.0,92.1,42.0,89.3,2281.0,5.9,137.0,7
CH,86.5,3.17,54.67,5.41,12.0,1,0,1.0,1,0,1.26,0.03,1.18,2.79,0,0,0,1,6,161.0,78.4,13.0,85.8,2188.0,5.8,85.0,7
CH,85.9,2.97,54.4,5.26,13.0,1,0,0.0,0,0,1.07,-0.16,-0.37,0.13,0,0,0,1,6,0.0,0.0,0.0,85.4,2095.0,6.0,75.0,7
FF,90.9,3.06,54.54,5.73,2.0,0,0,0.0,2,1,1.07,0.8,-0.15,2.93,0,0,0,0,6,114.0,102.7,6.0,90.0,2332.0,5.9,122.0,7
SL,79.0,2.92,55.33,5.72,13.0,0,0,0.0,1,1,-0.72,-0.05,-1.67,1.58,0,0,0,0,6,0.0,0.0,0.0,76.9,2406.0,5.1,288.0,7
SL,77.7,2.97,55.15,5.76,7.0,0,0,0.0,0,1,-1.04,-0.22,-0.8,1.72,0,0,0,0,6,0.0,0.0,0.0,76.0,2388.0,5.3,291.0,7
FF,90.3,2.9,54.46,5.72,7.0,0,0,1.0,0,0,1.11,0.84,-0.35,1.86,0,0,0,0,6,0.0,0.0,0.0,89.6,2339.0,6.0,123.0,7
FF,95.0,2.95,54.37,5.75,12.0,1,0,1.0,2,2,0.84,0.77,1.5,3.45,0,0,0,2,5,0.0,0.0,0.0,94.6,2344.0,6.1,128.0,4
CH,85.2,3.07,54.44,5.28,12.0,1,0,1.0,2,2,1.05,0.25,1.67,2.3,0,0,0,2,5,156.0,59.4,44.0,84.8,2002.0,6.0,96.0,4
FF,91.6,3.01,54.76,5.46,12.0,1,0,0.0,1,2,0.96,0.78,1.08,4.96,0,0,0,2,5,0.0,0.0,0.0,90.5,2240.0,5.7,124.0,4
FF,90.7,3.01,54.57,5.63,11.0,1,0,1.0,1,1,1.09,1.02,-0.4,3.52,0,0,0,2,5,167.0,67.7,30.0,89.7,2333.0,5.9,129.0,4
FF,90.9,3.08,54.05,5.56,14.0,1,0,0.0,0,1,1.12,0.64,1.01,2.16,0,0,0,2,5,0.0,0.0,0.0,91.0,2055.0,6.4,115.0,4
SI,90.5,3.3,54.19,5.38,12.0,1,0,1.0,0,0,1.28,0.55,1.39,3.32,0,0,0,2,5,0.0,0.0,0.0,90.3,2074.0,6.2,108.0,4
SL,81.7,2.85,54.87,5.57,8.0,1,0,1.0,2,2,-0.87,-0.49,-0.23,1.36,0,0,0,1,5,0.0,0.0,0.0,80.6,2429.0,5.6,306.0,4
SL,79.8,2.9,54.98,5.63,7.0,1,0,0.0,1,2,-1.61,-0.83,-0.62,1.56,0,0,0,1,5,0.0,0.0,0.0,78.3,2496.0,5.5,302.0,4
SL,80.2,2.9,55.09,5.85,13.0,1,0,0.0,0,2,-0.68,-0.35,-0.42,-0.29,0,0,0,1,5,0.0,0.0,0.0,78.4,2311.0,5.4,307.0,4
FF,90.7,2.87,54.41,5.55,1.0,1,0,1.0,0,1,0.72,0.87,-0.77,3.06,0,0,0,1,5,155.0,66.7,65.0,90.1,2319.0,6.1,136.0,4
SL,75.8,3.07,55.28,5.7,6.0,1,0,1.0,0,0,-1.32,-0.35,0.32,2.75,0,0,0,1,5,0.0,0.0,0.0,74.0,2387.0,5.2,292.0,4
SL,81.5,2.79,55.24,5.71,13.0,0,0,1.0,1,2,-1.28,-0.41,-0.96,1.62,0,0,0,0,5,0.0,0.0,0.0,79.9,2577.0,5.2,294.0,4
FF,90.9,3.23,54.69,5.52,12.0,0,0,0.0,0,2,1.09,0.94,1.7,5.43,0,0,0,0,5,0.0,0.0,0.0,89.8,2400.0,5.8,126.0,4
FF,93.8,3.11,54.41,5.64,3.0,0,0,1.0,0,2,1.07,0.97,0.34,2.62,0,0,0,0,5,148.0,67.2,22.0,93.0,2457.0,6.1,128.0,4
FF,92.8,2.83,54.62,5.76,11.0,0,0,1.0,0,1,1.03,1.06,-0.45,3.97,0,0,0,0,5,0.0,0.0,0.0,91.5,2369.0,5.9,132.0,4
SL,76.6,2.93,55.2,5.75,8.0,0,0,1.0,0,0,-1.02,-0.56,-0.11,1.95,0,0,0,0,5,0.0,0.0,0.0,74.8,2438.0,5.3,306.0,4
FF,92.2,3.22,54.91,5.39,12.0,1,0,0.0,0,1,0.86,0.77,0.48,3.67,0,0,0,2,4,21.0,100.0,-10.0,90.6,2271.0,5.6,127.0,4
CH,84.0,3.04,54.6,5.4,6.0,1,0,1.0,0,0,1.18,0.06,0.46,2.7,0,0,0,2,4,0.0,0.0,0.0,83.4,1732.0,5.9,86.0,4
SL,79.9,3.08,55.29,5.82,3.0,0,0,0.0,1,0,-0.82,-0.49,0.29,2.97,0,0,0,1,4,15.0,94.2,-10.0,78.3,2403.0,5.2,308.0,4
FF,90.8,2.78,54.53,5.85,13.0,0,0,0.0,0,0,0.78,0.53,-0.64,1.53,0,0,0,1,4,0.0,0.0,0.0,90.5,2161.0,5.9,118.0,4
FF,93.7,2.93,54.51,5.75,1.0,1,0,0.0,3,2,0.61,0.85,-0.35,3.26,0,0,0,0,4,341.0,97.3,41.0,93.0,2327.0,5.9,141.0,4
FF,94.8,3.04,54.61,5.9,3.0,1,0,1.0,3,2,0.93,1.15,0.6,2.9,0,0,0,0,4,185.0,71.0,31.0,93.7,2373.0,5.8,138.0,4
CH,86.9,3.08,54.8,5.65,14.0,1,0,0.0,2,2,1.09,0.71,2.2,2.15,0,0,0,0,4,0.0,0.0,0.0,86.0,1972.0,5.7,118.0,4
SL,78.3,2.89,55.09,5.68,13.0,1,0,0.0,1,2,-1.5,-1.25,-1.74,1.02,0,0,0,0,4,0.0,0.0,0.0,76.8,2423.0,5.4,313.0,4
FF,92.4,3.12,54.64,5.57,12.0,1,0,1.0,1,2,1.0,0.8,0.42,3.85,0,0,0,0,4,201.0,72.9,55.0,91.5,2267.0,5.8,124.0,4
FF,90.0,2.89,54.42,5.69,1.0,1,0,1.0,1,1,0.94,0.8,-0.35,3.42,0,0,0,0,4,0.0,0.0,0.0,89.6,2213.0,6.0,125.0,4
SI,90.6,3.09,54.86,5.62,9.0,1,0,1.0,1,0,1.31,0.36,0.44,2.46,0,0,0,0,4,0.0,0.0,0.0,89.4,2113.0,5.6,100.0,4
CH,87.4,3.13,54.49,5.5,14.0,1,0,0.0,0,0,1.23,0.46,1.18,2.1,0,0,0,0,4,0.0,0.0,0.0,87.0,2071.0,6.0,105.0,4
SI,96.3,2.8,54.34,5.57,4.0,1,0,1.0,3,2,1.02,0.55,-0.77,2.53,0,1,0,2,3,0.0,0.0,0.0,96.0,2372.0,6.1,113.0,0
SL,78.0,2.87,54.94,5.66,12.0,1,0,1.0,3,1,-1.1,-0.26,1.08,2.58,0,1,0,2,3,0.0,0.0,0.0,77.0,2403.0,5.5,292.0,0
FF,95.5,2.86,54.52,5.6,11.0,1,0,0.0,2,1,0.95,0.62,-0.19,3.9,0,1,0,2,3,0.0,0.0,0.0,94.9,2314.0,6.0,118.0,0
CH,87.1,2.94,54.21,5.3,5.0,1,0,1.0,2,0,0.99,0.11,0.21,2.23,0,1,0,2,3,0.0,0.0,0.0,87.1,1979.0,6.3,89.0,0
SL,79.6,2.76,55.03,5.68,14.0,1,0,0.0,1,0,-1.46,-0.58,0.98,2.21,0,1,0,2,3,0.0,0.0,0.0,78.5,2330.0,5.4,297.0,0
SL,77.8,3.11,55.14,5.54,12.0,1,0,0.0,0,0,-0.66,-0.1,1.71,3.42,0,1,0,2,3,0.0,0.0,0.0,76.5,2317.0,5.3,292.0,0
FF,95.0,2.86,54.36,5.55,1.0,1,0,0.0,1,2,0.95,0.66,-0.49,2.97,0,1,0,1,3,79.0,62.0,8.0,94.6,2317.0,6.1,120.0,0
SL,77.7,2.92,55.02,5.52,14.0,1,0,1.0,1,2,-1.48,-0.52,0.22,1.01,0,1,0,1,3,0.0,0.0,0.0,76.5,2359.0,5.4,295.0,0
FF,93.7,2.94,54.44,5.5,2.0,1,0,1.0,1,2,0.79,0.8,0.06,3.04,0,1,0,1,3,0.0,0.0,0.0,93.3,2360.0,6.0,131.0,0
