executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1,SL,2022-09-07,90.8,-1.52,5.59,"deGrom, Jacob",621028,594798,field_out,hit_into_play,,,,,9,Kevin Newman lines out to second baseman Jeff McNeil.,R,R,R,PIT,NYM,X,4,line_drive,0,1,2022,0.22,0.51,0.7,1.53,,,669261,1,5,Bot,139.25,130.83,,,543510,,,5.106405464046350,-132.19820225028500,-5.4854028160629700,1.713917224016380,24.136625800354700,-25.31449537952550,3.28,1.54,177,82.1,12,92.2,2452,6.8,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.75,0.566,0.513,0,1,0,0,4,44,2,Slider,0,7,0,7,7,0,0,7,Standard,Standard,185,-0.007,-0.252
1,SL,2022-09-07,91.8,-1.7,5.59,"deGrom, Jacob",621028,594798,,foul,,,,,4,Kevin Newman lines out to second baseman Jeff McNeil.,R,R,R,PIT,NYM,S,,,0,0,2022,0.2,0.31,-0.28,2.09,,,669261,1,5,Bot,,,,,543510,,,3.1709622103388300,-133.73684543540500,-3.7505467893943900,1.8329621703146300,26.6676806833287,-27.884974819592300,3.28,1.54,13,96.6,-9,92.9,2439,6.7,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.78,,,,,,,,44,1,Slider,0,7,0,7,7,0,0,7,Standard,Standard,178,0,-0.048
0,SL,2022-09-07,91.2,-1.79,5.64,"deGrom, Jacob",663647,594798,,ball,,,,,14,Ke'Bryan Hayes called out on strikes.,R,R,R,PIT,NYM,B,,,0,0,2022,0.35,0.44,0.65,1.17,,,,0,5,Bot,,,,,543510,,,5.385330809615220,-132.81503340709800,-6.404233124175530,3.2248603348587300,25.006515354013500,-25.8459139335877,3.19,1.55,,,,92.1,2361,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,54,,,,,,,,42,1,Slider,0,7,0,7,7,0,0,7,Standard,Standard,169,0,0.033
1,SL,2022-09-07,92.4,-1.54,5.69,"deGrom, Jacob",592325,594798,field_out,hit_into_play,,,,,9,"Ben Gamel grounds out, pitcher Jacob deGrom to first baseman Pete Alonso.",R,L,R,PIT,NYM,X,1,ground_ball,1,2,2022,0.32,0.32,0.43,1.91,,,,2,4,Bot,129.49,175.97,,,543510,,,4.358657063312460,-134.6083997855710,-4.6296727514015800,3.0972620710042500,25.123097862100800,-27.50339451241950,3.27,1.55,6,89.6,-17,93.4,2674,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.97,0.114,0.107,0,1,0,0,2,37,4,Slider,0,7,0,7,7,0,0,7,Infield shift,Standard,144,-0.001,-0.07
1,SL,2022-09-07,91.6,-1.61,5.69,"deGrom, Jacob",666801,594798,strikeout,swinging_strike,,,,,9,Rodolfo Castro strikes out swinging.,R,L,R,PIT,NYM,S,2,,1,2,2022,0.39,0.11,0.3,1.84,,,,1,4,Bot,,,,,543510,,,3.979877705281390,-133.44264328943500,-4.183929785766020,3.911069105476590,26.53694486950010,-30.16422137869790,3.48,1.64,,,,92.2,2592,6.4,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,54.07,,,0,1,0,0,,36,4,Slider,0,7,0,7,7,0,0,7,Infield shift,Standard,117,-0.004,-0.112
0,SL,2022-09-07,90.1,-1.72,5.69,"deGrom, Jacob",666801,594798,,swinging_strike,,,,,8,Rodolfo Castro strikes out swinging.,R,L,R,PIT,NYM,S,,,0,0,2022,0.17,0.23,0.03,2.14,,,,1,4,Bot,,,,,543510,,,3.9836623077065900,-131.23580414573700,-3.419621646444120,1.225837090753030,25.437172226478200,-28.993949037995100,3.48,1.64,,,,90.6,2497,6.4,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,54.12,,,,,,,,36,1,Slider,0,7,0,7,7,0,0,7,Infield shift,Standard,118,0,-0.024
1,SL,2022-09-07,93.8,-1.5,5.66,"deGrom, Jacob",665833,594798,strikeout,swinging_strike,,,,,14,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,2,,3,2,2022,0.24,0.25,0.49,1.21,,,,2,3,Bot,,,,,543510,,,4.645788852662540,-136.6865260379150,-6.511077618281250,2.199723474809130,24.432045868341200,-27.941847899619500,3.82,1.8,,,,95.2,2509,6.6,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.91,,,0,1,0,0,,27,6,Slider,0,4,0,4,4,0,0,4,Infield shift,Standard,161,-0.007,-0.116
1,SL,2022-09-07,93.9,-1.62,5.63,"deGrom, Jacob",665833,594798,,ball,,,,,14,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,B,,,2,2,2022,0.19,0.54,1.03,0.72,,,,2,3,Bot,,,,,543510,,,6.475655544949000,-136.53747595862000,-8.302245344383950,1.24983299173237,25.432005400113900,-23.991351165472900,3.93,1.95,,,,95.1,2571,6.7,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.83,,,,,,,,27,5,Slider,0,4,0,4,4,0,0,4,Infield shift,Standard,191,0,0.033
1,SL,2022-09-07,94.2,-1.75,5.62,"deGrom, Jacob",665833,594798,,ball,,,,,14,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,B,,,1,1,2022,0.24,0.5,0.4,1.47,,,,2,3,Bot,,,,,543510,,,5.079729222172500,-137.16728738766200,-6.27367426957656,1.9929897095394300,27.498538605824100,-24.78600390054580,3.88,1.88,,,,95.1,2533,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.96,,,,,,,,27,3,Slider,0,4,0,4,4,0,0,4,Infield shift,Standard,179,0,0.021
1,SL,2022-09-07,93.4,-1.66,5.64,"deGrom, Jacob",665833,594798,,ball,,,,,14,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,B,,,0,1,2022,0.17,0.38,1.03,1.36,,,,2,3,Bot,,,,,543510,,,6.598127358531510,-135.94754907804500,-6.219979125587460,0.8039885654676850,26.116093359973400,-26.44086729914710,3.78,1.88,,,,94.5,2555,6.6,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.87,,,,,,,,27,2,Slider,0,4,0,4,4,0,0,4,Infield shift,Standard,186,0,0.011
1,SL,2022-09-07,91.8,-1.73,5.67,"deGrom, Jacob",641511,594798,strikeout,swinging_strike,,,,,14,Jason Delay strikes out swinging.,R,R,R,PIT,NYM,S,2,,0,2,2022,0.35,0.42,0.8,1.34,,,,1,3,Bot,,,,,543510,,,5.6679838963193700,-133.60941720867600,-6.139381476845760,3.2471445753503100,24.222155570841300,-26.076672988805000,3.33,1.55,,,,92.8,2527,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.98,,,0,1,0,0,,26,3,Slider,0,4,0,4,4,0,0,4,Standard,Standard,164,-0.012,-0.1
1,SL,2022-09-07,91.7,-1.5,5.67,"deGrom, Jacob",663647,594798,strikeout,swinging_strike,,,,,14,Ke'Bryan Hayes strikes out swinging.,R,R,R,PIT,NYM,S,2,,3,2,2022,0.5,0.16,1.73,0.44,,,,0,2,Bot,,,,,543510,,,7.097598925493160,-133.24784709034200,-7.755021457266670,4.560621250853710,27.25887955423410,-28.811487293766200,3.1,1.48,,,,92.1,2561,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.99,,,0,1,0,0,,18,6,Slider,0,4,0,4,4,0,0,4,Standard,Standard,156,-0.018,-0.299
1,SL,2022-09-07,93.3,-1.67,5.67,"deGrom, Jacob",663647,594798,,ball,,,,,14,Ke'Bryan Hayes strikes out swinging.,R,R,R,PIT,NYM,B,,,2,2,2022,0.48,0.19,1.51,0.69,,,,0,2,Bot,,,,,543510,,,7.1705126180159900,-135.6169322299390,-7.507299477206430,4.446166966617780,28.01287785993430,-28.480065153868800,3.17,1.59,,,,93.8,2552,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.97,,,,,,,,18,5,Slider,0,4,0,4,4,0,0,4,Standard,Standard,166,0,0.103
1,SL,2022-09-07,93.5,-1.63,5.65,"deGrom, Jacob",663647,594798,,ball,,,,,14,Ke'Bryan Hayes strikes out swinging.,R,R,R,PIT,NYM,B,,,1,2,2022,0.28,0.47,1.12,0.52,,,,0,2,Bot,,,,,543510,,,6.513377817472510,-135.9142965136990,-8.597025073727280,2.221570441709040,25.80644271392290,-24.826769336755800,3.17,1.59,,,,94.4,2579,6.6,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.9,,,,,,,,18,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,199,0,0.037
1,SL,2022-09-07,93.5,-1.55,5.63,"deGrom, Jacob",592325,594798,,foul,,,,,9,"Ben Gamel grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.",R,L,R,PIT,NYM,S,,,3,2,2022,0.42,0.32,0.5,1.54,665833,,,2,1,Bot,,,,,543510,,,4.39172906530411,-136.19870597665700,-5.620755907403480,4.505379257508550,25.467450903946500,-27.30570949489580,3.27,1.55,,,,94.7,2580,6.6,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.87,,,,,,,,8,8,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,172,0,0
0,SL,2022-09-07,93.5,-1.63,5.58,"deGrom, Jacob",592325,594798,,blocked_ball,,,,,14,"Ben Gamel grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.",R,L,R,PIT,NYM,B,,,2,2,2022,0.17,0.41,0.16,0.31,665833,,,2,1,Bot,,,,,543510,,,4.244098859339250,-135.98579543539800,-8.856723336725270,1.3962669291102200,25.53647401147070,-25.53715899490490,3.33,1.64,,,,94.7,2612,6.7,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.78,,,,,,,,8,7,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,195,0,0.089
0,SL,2022-09-07,92.7,-1.57,5.63,"deGrom, Jacob",592325,594798,,foul,,,,,14,"Ben Gamel grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.",R,L,R,PIT,NYM,S,,,2,2,2022,0.45,0.29,0.77,1.14,665833,,,2,1,Bot,,,,,543510,,,5.016200081953420,-134.98377425002400,-6.4745968019198900,4.789745986749050,23.092691516681000,-27.626433293778200,3.27,1.55,4,93.3,-18,94.2,2756,6.7,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.84,,,,,,,,8,5,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,146,0,0
1,SL,2022-09-07,93.3,-1.65,5.64,"deGrom, Jacob",592325,594798,,foul,,,,,14,"Ben Gamel grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.",R,L,R,PIT,NYM,S,,,0,1,2022,0.21,0.58,0.11,1.33,665833,,,2,1,Bot,,,,,543510,,,4.095332453902080,-135.86200336147800,-6.7097474992611300,1.8141377315343300,25.390567634848800,-23.849530583759800,3.27,1.55,3,97.2,-23,94.3,2547,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.98,,,,,,,,8,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,201,0,-0.084
0,SL,2022-09-07,92.4,-1.64,5.64,"deGrom, Jacob",666801,594798,,ball,,,,,13,"Rodolfo Castro grounds into a double play, second baseman Jeff McNeil to shortstop Francisco Lindor to first baseman Pete Alonso.   Oneil Cruz to 3rd.    Bryan Reynolds out at 2nd.    Rodolfo Castro out at 1st.",R,L,R,PIT,NYM,B,,,0,0,2022,0.38,0.49,-0.35,0.8,,665833,668804,0,1,Bot,,,,,543510,,,2.445962558903340,-134.5248474951140,-7.663529833883300,4.222908907208360,26.507972245905700,-24.87254868664380,3.59,1.64,,,,93.2,2597,6.5,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,54,,,,,,,,7,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,175,0,0.084
0,SL,2022-09-07,91.9,-1.55,5.58,"deGrom, Jacob",668804,594798,,blocked_ball,,,,,14,"Bryan Reynolds singles on a fly ball to center fielder Brandon Nimmo, deflected by left fielder Mark Canha.   Oneil Cruz to 2nd.",R,L,R,PIT,NYM,B,,,2,1,2022,0.28,0.3,0.66,0.24,,,665833,0,1,Bot,,,,,543510,,,5.031271183356660,-133.74264757264000,-8.441594682600250,2.3827329704849400,26.00345468142640,-27.053540437690300,3.05,1.52,,,,92.9,2530,6.7,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.84,,,,,,,,6,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,185,0,0.174
0,SL,2022-09-07,93,-1.53,5.56,"deGrom, Jacob",668804,594798,,blocked_ball,,,,,14,"Bryan Reynolds singles on a fly ball to center fielder Brandon Nimmo, deflected by left fielder Mark Canha.   Oneil Cruz to 2nd.",R,L,R,PIT,NYM,B,,,0,1,2022,0.4,0.29,2.06,0.33,,,665833,0,1,Bot,,,,,543510,,,8.390008544642780,-135.1138207980220,-8.360848035848730,3.2667720658097700,26.872878302719000,-27.09714470727040,3,1.52,,,,94,2561,6.8,662285,594798,543510,624413,643446,500871,596019,592192,607043,571980,53.72,,,,,,,,6,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,189,0,0.051
1,SL,2022-08-31,92.7,-1.31,5.57,"deGrom, Jacob",666158,594798,strikeout,swinging_strike,,,,,14,Gavin Lux strikes out swinging.,R,L,R,NYM,LAD,S,2,,2,2,2022,0.51,0.38,0.85,2.01,,,,2,7,Top,,,,,621512,,,4.430921976118300,-134.9976344037600,-4.204934402059200,5.418459777815780,26.72655533605450,-26.88489494679870,3.25,1.61,,,,93.6,2676,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.9,,,0,1,0,0,,49,5,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,158,0.02,-0.083
1,SL,2022-08-31,93.8,-1.57,5.54,"deGrom, Jacob",666158,594798,,swinging_strike,,,,,14,Gavin Lux strikes out swinging.,R,L,R,NYM,LAD,S,,,2,1,2022,0.25,0.62,0.51,1.37,,,,2,7,Top,,,,,621512,,,4.83212679686452,-136.51142063949000,-6.506520449460400,2.1536852344476900,26.936031620525300,-23.3074321771642,3.25,1.61,,,,94.6,2562,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.98,,,,,,,,49,4,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,202,0,-0.031
0,SL,2022-08-31,91.6,-1.46,5.55,"deGrom, Jacob",666158,594798,,swinging_strike,,,,,5,Gavin Lux strikes out swinging.,R,L,R,NYM,LAD,S,,,2,0,2022,0.42,0.44,0.02,2.51,,,,2,7,Top,,,,,621512,,,2.8657340631919700,-133.4408484549170,-2.8275058865263200,4.453033534927580,26.295013424953400,-26.542212183258300,3.25,1.61,,,,92.7,2598,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.83,,,,,,,,49,3,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,169,0,-0.023
0,SL,2022-08-31,93.3,-1.32,5.57,"deGrom, Jacob",666158,594798,,ball,,,,,14,Gavin Lux strikes out swinging.,R,L,R,NYM,LAD,B,,,0,0,2022,0.25,0.41,0.89,0.3,,,,2,7,Top,,,,,621512,,,5.160164151928780,-135.6130923371080,-8.760000056067530,1.9487210088812700,28.67891442601520,-25.41892589904210,3.31,1.68,,,,94,2620,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.82,,,,,,,,49,1,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,189,0,0.015
1,SL,2022-08-31,91.4,-1.48,5.61,"deGrom, Jacob",571970,594798,,ball,,,,,14,Max Muncy called out on strikes.,R,L,R,NYM,LAD,B,,,1,1,2022,0.39,0.11,0.93,1.28,,,,0,7,Top,,,,,621512,,,5.254239855327020,-133.07603556437200,-5.370740444422120,3.7081653099918100,25.538594605344800,-29.94589770004300,3.06,1.61,,,,92.5,2718,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.8,,,,,,,,47,3,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,121,0,0.049
0,SL,2022-08-31,91.8,-1.5,5.58,"deGrom, Jacob",571970,594798,,ball,,,,,14,Max Muncy called out on strikes.,R,L,R,NYM,LAD,B,,,0,1,2022,0.23,0.39,1.28,0.76,,,,0,7,Top,,,,,621512,,,6.595592875328910,-133.55858771969900,-7.274280266736580,1.3937007406655400,27.058975847345000,-26.16566519730960,3.08,1.58,,,,92.6,2685,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.86,,,,,,,,47,2,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,176,0,0.025
0,SL,2022-08-31,91.2,-1.58,5.56,"deGrom, Jacob",669257,594798,field_out,hit_into_play,,,,,9,Will Smith flies out sharply to right fielder Starling Marte.,R,R,R,NYM,LAD,X,9,fly_ball,2,2,2022,0.37,0.52,0.4,1.97,,518692,,2,6,Top,171.59,60.97,,,621512,,,4.188503786877130,-132.9395932393060,-4.36313446496542,3.7039864986646800,24.69177732199900,-25.31314052253880,3.29,1.53,359,100.3,37,92.3,2610,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.96,0.269,0.548,0,1,0,0,5,43,6,Slider,2,1,1,2,1,2,1,2,Standard,Standard,157,0.054,-0.258
1,SL,2022-08-31,92.5,-1.37,5.53,"deGrom, Jacob",669257,594798,,ball,,,,,14,Will Smith flies out sharply to right fielder Starling Marte.,R,R,R,NYM,LAD,B,,,1,2,2022,0.27,0.68,1.27,1.42,,518692,,2,6,Top,,,,,621512,,,6.186161776882550,-134.66923247982100,-6.291717180757310,2.139906032604310,25.705568716294800,-22.722412650083100,3.29,1.58,,,,93.7,2541,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.82,,,,,,,,43,5,Slider,2,1,1,2,1,2,1,2,Standard,Standard,182,0,0.029
1,SL,2022-08-31,93.9,-1.44,5.59,"deGrom, Jacob",518692,594798,single,hit_into_play,,,,,14,Freddie Freeman singles on a line drive to center fielder Brandon Nimmo.,R,L,R,NYM,LAD,X,8,line_drive,1,2,2022,0.02,0.26,0.07,1.47,,,,2,6,Top,114.06,81.45,,,621512,,,3.879862165905750,-136.6960289539240,-5.581051470526480,-0.5573801266842470,27.333791660646600,-27.99617946068100,3.64,1.79,233,97.2,10,94.7,2548,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54,0.703,0.643,0.9,1,1,0,4,42,4,Slider,2,1,1,2,1,2,1,2,Infield shift,Standard,177,-0.021,0.147
1,SL,2022-08-31,93.9,-1.48,5.61,"deGrom, Jacob",607208,594798,field_out,hit_into_play,,,,,9,"Trea Turner grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,LAD,X,6,ground_ball,0,1,2022,0.25,0.58,0.75,1.93,,,,1,6,Top,108.06,150.64,,,621512,,,5.25821388095984,-136.7567448875220,-5.163213936042000,2.094635909645640,27.229751435217900,-23.9498348536183,3.3,1.63,12,83.9,-8,94.8,2571,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.98,0.114,0.103,0,1,0,0,2,41,2,Slider,2,1,1,2,1,2,1,2,Standard,Standard,172,0.026,-0.132
1,SL,2022-08-31,93.5,-1.52,5.56,"deGrom, Jacob",605141,594798,home_run,hit_into_play,,,,,5,Mookie Betts homers (32) on a fly ball to left center field.,R,R,R,NYM,LAD,X,,fly_ball,0,1,2022,0.22,0.29,0.17,2.16,,,,1,6,Top,64.14,42.36,,,621512,,,3.8578398537491500,-136.19874917671400,-3.7244581753232400,2.0258904844967100,27.743071819000300,-27.99028891756620,3.18,1.46,415,106.1,24,94.2,2466,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.02,0.891,1.694,2,1,0,3,6,40,2,Slider,2,0,0,2,1,2,1,2,Infield shift,Standard,176,-0.116,1.024
0,SL,2022-08-31,93.8,-1.49,5.54,"deGrom, Jacob",605141,594798,,called_strike,,,,,12,Mookie Betts homers (32) on a fly ball to left center field.,R,R,R,NYM,LAD,S,,,0,0,2022,0.16,0.45,1.01,2.88,,,,1,6,Top,,,,,621512,,,6.150536062747970,-136.583727401936,-2.2398130131568500,0.8661394986579940,25.681099105558100,-26.24403350347020,3.09,1.49,,,,94.8,2348,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.98,,,,,,,,40,1,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,189,0,-0.024
1,SL,2022-08-31,92.3,-1.41,5.61,"deGrom, Jacob",641355,594798,strikeout,swinging_strike,,,,,4,Cody Bellinger strikes out swinging.,R,L,R,NYM,LAD,S,2,,2,2,2022,0.3,0.47,-0.44,2.48,,,,0,6,Top,,,,,621512,,,1.8138246648156000,-134.61177601431700,-3.3081445743878100,3.3815278187398600,25.75974301272720,-25.904128092407300,3.81,1.75,,,,93.4,2388,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.94,,,0,1,0,0,,39,5,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,171,0.03,-0.195
1,SL,2022-08-31,92.7,-1.46,5.61,"deGrom, Jacob",641355,594798,,ball,,,,,14,Cody Bellinger strikes out swinging.,R,L,R,NYM,LAD,B,,,1,2,2022,0.37,0.53,0.5,0.81,,,,0,6,Top,,,,,621512,,,4.239912446014440,-134.91327687027500,-7.788210052617850,3.837101944932160,24.438177237580000,-24.35738506621910,3.88,1.72,,,,94,2675,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.83,,,,,,,,39,4,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,181,0,0.037
0,SL,2022-08-31,92.6,-1.49,5.59,"deGrom, Jacob",641355,594798,,ball,,,,,14,Cody Bellinger strikes out swinging.,R,L,R,NYM,LAD,B,,,0,1,2022,0.32,0.47,1.52,1.71,,,,0,6,Top,,,,,621512,,,7.022541776616970,-134.71004033159200,-5.208969874422480,2.6116501063705000,25.529322751306600,-25.59570393091170,3.81,1.7,,,,93.5,2645,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.97,,,,,,,,39,2,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,185,0,0.025
0,SL,2022-08-31,93.3,-1.31,5.57,"deGrom, Jacob",608336,594798,,blocked_ball,,,,,14,Joey Gallo pops out to shortstop Francisco Lindor.,R,L,R,NYM,LAD,B,,,1,2,2022,0.29,0.42,1.71,0.28,,,666158,2,5,Top,,,,,621512,,,7.189790113276810,-135.5650323954270,-8.87336320294548,2.1277017911920500,27.152933129601800,-25.28258617084210,3.63,1.68,,,,94.3,2483,6.8,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.74,,,,,,,,35,5,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,181,0,0.029
1,SL,2022-08-31,90.9,-1.32,5.59,"deGrom, Jacob",608336,594798,,blocked_ball,,,,,14,Joey Gallo pops out to shortstop Francisco Lindor.,R,L,R,NYM,LAD,B,,,0,2,2022,0.56,0.2,0.74,0.67,,,666158,2,5,Top,,,,,621512,,,3.9808976371422200,-132.29195377727200,-6.9383419987407700,5.870982692453890,25.746221342000500,-28.66636700711880,3.63,1.72,,,,91.8,2647,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.85,,,,,,,,35,4,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,122,0,0.023
0,SL,2022-08-31,93.1,-1.42,5.6,"deGrom, Jacob",608336,594798,,foul,,,,,9,Joey Gallo pops out to shortstop Francisco Lindor.,R,L,R,NYM,LAD,S,,,0,2,2022,0.19,0.38,0.41,1.76,,,666158,2,5,Top,,,,,621512,,,4.29812423674641,-135.67350648893400,-5.013164811580310,1.4697859576087900,26.60237614045510,-26.699163549196000,3.53,1.65,10,82.3,-10,94,2634,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.99,,,,,,,,35,3,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,165,0,0
1,SL,2022-08-31,93.2,-1.4,5.52,"deGrom, Jacob",608336,594798,,swinging_strike,,,,,8,Joey Gallo pops out to shortstop Francisco Lindor.,R,L,R,NYM,LAD,S,,,0,1,2022,0.17,0.43,0.04,1.61,,,666158,2,5,Top,,,,,621512,,,3.354245282953570,-135.75614775969400,-5.351969413167570,1.4575429530219400,26.0268966779784,-25.932957206591500,3.53,1.65,,,,94.3,2644,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.89,,,,,,,,35,2,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,177,0,-0.048
1,SL,2022-08-31,93,-1.4,5.52,"deGrom, Jacob",608336,594798,,swinging_strike,,,,,14,Joey Gallo pops out to shortstop Francisco Lindor.,R,L,R,NYM,LAD,S,,,0,0,2022,0.15,0.56,0.75,1.03,,,666158,2,5,Top,,,,,621512,,,5.235696958724600,-135.346648859316,-7.070567268764410,0.8178453950139190,26.487401585795200,-24.03120207400010,3.53,1.65,,,,94,2628,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.88,,,,,,,,35,1,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,181,0,-0.035
0,SL,2022-08-31,92.9,-1.48,5.5,"deGrom, Jacob",666158,594798,,blocked_ball,,,,,14,"Gavin Lux grounds into a force out, third baseman Eduardo Escobar to shortstop Francisco Lindor.   Justin Turner out at 2nd.    Gavin Lux to 1st.",R,L,R,NYM,LAD,B,,,0,1,2022,0.27,0.55,0.32,0.71,,,457759,1,5,Top,,,,,621512,,,4.027120031849630,-135.16610488833300,-7.807030669339260,2.631670913470890,25.50369787177480,-24.11732408190200,3.35,1.56,,,,94.1,2523,6.7,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.79,,,,,,,,34,2,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,183,0,0.031
1,SL,2022-08-31,93.2,-1.42,5.51,"deGrom, Jacob",666158,594798,,swinging_strike,,,,,14,"Gavin Lux grounds into a force out, third baseman Eduardo Escobar to shortstop Francisco Lindor.   Justin Turner out at 2nd.    Gavin Lux to 1st.",R,L,R,NYM,LAD,S,,,0,0,2022,0.27,0.59,0.84,1.18,,,457759,1,5,Top,,,,,621512,,,5.221866559592750,-135.6487848656820,-6.778717710834450,2.40261885607677,26.020492960164600,-23.669044525499400,3.25,1.61,,,,94.2,2618,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.9,,,,,,,,34,1,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,176,0,-0.048
