,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
359,SI,96.7,3.2,54.4,5.33,7.0,1,0,1.0,2,1,1.57,0.6,-0.48,1.93,0,0,1,0,2,0.0,0.0,0.0,95.4,2180.0,6.1,107.0,0,2-1
394,SL,77.7,3.36,55.02,5.38,12.0,1,0,0.0,2,1,-1.64,-0.33,1.19,2.96,0,0,0,0,6,0.0,0.0,0.0,75.9,2374.0,5.5,288.0,-1,2-1
429,FF,92.2,3.37,54.58,5.55,1.0,1,0,1.0,2,1,1.16,1.23,-0.3,3.14,0,0,0,0,4,160.0,73.8,22.0,91.0,2209.0,5.9,134.0,1,2-1
455,SI,91.4,3.29,54.18,5.13,4.0,1,0,0.0,2,1,1.49,0.48,-0.66,2.58,0,0,0,0,2,0.0,0.0,0.0,90.5,2037.0,6.3,102.0,0,2-1
467,FF,98.4,3.24,54.27,5.35,11.0,1,0,0.0,2,1,0.84,1.34,-1.27,2.44,0,0,1,1,1,0.0,0.0,0.0,97.2,2572.0,6.2,145.0,0,2-1
486,CH,87.6,3.2,54.3,5.01,1.0,1,0,0.0,2,1,1.5,0.2,-0.29,2.46,0,0,1,1,6,178.0,105.5,9.0,87.2,2049.0,6.2,93.0,9,2-1
492,SI,93.4,3.31,54.4,5.06,9.0,0,0,1.0,2,1,1.69,0.53,0.42,1.96,0,0,1,0,6,0.0,0.0,0.0,92.9,2210.0,6.1,104.0,9,2-1
542,CH,86.0,3.19,54.49,5.13,6.0,1,0,1.0,2,1,1.92,0.05,0.7,2.31,0,0,0,2,2,0.0,0.0,0.0,85.0,2021.0,6.0,87.0,3,2-1
551,CH,90.0,3.37,54.57,5.05,6.0,1,0,0.0,2,1,1.56,-0.17,0.35,1.92,1,0,1,2,1,0.0,82.9,-21.0,89.1,2115.0,5.9,79.0,0,2-1
583,FF,94.7,3.16,54.27,5.57,1.0,1,0,1.0,2,1,1.48,1.82,-0.54,2.94,0,0,0,0,5,0.0,0.0,0.0,93.8,2467.0,6.2,139.0,-3,2-1
642,FF,98.0,3.1,54.51,5.62,5.0,0,0,1.0,2,1,1.68,1.6,0.15,2.63,0,0,1,2,2,0.0,0.0,0.0,96.2,2469.0,6.0,131.0,0,2-1
652,FF,94.1,3.23,54.53,5.46,7.0,1,0,1.0,2,1,1.31,1.72,-0.64,2.31,0,0,0,1,2,0.0,0.0,0.0,92.3,2436.0,6.0,140.0,0,2-1
675,FF,95.2,3.24,54.31,5.36,11.0,1,0,0.0,2,1,1.25,1.4,-0.93,2.85,0,0,0,1,1,0.0,0.0,0.0,94.1,2312.0,6.2,135.0,0,2-1
695,FF,92.9,3.1,54.53,5.73,1.0,1,0,1.0,2,1,1.4,0.94,-0.43,3.29,0,0,0,1,7,0.0,0.0,0.0,91.4,2234.0,6.0,120.0,2,2-1
736,FF,93.5,3.08,54.41,5.76,13.0,1,0,0.0,2,1,1.23,1.27,-1.08,2.17,0,0,0,0,4,0.0,0.0,0.0,92.7,2328.0,6.1,133.0,0,2-1
745,SL,78.7,3.28,54.79,5.56,5.0,1,0,1.0,2,1,-0.81,-0.27,0.15,2.68,0,0,0,2,3,0.0,0.0,0.0,77.0,2386.0,5.7,300.0,0,2-1
767,SL,78.9,3.25,54.97,5.43,14.0,1,0,0.0,2,1,-1.19,-0.23,1.05,1.09,0,0,0,1,2,0.0,0.0,0.0,77.6,2240.0,5.5,289.0,0,2-1
804,SL,77.5,3.08,54.88,5.43,6.0,1,0,1.0,2,1,-1.27,-0.23,0.73,2.31,0,0,1,1,3,0.0,0.0,0.0,76.7,2065.0,5.6,287.0,-3,2-1
828,SL,80.4,3.08,54.75,5.39,11.0,1,0,1.0,2,1,-1.33,-0.08,-1.14,2.58,1,1,1,0,2,0.0,0.0,0.0,79.2,2339.0,5.8,280.0,-1,2-1
836,FF,95.0,3.2,54.26,5.2,11.0,1,0,0.0,2,1,1.41,0.97,-1.21,2.87,0,1,1,0,2,0.0,0.0,0.0,94.5,2279.0,6.2,121.0,0,2-1
880,CH,87.6,3.2,54.45,5.22,12.0,1,0,0.0,2,1,1.61,0.68,1.18,3.98,0,0,0,2,6,0.0,0.0,0.0,87.0,2083.0,6.0,108.0,-2,2-1
899,FF,96.8,3.06,54.68,5.41,4.0,1,0,1.0,2,1,1.41,0.81,-0.49,2.15,1,0,0,2,5,0.0,0.0,0.0,95.4,2478.0,5.8,116.0,-3,2-1
904,FF,95.7,3.09,54.51,5.55,2.0,1,0,1.0,2,1,1.24,1.19,0.24,3.86,0,1,0,1,5,0.0,0.0,0.0,95.0,2501.0,6.0,131.0,-3,2-1
925,CH,88.5,3.09,54.51,5.18,8.0,1,0,1.0,2,1,1.55,-0.03,0.01,1.69,0,0,1,1,3,0.0,0.0,0.0,87.7,1959.0,6.0,84.0,-3,2-1
959,FF,96.7,3.19,54.22,5.69,13.0,1,0,0.0,2,1,1.0,1.25,-0.9,2.77,0,0,0,2,1,0.0,0.0,0.0,96.4,2486.0,6.3,139.0,0,2-1
964,CH,88.4,3.33,54.62,5.2,6.0,1,0,1.0,2,1,1.4,0.0,0.51,2.13,0,0,0,1,1,0.0,0.0,0.0,87.6,1835.0,5.9,84.0,0,2-1
979,SL,79.4,3.07,54.95,5.46,12.0,1,0,0.0,2,1,-1.02,-0.1,1.41,2.66,0,0,0,2,7,0.0,0.0,0.0,78.3,2339.0,5.6,285.0,0,2-1
1000,SL,81.1,2.99,54.97,5.39,9.0,1,0,1.0,2,1,-0.9,-0.38,0.69,1.93,0,0,1,1,6,0.0,0.0,0.0,79.9,2242.0,5.5,301.0,0,2-1
1013,FF,98.9,3.09,54.39,5.96,12.0,0,0,1.0,2,1,1.27,1.93,0.64,3.29,1,0,0,2,5,232.0,77.1,47.0,97.4,2414.0,6.1,145.0,0,2-1
1029,FF,96.8,2.95,54.39,5.59,11.0,1,0,0.0,2,1,0.88,1.65,-0.1,3.99,0,0,1,2,4,0.0,0.0,0.0,95.9,2320.0,6.1,150.0,0,2-1
1041,FF,95.0,3.21,54.6,5.4,12.0,1,0,0.0,2,1,1.11,1.61,0.24,4.0,0,0,0,0,4,0.0,0.0,0.0,93.7,2335.0,5.9,143.0,0,2-1
1115,SL,81.5,3.39,55.29,5.47,9.0,1,0,1.0,2,1,-1.2,-0.15,0.83,2.23,0,0,1,2,6,0.0,0.0,0.0,79.8,2315.0,5.2,284.0,1,2-1
1121,FF,95.3,3.35,54.16,5.51,12.0,1,0,1.0,2,1,1.08,1.32,0.6,3.53,0,0,1,1,6,0.0,0.0,0.0,94.4,2281.0,6.3,138.0,1,2-1
1144,SL,80.7,3.3,54.77,5.49,6.0,1,0,1.0,2,1,-1.34,-0.48,0.45,2.62,0,0,1,1,5,0.0,0.0,0.0,79.5,2242.0,5.7,296.0,1,2-1
1205,CH,85.1,3.17,54.58,5.13,7.0,1,0,1.0,2,1,1.37,0.03,-0.32,2.01,0,1,0,2,5,0.0,0.0,0.0,84.4,1642.0,5.9,86.0,0,2-1
1226,SL,79.0,2.99,54.98,5.51,14.0,1,0,1.0,2,1,-1.44,-0.58,0.25,1.06,0,0,0,2,4,0.0,0.0,0.0,77.6,2456.0,5.5,297.0,0,2-1
1238,SL,83.5,2.99,55.32,5.46,14.0,1,0,0.0,2,1,-0.61,-0.37,1.61,1.07,1,0,0,2,3,0.0,0.0,0.0,81.9,2650.0,5.2,311.0,0,2-1
1252,SL,80.3,3.08,55.3,5.49,2.0,1,0,0.0,2,1,-0.56,-0.04,-0.02,2.73,0,0,0,0,3,138.0,101.7,6.0,78.7,2592.0,5.2,289.0,0,2-1
1281,SL,81.5,3.12,55.13,5.39,13.0,0,0,0.0,2,1,-1.01,-0.78,-1.24,0.95,1,0,1,0,1,0.0,0.0,0.0,79.7,2638.0,5.4,313.0,0,2-1
1312,FF,91.8,3.01,54.34,5.33,4.0,1,0,1.0,2,1,1.12,1.2,-0.43,2.3,0,0,1,1,6,0.0,0.0,0.0,91.2,2258.0,6.2,134.0,4,2-1
1328,FF,94.5,2.89,54.52,5.85,13.0,0,0,1.0,2,1,0.94,1.26,-0.86,2.23,0,0,0,0,6,0.0,0.0,0.0,93.5,2334.0,6.0,140.0,4,2-1
1342,FF,89.6,3.11,54.48,5.48,6.0,1,0,1.0,2,1,1.49,0.76,0.77,2.56,0,0,0,0,5,0.0,0.0,0.0,89.1,2262.0,6.0,113.0,4,2-1
1352,SL,81.8,3.01,55.19,5.48,6.0,1,0,1.0,2,1,-0.69,0.29,0.54,2.21,0,0,0,2,4,0.0,0.0,0.0,80.1,2247.0,5.3,259.0,4,2-1
1375,FF,89.9,2.99,54.49,5.59,5.0,1,0,1.0,2,1,1.38,1.03,0.2,2.66,0,0,0,0,3,0.0,0.0,0.0,89.4,2427.0,6.0,123.0,2,2-1
1405,FF,94.7,3.11,54.58,5.57,6.0,1,0,1.0,2,1,1.44,1.29,0.42,2.23,0,0,0,0,1,175.0,74.0,68.0,93.9,2379.0,5.9,129.0,0,2-1
1414,SL,78.0,3.09,55.36,5.55,12.0,1,0,0.0,2,1,-0.89,-0.33,2.11,3.47,0,0,1,2,6,0.0,0.0,0.0,76.0,2300.0,5.1,300.0,6,2-1
1429,FF,92.2,3.01,54.69,5.73,3.0,1,0,0.0,2,1,1.34,1.25,0.32,3.65,0,0,0,0,6,0.0,0.0,0.0,91.0,2300.0,5.8,130.0,6,2-1
1435,FF,92.8,2.94,54.48,5.59,12.0,1,0,1.0,2,1,1.11,0.87,0.03,3.55,1,1,0,2,5,200.0,72.4,49.0,92.0,2383.0,6.0,124.0,6,2-1
1446,SL,79.3,3.04,55.3,5.66,5.0,1,0,1.0,2,1,-1.09,-0.17,-0.22,1.96,0,0,0,1,5,0.0,0.0,0.0,77.5,2501.0,5.2,287.0,6,2-1
1455,CH,86.2,3.21,54.55,5.35,6.0,1,0,0.0,2,1,1.89,0.84,0.42,2.73,0,0,0,2,4,2.0,54.7,-57.0,85.3,2099.0,5.9,110.0,6,2-1
1466,SL,79.0,3.11,55.1,5.52,3.0,1,0,1.0,2,1,-0.8,-0.11,0.44,3.0,0,0,0,0,4,99.0,64.6,13.0,77.6,2361.0,5.4,288.0,6,2-1
1550,FF,90.8,3.1,54.98,5.51,3.0,1,0,1.0,2,1,1.44,1.06,0.55,3.05,0,0,0,0,7,0.0,0.0,0.0,89.1,2348.0,5.5,123.0,1,2-1
1604,FF,94.4,3.24,54.73,5.46,2.0,0,0,1.0,2,1,1.36,1.2,-0.17,2.35,0,0,0,1,3,0.0,0.0,0.0,93.1,2409.0,5.8,129.0,0,2-1
1635,FF,96.6,3.22,54.7,5.43,12.0,0,0,1.0,2,1,1.4,0.97,0.5,3.01,0,0,0,0,1,0.0,0.0,0.0,95.5,2449.0,5.8,121.0,0,2-1
1656,FF,99.0,2.85,54.17,5.45,13.0,0,0,0.0,2,1,1.51,1.18,-1.25,1.96,0,0,0,2,1,0.0,0.0,0.0,98.2,2625.0,6.3,125.0,0,2-1
1683,CH,87.3,3.43,54.32,5.31,13.0,1,0,0.0,2,1,1.15,0.58,-0.94,2.16,0,0,0,1,6,0.0,0.0,0.0,86.5,1808.0,6.2,111.0,-3,2-1
1736,FF,95.7,3.37,54.4,5.59,2.0,0,0,0.0,2,1,1.21,1.4,-0.04,3.05,0,0,0,1,3,125.0,97.2,6.0,94.5,2358.0,6.1,136.0,1,2-1
1753,FF,96.6,3.33,54.37,5.49,2.0,1,0,1.0,2,1,0.97,0.86,-0.16,3.2,1,0,0,1,2,0.0,0.0,0.0,96.0,2315.0,6.1,128.0,0,2-1
1781,CH,86.1,3.16,54.74,5.29,6.0,1,0,1.0,2,1,1.44,0.6,0.57,2.36,0,0,1,2,7,0.0,0.0,0.0,84.7,1751.0,5.8,107.0,5,2-1
1796,SL,81.7,2.98,55.12,5.58,3.0,1,0,1.0,2,1,-1.24,-0.36,0.71,2.92,1,1,0,2,6,0.0,0.0,0.0,79.8,2477.0,5.4,294.0,5,2-1
1856,SL,79.2,3.2,55.54,5.6,6.0,1,0,1.0,2,1,-0.75,-0.63,0.32,2.45,0,0,0,0,3,0.0,0.0,0.0,77.5,2474.0,5.0,316.0,4,2-1
1913,SL,82.8,2.97,55.14,5.53,13.0,1,0,1.0,2,1,-1.01,-0.47,-0.95,1.27,0,0,1,2,6,0.0,0.0,0.0,81.1,2428.0,5.4,301.0,1,2-1
1950,SL,77.8,2.98,55.38,5.55,2.0,1,0,1.0,2,1,-0.65,-0.21,0.19,2.92,0,0,0,2,4,0.0,0.0,0.0,75.9,2129.0,5.1,301.0,1,2-1
1954,FF,95.3,3.09,54.53,5.49,4.0,1,0,0.0,2,1,1.16,0.81,-0.61,2.89,0,0,0,1,4,7.0,77.0,-21.0,94.4,2238.0,6.0,121.0,1,2-1
2000,SL,76.6,3.21,55.62,5.57,5.0,1,0,1.0,2,1,-0.52,-0.28,0.27,1.81,0,0,0,0,1,0.0,0.0,0.0,74.6,2071.0,4.9,311.0,0,2-1
2013,FF,95.2,3.12,54.52,5.45,14.0,1,0,0.0,2,1,1.09,0.74,0.56,1.53,0,0,0,1,9,0.0,0.0,0.0,94.5,2366.0,5.9,120.0,7,2-1
2046,FF,90.9,3.06,54.54,5.73,2.0,0,0,0.0,2,1,1.07,0.8,-0.15,2.93,0,0,0,0,6,114.0,102.7,6.0,90.0,2332.0,5.9,122.0,7,2-1
2080,FF,95.5,2.86,54.52,5.6,11.0,1,0,0.0,2,1,0.95,0.62,-0.19,3.9,0,1,0,2,3,0.0,0.0,0.0,94.9,2314.0,6.0,118.0,0,2-1
2122,SL,79.3,3.21,54.88,5.51,5.0,1,0,0.0,2,1,-0.65,0.13,-0.09,2.21,0,0,1,1,8,206.0,92.3,14.0,78.1,2314.0,5.6,272.0,0,2-1
2177,CH,87.2,3.29,54.21,5.24,12.0,1,0,0.0,2,1,2.0,0.63,1.12,3.34,0,0,0,1,4,298.0,82.9,36.0,87.3,2055.0,6.3,104.0,0,2-1
2220,SI,97.0,3.31,54.48,5.51,6.0,0,0,1.0,2,1,1.73,0.92,0.36,2.75,0,0,0,0,1,0.0,0.0,0.0,96.3,2291.0,6.0,115.0,0,2-1
2237,SI,96.5,3.18,54.88,5.44,12.0,1,0,0.0,2,1,1.48,0.46,2.17,2.79,0,1,0,2,6,0.0,0.0,0.0,95.3,2128.0,5.6,103.0,0,2-1
2250,CH,87.3,3.26,54.76,5.48,3.0,1,0,0.0,2,1,1.62,0.71,0.29,2.86,0,0,0,0,6,172.0,100.1,64.0,86.3,2087.0,5.7,110.0,1,2-1
2353,SI,94.6,3.34,54.81,5.42,12.0,1,0,1.0,2,1,1.89,0.63,0.92,2.7,0,0,0,1,5,217.0,75.7,40.0,93.4,2208.0,5.7,105.0,0,2-1
2362,CH,86.6,3.36,54.85,5.25,7.0,1,0,0.0,2,1,1.7,0.54,-0.62,1.41,1,0,0,2,4,0.0,0.0,0.0,84.8,2192.0,5.7,103.0,0,2-1
2371,SL,76.2,3.34,55.43,5.45,7.0,1,0,0.0,2,1,-0.99,-0.48,-0.81,2.0,0,0,0,1,4,0.0,0.0,0.0,74.0,2262.0,5.1,305.0,0,2-1
2384,SL,80.2,3.29,55.62,5.41,5.0,1,0,1.0,2,1,-1.76,-0.44,-0.2,2.45,0,0,0,0,3,0.0,0.0,0.0,77.8,2620.0,4.9,289.0,0,2-1
2394,FF,92.7,3.14,54.79,5.51,4.0,1,0,1.0,2,1,1.31,0.79,-0.36,2.41,0,0,0,2,2,147.0,82.9,76.0,91.1,2359.0,5.7,117.0,-1,2-1
2410,CH,87.3,3.39,54.74,5.33,8.0,1,0,1.0,2,1,1.41,0.54,0.14,1.5,1,1,0,2,1,0.0,0.0,0.0,85.9,2139.0,5.8,106.0,-1,2-1
2424,SI,93.2,3.59,54.71,5.36,6.0,0,0,0.0,2,1,2.16,0.56,0.78,2.77,1,1,0,2,1,202.0,72.5,23.0,92.0,2149.0,5.8,101.0,2,2-1
2435,SL,81.0,3.33,55.53,5.52,13.0,1,0,0.0,2,1,-0.94,-0.23,-0.17,0.88,0,1,0,1,1,0.0,0.0,0.0,78.6,2346.0,5.0,293.0,2,2-1
2490,FF,94.3,3.48,54.61,5.27,6.0,1,0,1.0,2,1,1.11,0.98,0.5,2.84,0,0,0,0,3,0.0,0.0,0.0,93.6,2327.0,5.9,128.0,4,2-1
2514,FF,95.9,3.17,54.5,5.42,11.0,1,0,0.0,2,1,0.65,1.72,-0.7,4.26,0,0,1,2,2,0.0,0.0,0.0,94.9,2381.0,6.0,158.0,4,2-1
2532,CH,84.7,3.25,54.52,5.17,4.0,1,0,0.0,2,1,1.35,0.6,-0.65,1.94,0,0,0,0,2,0.0,0.0,0.0,83.9,2045.0,6.0,109.0,4,2-1
2537,FF,96.8,3.01,54.17,5.49,13.0,1,0,1.0,2,1,0.67,1.3,-1.02,2.33,0,1,1,2,1,0.0,0.0,0.0,97.0,2228.0,6.3,151.0,0,2-1
2546,FF,98.1,3.07,54.21,5.25,11.0,1,0,0.0,2,1,0.86,1.14,-1.15,2.91,0,0,1,1,1,0.0,0.0,0.0,98.0,2300.0,6.3,140.0,0,2-1
2568,SL,76.5,3.26,55.4,5.67,13.0,1,0,1.0,2,1,-0.94,-0.11,-1.12,2.27,0,0,0,1,7,0.0,0.0,0.0,74.3,2198.0,5.1,287.0,-2,2-1
2643,CH,87.6,3.47,54.94,5.42,14.0,1,0,1.0,2,1,1.74,0.44,0.17,1.01,0,0,0,2,1,0.0,0.0,0.0,86.1,2058.0,5.6,100.0,0,2-1
2688,CH,89.6,3.36,54.89,5.63,11.0,1,0,0.0,2,1,1.04,1.2,-1.12,2.8,0,0,0,0,6,0.0,0.0,0.0,88.1,2245.0,5.6,135.0,1,2-1
2694,FF,95.4,3.36,54.85,5.43,12.0,1,0,0.0,2,1,1.04,0.97,0.18,3.8,1,0,0,2,5,0.0,0.0,0.0,93.5,2345.0,5.6,129.0,1,2-1
2705,CH,87.0,3.32,54.45,5.02,14.0,1,0,1.0,2,1,1.65,0.2,1.07,1.4,0,0,1,1,5,0.0,0.0,0.0,86.4,2111.0,6.0,92.0,2,2-1
2712,SL,75.1,3.35,55.46,5.41,14.0,1,0,0.0,2,1,-0.77,-0.4,1.37,2.33,0,0,0,1,5,0.0,0.0,0.0,73.3,2063.0,5.0,308.0,2,2-1
2771,CH,84.8,2.79,53.68,5.44,2.0,1,0,1.0,2,1,1.4,0.53,-0.13,3.26,0,0,0,1,7,9.0,74.4,-21.0,85.4,1909.0,6.8,106.0,3,2-1
2803,CH,84.2,2.89,53.85,5.52,12.0,1,0,0.0,2,1,1.34,0.2,2.05,3.43,0,0,0,2,5,0.0,0.0,0.0,84.9,1905.0,6.6,92.0,1,2-1
2833,FF,93.5,2.76,53.21,5.67,4.0,1,0,1.0,2,1,1.05,1.19,-0.65,2.95,0,0,0,1,3,0.0,0.0,0.0,94.5,2257.0,7.3,135.0,-1,2-1
2838,FF,95.9,2.73,53.92,5.66,13.0,0,0,1.0,2,1,1.16,1.11,-1.05,2.25,0,0,0,0,3,0.0,0.0,0.0,96.2,2265.0,6.6,131.0,-1,2-1
2858,CH,84.1,2.99,53.98,5.41,6.0,1,0,1.0,2,1,1.54,0.47,0.74,2.56,0,0,0,0,2,0.0,0.0,0.0,84.3,1929.0,6.5,102.0,0,2-1
2927,CH,86.9,3.32,54.78,5.23,13.0,1,0,0.0,2,1,1.6,0.94,-1.03,1.69,0,0,0,2,4,0.0,0.0,0.0,85.3,2073.0,5.7,116.0,3,2-1
2948,FF,93.6,3.36,54.71,5.32,5.0,1,0,1.0,2,1,1.41,1.15,0.05,2.47,0,0,0,1,3,0.0,0.0,0.0,92.3,2396.0,5.8,126.0,3,2-1
2997,CH,88.1,3.33,54.21,5.15,12.0,1,0,0.0,2,1,1.68,0.6,1.24,2.99,0,0,1,0,8,0.0,0.0,0.0,87.6,2017.0,6.3,105.0,3,2-1
3009,SL,82.0,3.21,54.87,5.5,14.0,1,0,0.0,2,1,-0.54,-0.1,1.26,2.6,0,0,1,2,7,0.0,0.0,0.0,80.7,2398.0,5.6,297.0,1,2-1
3032,SI,94.8,3.17,54.53,5.42,6.0,1,0,0.0,2,1,1.56,0.61,0.45,2.41,0,0,0,0,6,4.0,60.1,-31.0,93.9,2194.0,6.0,108.0,1,2-1
3037,CH,86.2,3.26,53.9,5.1,13.0,1,0,0.0,2,1,1.56,0.81,-0.09,1.1,0,1,0,2,5,0.0,0.0,0.0,86.1,2037.0,6.6,113.0,1,2-1
3047,SI,96.1,3.3,54.57,5.32,12.0,0,0,1.0,2,1,1.51,0.75,1.31,2.83,0,0,0,1,5,203.0,57.0,21.0,95.0,2289.0,5.9,113.0,2,2-1
3087,CH,88.9,3.4,54.52,5.28,14.0,1,0,1.0,2,1,1.61,0.77,0.6,1.18,0,0,0,2,1,0.0,0.0,0.0,88.2,2242.0,6.0,111.0,0,2-1
3122,CH,86.2,3.28,53.89,5.19,8.0,1,0,0.0,2,1,1.8,0.54,0.19,2.23,0,0,0,1,7,77.0,105.6,3.0,86.0,1802.0,6.6,102.0,-1,2-1
3185,SL,78.0,3.04,55.19,5.45,9.0,1,0,1.0,2,1,-1.26,-0.26,0.56,2.29,0,0,0,2,2,0.0,0.0,0.0,76.5,2168.0,5.3,289.0,0,2-1
3195,FF,93.1,3.21,54.52,5.54,5.0,1,0,1.0,2,1,1.43,1.32,-0.24,2.49,0,0,0,0,2,0.0,0.0,0.0,92.1,2306.0,6.0,130.0,0,2-1
3334,SL,77.9,3.25,55.04,5.39,6.0,1,0,1.0,2,1,-1.19,0.1,0.44,2.82,0,0,0,0,6,0.0,0.0,0.0,76.4,2467.0,5.5,274.0,0,2-1
3355,SI,94.7,3.28,54.53,5.23,12.0,0,0,0.0,2,1,1.89,0.47,1.14,2.92,0,0,1,1,4,68.0,50.6,10.0,93.5,2285.0,6.0,100.0,0,2-1
3361,CH,87.2,3.32,54.47,5.05,13.0,1,0,0.0,2,1,1.38,0.4,-0.64,1.26,0,0,0,1,4,0.0,0.0,0.0,86.7,2128.0,6.0,101.0,0,2-1
3371,SL,81.4,3.0,54.93,5.5,14.0,1,0,0.0,2,1,-1.26,-0.22,1.45,2.1,1,0,1,2,3,0.0,0.0,0.0,80.1,2467.0,5.6,287.0,0,2-1
3380,FF,93.6,3.26,54.2,5.31,13.0,1,0,0.0,2,1,1.56,1.15,-0.73,1.92,0,0,1,1,3,0.0,0.0,0.0,93.5,2117.0,6.3,124.0,1,2-1
3394,CH,85.5,3.28,54.45,5.17,6.0,1,0,1.0,2,1,1.75,0.75,0.8,2.59,0,0,1,2,2,0.0,0.0,0.0,84.1,2025.0,6.0,108.0,0,2-1
3402,CH,88.3,3.38,54.3,5.18,6.0,1,0,0.0,2,1,1.78,0.79,0.46,2.53,0,0,0,1,2,319.0,95.7,42.0,88.5,2143.0,6.2,111.0,0,2-1
3423,FF,94.7,3.11,53.64,5.54,13.0,1,0,0.0,2,1,1.41,1.05,-1.29,2.42,0,1,0,2,8,0.0,0.0,0.0,94.6,2176.0,6.9,123.0,0,2-1
