,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
348,CH,89.2,3.24,54.58,4.97,7.0,1,0,1.0,1,0,1.76,0.2,-0.73,1.82,0,0,0,1,3,0.0,0.0,0.0,88.1,2047.0,5.9,92.0,0,1-0
361,CH,89.4,3.25,54.51,4.98,14.0,1,0,1.0,1,0,1.93,0.17,1.36,1.94,0,0,1,0,2,0.0,0.0,0.0,88.6,1954.0,6.0,91.0,0,1-0
407,SI,92.3,3.38,54.56,5.04,6.0,0,0,1.0,1,0,1.2,0.63,0.35,2.73,0,0,0,0,5,0.0,0.0,0.0,91.1,2208.0,5.9,112.0,-1,1-0
418,CH,90.5,3.39,54.08,5.01,13.0,1,0,0.0,1,0,1.54,0.3,-1.17,1.26,0,0,1,1,4,0.0,0.0,0.0,90.0,1914.0,6.4,96.0,-1,1-0
431,SI,92.3,3.62,54.31,5.21,14.0,1,0,0.0,1,0,1.73,0.08,0.73,1.38,0,0,0,0,4,0.0,0.0,0.0,91.6,2142.0,6.2,88.0,1,1-0
457,CH,86.9,3.4,54.39,5.16,3.0,1,0,1.0,1,0,1.55,0.61,0.64,3.33,0,0,0,0,2,0.0,0.0,0.0,85.6,2128.0,6.1,106.0,0,1-0
464,CH,88.0,3.46,54.33,5.0,13.0,1,0,0.0,1,0,1.34,0.56,-0.24,1.45,0,1,1,1,1,0.0,0.0,0.0,87.0,2160.0,6.2,107.0,0,1-0
469,FF,96.6,3.29,54.35,5.28,11.0,1,0,0.0,1,0,1.4,1.1,-0.47,3.49,0,0,1,1,1,0.0,0.0,0.0,95.6,2300.0,6.1,125.0,0,1-0
494,FF,92.6,3.22,54.84,5.31,8.0,0,0,1.0,1,0,1.73,1.13,-0.17,1.61,0,0,1,0,6,0.0,0.0,0.0,90.6,2384.0,5.7,120.0,9,1-0
497,CH,84.2,3.37,54.35,5.04,12.0,1,0,0.0,1,0,1.65,0.42,1.26,3.28,0,0,0,0,6,0.0,0.0,0.0,83.9,2074.0,6.1,99.0,9,1-0
502,SL,77.9,3.45,55.02,5.21,9.0,0,0,1.0,1,0,-1.27,-0.22,0.52,2.09,0,0,1,2,5,0.0,0.0,0.0,76.7,2279.0,5.5,287.0,9,1-0
517,CH,85.4,3.34,54.54,5.13,3.0,1,0,0.0,1,0,1.84,0.55,0.28,2.55,0,0,0,0,5,322.0,86.8,30.0,84.5,2095.0,6.0,103.0,9,1-0
519,CH,89.8,3.15,54.5,5.18,12.0,1,0,0.0,1,0,1.67,0.26,1.16,2.82,0,0,1,2,4,0.0,82.9,-21.0,88.7,2085.0,6.0,94.0,9,1-0
522,SI,93.6,3.38,54.55,5.17,14.0,1,0,0.0,1,0,1.47,0.38,1.9,1.95,0,0,1,1,4,0.0,0.0,0.0,92.8,2183.0,6.0,100.0,9,1-0
537,CH,90.5,3.41,54.54,5.16,5.0,0,0,1.0,1,0,1.71,0.21,0.13,2.35,0,0,1,0,3,0.0,0.0,0.0,89.5,2054.0,6.0,93.0,8,1-0
544,CH,86.0,3.39,54.77,5.08,12.0,1,0,1.0,1,0,1.52,0.78,1.38,2.83,0,0,0,2,2,0.0,0.0,0.0,84.8,2142.0,5.7,112.0,3,1-0
549,CH,86.5,3.41,54.54,5.2,3.0,1,0,0.0,1,0,1.6,0.25,0.74,2.73,0,0,0,0,2,8.0,77.1,-19.0,85.5,2033.0,6.0,94.0,3,1-0
553,SL,81.5,3.0,54.88,5.4,13.0,1,0,1.0,1,0,-1.01,-0.06,-1.06,1.82,1,0,1,2,1,0.0,0.0,0.0,80.3,2404.0,5.6,281.0,0,1-0
562,SI,93.8,3.44,54.39,5.19,14.0,1,0,0.0,1,0,1.55,0.44,1.15,2.19,0,0,0,2,1,24.0,91.0,-3.0,93.4,2147.0,6.1,102.0,0,1-0
572,SI,94.7,3.44,54.28,5.24,14.0,0,0,1.0,1,0,1.63,0.62,1.06,1.94,0,0,0,0,1,0.0,0.0,0.0,94.0,2268.0,6.2,107.0,0,1-0
585,FF,92.2,3.13,54.64,5.51,11.0,1,0,0.0,1,0,1.14,1.75,-0.42,4.16,0,0,0,0,5,0.0,0.0,0.0,90.4,2232.0,5.9,144.0,-3,1-0
611,CH,88.1,3.19,54.58,5.19,3.0,1,0,1.0,1,0,1.35,0.98,0.44,3.36,0,0,0,1,4,0.0,0.0,0.0,87.2,2165.0,5.9,122.0,-2,1-0
620,FF,92.0,3.21,54.41,5.5,7.0,1,0,1.0,1,0,1.45,1.29,-0.58,2.11,0,0,0,1,4,0.0,0.0,0.0,90.4,2397.0,6.1,128.0,-1,1-0
633,SL,82.2,3.33,54.97,5.42,8.0,1,0,0.0,1,0,-1.09,0.09,-0.24,1.86,0,0,0,0,3,36.0,87.4,1.0,80.2,2443.0,5.5,274.0,-1,1-0
647,SI,90.4,3.21,53.91,4.81,7.0,1,0,0.0,1,0,1.28,-0.38,-0.47,1.56,0,0,1,1,2,0.0,0.0,0.0,90.3,2130.0,6.6,68.0,0,1-0
654,SL,80.1,3.26,54.99,5.47,13.0,1,0,0.0,1,0,-0.67,0.45,-0.83,1.34,0,0,0,1,2,0.0,0.0,0.0,78.2,2572.0,5.5,248.0,0,1-0
666,FF,96.3,3.18,54.83,5.36,2.0,1,0,1.0,1,0,1.23,1.05,-0.24,3.33,0,1,1,1,1,0.0,0.0,0.0,94.3,2411.0,5.7,127.0,0,1-0
677,SL,80.1,3.1,55.23,5.45,6.0,1,0,1.0,1,0,-1.56,0.2,0.75,2.55,0,0,0,1,1,0.0,0.0,0.0,78.3,2493.0,5.3,269.0,0,1-0
697,SL,80.3,3.3,54.96,5.59,11.0,1,0,0.0,1,0,-0.9,-0.1,-0.98,3.01,0,0,0,1,7,0.0,0.0,0.0,78.5,2549.0,5.5,288.0,2,1-0
707,FF,91.9,3.44,54.62,5.47,7.0,0,0,1.0,1,0,1.57,0.95,-0.42,1.66,0,0,0,1,6,0.0,0.0,0.0,90.4,2312.0,5.9,117.0,1,1-0
738,SL,81.3,3.08,55.02,5.68,9.0,1,0,1.0,1,0,-1.2,-0.22,0.46,1.46,0,0,0,0,4,0.0,0.0,0.0,79.8,2280.0,5.5,288.0,0,1-0
747,CH,87.4,3.38,54.49,5.25,12.0,1,0,0.0,1,0,1.53,0.68,1.2,3.52,0,0,0,2,3,0.0,0.0,0.0,86.3,2150.0,6.0,109.0,0,1-0
754,SI,92.1,3.41,54.54,5.16,12.0,0,0,1.0,1,0,1.61,0.02,1.24,2.51,0,0,0,1,3,0.0,0.0,0.0,91.2,2204.0,6.0,86.0,0,1-0
781,SL,79.5,3.39,55.33,5.63,13.0,1,0,0.0,1,0,-1.17,-0.65,-0.41,0.29,0,0,0,2,1,0.0,0.0,0.0,77.1,2077.0,5.2,306.0,0,1-0
792,FF,93.2,3.29,54.51,5.26,13.0,1,0,1.0,1,0,1.44,1.0,-0.86,2.39,0,0,1,2,3,0.0,0.0,0.0,92.2,2160.0,6.0,121.0,-6,1-0
822,SI,94.9,3.12,54.32,5.07,5.0,1,0,0.0,1,0,1.42,0.24,-0.04,2.25,0,1,1,1,2,2.0,65.4,-43.0,94.6,2038.0,6.2,96.0,-3,1-0
824,CH,88.7,3.14,54.22,5.04,8.0,1,0,0.0,1,0,1.43,0.39,-0.14,1.75,1,0,1,1,2,191.0,109.9,10.0,88.6,1950.0,6.3,101.0,-2,1-0
830,CH,88.2,3.29,54.23,4.88,13.0,1,0,1.0,1,0,1.68,-0.06,0.0,1.36,1,1,1,0,2,0.0,0.0,0.0,87.9,1913.0,6.3,83.0,-1,1-0
838,SL,81.9,3.16,55.02,5.35,9.0,1,0,1.0,1,0,-0.99,-0.58,0.81,1.78,0,1,1,0,2,0.0,0.0,0.0,80.2,2401.0,5.5,307.0,0,1-0
855,CH,86.4,3.31,54.31,5.13,12.0,1,0,0.0,1,0,1.62,-0.07,1.5,2.62,0,0,0,0,1,0.0,0.0,0.0,85.8,2025.0,6.2,82.0,0,1-0
882,SI,89.6,3.35,54.5,5.16,6.0,1,0,1.0,1,0,1.55,0.17,0.64,2.2,0,0,0,2,6,0.0,0.0,0.0,88.9,1858.0,6.0,91.0,-2,1-0
891,FF,94.0,3.24,54.37,5.41,2.0,0,0,1.0,1,0,1.18,1.17,-0.13,2.77,0,0,0,1,6,0.0,0.0,0.0,93.0,2524.0,6.1,131.0,-1,1-0
901,SL,83.2,3.07,54.95,5.61,5.0,1,0,1.0,1,0,-0.99,0.27,0.03,2.27,1,0,0,2,5,181.0,72.1,24.0,82.3,2526.0,5.6,262.0,-3,1-0
906,SL,79.5,3.2,55.02,5.43,14.0,1,0,0.0,1,0,-1.13,-0.16,1.66,2.53,0,1,0,1,5,0.0,0.0,0.0,78.6,2432.0,5.5,285.0,-3,1-0
922,SL,77.4,3.26,55.43,5.48,6.0,0,0,0.0,1,0,-0.93,-0.15,0.38,2.22,0,0,0,0,4,148.0,70.7,17.0,75.6,2407.0,5.1,289.0,-3,1-0
936,SL,81.7,3.36,55.08,5.36,9.0,0,0,1.0,1,0,-0.95,-0.28,0.59,1.96,0,0,0,2,2,0.0,0.0,0.0,80.3,2489.0,5.4,295.0,-3,1-0
942,SI,90.2,3.21,54.15,5.22,7.0,1,0,1.0,1,0,1.53,0.25,-0.52,1.77,0,1,1,1,2,0.0,0.0,0.0,89.9,2040.0,6.3,94.0,0,1-0
966,FF,93.9,3.28,54.1,5.31,7.0,1,0,1.0,1,0,1.23,0.98,-0.32,2.02,0,0,0,1,1,0.0,0.0,0.0,93.9,2352.0,6.4,125.0,0,1-0
976,SL,81.1,3.13,54.89,5.34,5.0,1,0,1.0,1,0,-1.14,0.54,-0.1,2.46,0,0,1,2,7,126.0,60.9,67.0,79.7,2448.0,5.6,252.0,0,1-0
993,SL,79.5,3.18,54.88,5.39,2.0,0,0,1.0,1,0,-1.04,0.27,0.1,2.59,0,0,0,0,7,0.0,0.0,0.0,78.0,2492.0,5.6,265.0,0,1-0
1002,SL,82.2,3.05,55.29,5.63,12.0,1,0,0.0,1,0,-0.83,0.39,2.24,3.13,0,0,1,1,6,0.0,0.0,0.0,80.3,2352.0,5.2,255.0,0,1-0
1015,SL,81.8,3.07,54.78,5.27,13.0,0,0,0.0,1,0,-0.66,0.34,-1.83,1.72,1,0,0,2,5,0.0,0.0,0.0,80.3,2472.0,5.7,255.0,0,1-0
1025,FF,94.9,3.2,54.79,5.73,6.0,0,0,0.0,1,0,1.2,1.39,0.73,2.39,0,0,0,0,5,178.0,81.1,60.0,93.4,2238.0,5.7,137.0,1,1-0
1031,CH,87.6,3.21,54.05,5.09,6.0,1,0,1.0,1,0,1.21,0.74,0.66,2.52,0,0,1,2,4,0.0,0.0,0.0,87.6,2097.0,6.5,116.0,0,1-0
1034,SL,79.3,3.18,55.17,5.62,4.0,1,0,1.0,1,0,-1.08,0.17,-0.42,2.28,0,0,0,2,4,0.0,0.0,0.0,77.5,2239.0,5.3,270.0,0,1-0
1043,SL,79.7,3.21,55.27,5.55,5.0,1,0,1.0,1,0,-1.43,0.08,-0.12,2.4,0,0,0,0,4,0.0,0.0,0.0,77.7,2486.0,5.2,274.0,0,1-0
1097,CH,84.6,3.34,54.46,5.26,8.0,1,0,1.0,1,0,1.38,0.3,-0.09,1.95,0,0,0,0,8,0.0,0.0,0.0,83.7,1942.0,6.0,96.0,1,1-0
1109,SI,92.1,3.28,54.2,5.4,14.0,0,0,0.0,1,0,1.64,0.24,0.37,1.08,0,0,0,0,7,0.0,0.0,0.0,91.3,2208.0,6.3,94.0,1,1-0
1117,SL,80.5,3.48,55.2,5.47,12.0,1,0,0.0,1,0,-0.97,0.0,2.48,3.0,0,0,1,2,6,0.0,0.0,0.0,79.0,2323.0,5.3,280.0,1,1-0
1153,SL,78.1,3.41,55.0,5.54,5.0,1,0,1.0,1,0,-1.15,-0.23,0.26,2.32,0,0,0,0,5,0.0,0.0,0.0,76.8,2378.0,5.5,289.0,1,1-0
1164,SI,95.1,3.47,54.05,5.28,12.0,0,0,0.0,1,0,1.52,0.55,1.08,3.15,0,0,0,2,3,146.0,51.6,37.0,95.1,2211.0,6.5,106.0,0,1-0
1184,SL,79.3,3.4,55.01,5.5,6.0,1,0,1.0,1,0,-1.02,-0.45,0.79,2.47,0,0,0,1,2,0.0,0.0,0.0,78.0,2311.0,5.5,301.0,0,1-0
1186,SL,77.9,3.45,55.02,5.52,8.0,0,0,0.0,1,0,-1.14,-0.23,-0.04,2.01,0,0,0,0,2,315.0,95.6,44.0,76.6,2304.0,5.5,289.0,0,1-0
1198,FF,95.6,3.43,54.41,5.33,1.0,1,0,1.0,1,0,1.25,0.72,-0.33,3.46,0,0,0,0,1,150.0,72.5,72.0,95.0,2402.0,6.1,116.0,0,1-0
1209,SI,90.9,3.29,54.86,5.32,9.0,1,0,0.0,1,0,1.64,0.72,0.31,1.69,0,0,0,2,5,352.0,97.7,23.0,89.5,2265.0,5.6,110.0,0,1-0
1221,SL,76.1,3.04,55.56,5.53,9.0,1,0,1.0,1,0,-1.04,-0.42,0.51,1.95,0,0,0,0,5,0.0,0.0,0.0,74.1,2481.0,4.9,300.0,0,1-0
1228,SL,78.2,3.11,55.25,5.53,12.0,1,0,0.0,1,0,-0.92,-0.01,1.98,3.2,0,0,0,2,4,0.0,0.0,0.0,76.8,2303.0,5.2,281.0,0,1-0
1235,SL,76.9,2.99,55.46,5.57,5.0,1,0,1.0,1,0,-1.27,-0.36,0.08,2.4,0,0,0,0,4,0.0,0.0,0.0,74.9,2303.0,5.0,293.0,0,1-0
1240,FF,96.1,3.1,54.65,5.33,9.0,1,0,1.0,1,0,1.29,0.93,0.36,1.77,1,0,0,2,3,0.0,0.0,0.0,95.0,2485.0,5.8,122.0,0,1-0
1254,SI,92.0,3.31,54.72,5.35,12.0,1,0,0.0,1,0,1.57,0.47,1.08,2.59,0,0,0,0,3,0.0,0.0,0.0,91.1,2192.0,5.8,102.0,0,1-0
1256,FF,97.3,2.95,54.62,5.51,3.0,0,0,0.0,1,0,1.36,1.38,0.42,2.74,0,0,0,2,2,297.0,88.2,42.0,96.0,2586.0,5.9,133.0,-5,1-0
1268,SL,78.4,3.09,55.24,5.51,12.0,1,0,0.0,1,0,-1.16,-0.33,1.28,2.46,0,0,0,0,2,0.0,0.0,0.0,76.9,2565.0,5.3,293.0,-3,1-0
1289,FF,93.0,2.98,54.58,5.56,11.0,1,0,1.0,1,0,1.2,1.1,-0.84,2.54,0,0,1,0,1,0.0,0.0,0.0,92.1,2325.0,5.9,129.0,0,1-0
1306,FF,91.3,3.14,54.63,5.5,2.0,1,0,1.0,1,0,1.64,1.03,0.24,3.36,0,0,0,0,7,0.0,0.0,0.0,90.2,2341.0,5.9,119.0,4,1-0
1314,CH,87.3,3.18,54.38,5.15,14.0,1,0,0.0,1,0,1.39,0.83,1.38,2.43,0,0,1,1,6,0.0,0.0,0.0,87.0,1898.0,6.1,117.0,4,1-0
1320,CH,86.8,3.11,54.26,5.18,7.0,1,0,1.0,1,0,1.62,0.73,-0.54,1.58,0,0,1,0,6,0.0,0.0,0.0,86.2,2175.0,6.2,110.0,4,1-0
1330,SL,77.9,3.16,55.41,5.44,5.0,0,0,1.0,1,0,-1.05,-0.04,0.26,2.36,0,0,0,0,6,0.0,0.0,0.0,76.1,2327.0,5.1,281.0,4,1-0
1338,SI,92.7,3.15,54.13,5.21,5.0,1,0,0.0,1,0,1.62,0.43,-0.01,2.65,0,0,0,1,5,344.0,94.2,26.0,92.6,2194.0,6.4,101.0,4,1-0
1344,CH,83.2,3.22,54.55,5.1,3.0,1,0,1.0,1,0,1.36,0.25,0.4,2.96,0,0,0,0,5,0.0,0.0,0.0,82.7,1721.0,5.9,94.0,4,1-0
1347,SL,79.1,3.11,55.09,5.32,3.0,1,0,1.0,1,0,-0.51,-0.06,0.79,2.87,0,1,0,2,4,0.0,0.0,0.0,77.9,2244.0,5.4,293.0,4,1-0
1354,SI,92.1,3.2,54.6,5.12,12.0,1,0,0.0,1,0,1.46,0.59,1.32,3.14,0,0,0,2,4,0.0,0.0,0.0,91.4,2130.0,5.9,108.0,4,1-0
1360,FF,93.0,3.21,54.31,5.27,5.0,1,0,0.0,1,0,1.55,0.77,0.25,2.43,0,0,0,0,4,32.0,103.3,-3.0,92.6,2295.0,6.2,113.0,4,1-0
1377,SL,76.9,3.15,55.57,5.48,6.0,1,0,1.0,1,0,-0.64,0.38,0.44,3.06,0,0,0,0,3,0.0,0.0,0.0,75.1,2461.0,4.9,252.0,2,1-0
1379,SI,94.1,3.28,54.45,5.11,5.0,1,0,0.0,1,0,1.67,0.51,0.27,2.48,0,1,1,2,2,8.0,68.3,-17.0,93.4,2293.0,6.1,103.0,1,1-0
1383,SL,77.9,3.08,55.23,5.33,12.0,1,0,0.0,1,0,-0.96,0.22,1.1,3.02,0,0,1,2,2,0.0,0.0,0.0,76.9,2308.0,5.3,266.0,1,1-0
1389,CH,84.1,3.3,54.56,5.12,6.0,1,0,1.0,1,0,1.49,0.67,0.58,2.61,0,0,0,2,2,0.0,0.0,0.0,83.3,1948.0,5.9,109.0,1,1-0
1402,FF,91.9,3.18,54.57,5.42,12.0,0,0,0.0,1,0,1.49,0.99,0.86,2.6,0,0,0,1,1,261.0,95.2,53.0,91.1,2301.0,5.9,120.0,0,1-0
1407,FF,92.5,3.08,54.41,5.26,13.0,1,0,0.0,1,0,1.28,1.09,-0.49,1.0,0,0,0,0,1,0.0,0.0,0.0,91.7,2557.0,6.1,127.0,0,1-0
1424,SL,79.4,3.18,55.31,5.59,8.0,1,0,1.0,1,0,-1.12,-0.62,-0.16,1.79,0,0,1,0,6,0.0,0.0,0.0,77.4,2556.0,5.2,305.0,6,1-0
1431,SL,80.6,3.14,55.33,5.59,8.0,1,0,1.0,1,0,-0.76,-0.51,-0.1,2.21,0,0,0,0,6,0.0,0.0,0.0,78.8,2545.0,5.2,311.0,6,1-0
1437,CH,86.7,3.06,54.48,5.35,11.0,1,0,0.0,1,0,1.33,0.48,-1.12,2.72,1,1,0,2,5,0.0,0.0,0.0,86.1,1762.0,6.0,104.0,6,1-0
1440,SI,91.1,3.1,54.02,5.36,12.0,1,0,0.0,1,0,1.44,0.72,1.64,2.72,0,0,1,2,5,0.0,0.0,0.0,91.1,2241.0,6.5,112.0,6,1-0
1448,CH,84.1,3.09,54.52,5.39,11.0,1,0,0.0,1,0,1.31,0.96,-1.17,2.78,0,0,0,1,5,0.0,0.0,0.0,83.0,1728.0,6.0,121.0,6,1-0
1457,CH,87.2,3.04,54.62,5.37,5.0,1,0,1.0,1,0,1.46,0.64,-0.26,2.38,0,0,0,2,4,0.0,0.0,0.0,86.4,1720.0,5.9,109.0,6,1-0
1468,SI,90.9,3.15,54.51,5.39,8.0,1,0,1.0,1,0,1.82,-0.03,0.2,1.78,0,0,0,0,4,0.0,0.0,0.0,90.3,2157.0,6.0,85.0,6,1-0
1519,SI,91.1,3.05,54.64,5.41,14.0,1,0,1.0,1,0,1.5,0.71,0.9,1.94,0,0,0,0,1,0.0,0.0,0.0,89.8,2254.0,5.9,110.0,5,1-0
1523,SL,77.9,3.22,55.27,5.4,6.0,1,0,1.0,1,0,-1.17,-0.22,0.62,2.6,0,0,1,1,8,0.0,0.0,0.0,76.4,2486.0,5.2,289.0,1,1-0
1527,FF,96.0,3.09,54.61,5.41,3.0,0,0,1.0,1,0,1.44,1.07,0.44,2.92,0,0,0,1,8,187.0,70.9,58.0,94.9,2460.0,5.9,123.0,1,1-0
1544,SL,77.9,3.05,55.48,5.52,9.0,1,0,1.0,1,0,-1.31,-0.1,0.57,1.62,0,0,1,0,7,0.0,0.0,0.0,76.2,2466.0,5.0,281.0,1,1-0
1552,SL,77.2,3.04,55.22,5.66,5.0,1,0,1.0,1,0,-1.37,-0.16,-0.04,2.2,0,0,0,0,7,0.0,0.0,0.0,75.6,2407.0,5.3,284.0,1,1-0
1573,CH,83.1,3.08,54.83,5.25,5.0,1,0,1.0,1,0,1.54,0.46,-0.24,2.28,0,0,0,1,5,241.0,85.4,22.0,81.8,1970.0,5.7,102.0,1,1-0
1578,SL,75.7,3.07,55.48,5.54,5.0,1,0,1.0,1,0,-0.61,0.22,0.05,2.87,0,0,0,0,5,0.0,0.0,0.0,73.6,2360.0,5.0,269.0,1,1-0
1584,CH,87.7,3.29,54.64,5.32,7.0,1,0,0.0,1,0,1.7,0.75,-0.3,1.46,0,0,0,2,4,0.0,82.9,-21.0,86.5,2117.0,5.9,110.0,1,1-0
1588,SL,77.4,3.24,55.06,5.39,7.0,1,0,1.0,1,0,-0.88,-0.26,-0.58,1.72,0,0,0,1,4,0.0,0.0,0.0,75.9,2347.0,5.4,297.0,1,1-0
1608,SI,90.0,3.05,54.64,5.28,4.0,1,0,0.0,1,0,1.68,0.59,-0.43,1.93,0,0,0,0,3,52.0,97.3,1.0,88.9,2243.0,5.9,106.0,0,1-0
1618,CH,84.9,3.25,55.15,5.25,12.0,1,0,0.0,1,0,1.39,0.29,1.14,3.23,0,0,0,0,2,0.0,0.0,0.0,83.5,2018.0,5.3,96.0,0,1-0
1623,SL,79.7,2.94,55.22,5.45,6.0,1,0,1.0,1,0,-0.86,-0.34,0.59,2.49,0,0,1,2,1,0.0,0.0,0.0,78.5,2610.0,5.3,300.0,0,1-0
1637,FF,94.7,3.06,54.74,5.47,4.0,0,0,1.0,1,0,1.46,0.98,-0.71,2.03,0,0,0,0,1,0.0,0.0,0.0,93.4,2421.0,5.8,120.0,0,1-0
1658,FF,99.8,2.95,54.43,5.47,8.0,0,0,0.0,1,0,1.72,1.38,0.01,1.67,0,0,0,2,1,0.0,0.0,0.0,98.3,2555.0,6.1,126.0,0,1-0
1665,FF,96.9,3.05,54.28,5.3,14.0,0,0,1.0,1,0,2.02,1.03,0.98,2.19,0,0,0,0,1,0.0,0.0,0.0,96.0,2575.0,6.2,114.0,0,1-0
1718,SL,77.2,3.46,55.31,5.43,6.0,0,0,1.0,1,0,-1.22,-0.04,0.38,2.21,0,0,0,1,4,0.0,0.0,0.0,75.4,2465.0,5.2,281.0,1,1-0
1734,SL,80.0,3.35,55.25,5.57,13.0,1,0,0.0,1,0,-1.31,-0.47,-0.52,1.57,0,0,1,1,3,0.0,0.0,0.0,77.7,2347.0,5.2,296.0,1,1-0
1738,FF,95.5,3.41,54.38,5.71,1.0,0,0,1.0,1,0,0.93,1.15,-0.75,3.05,0,0,0,1,3,0.0,0.0,0.0,94.4,2304.0,6.1,138.0,1,1-0
