,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
700,SL,81.6,3.06,54.82,5.63,13.0,1,0,1.0,1,2,-0.87,0.05,-0.7,0.41,0,0,0,2,6,0.0,0.0,0.0,79.7,2366.0,5.7,279.0,1,1-2
705,SL,81.9,3.24,55.0,5.67,14.0,0,0,0.0,1,2,-0.5,0.06,1.12,0.96,0,0,0,1,6,0.0,0.0,0.0,80.0,2601.0,5.5,284.0,1,1-2
722,FF,93.6,3.34,54.57,5.43,11.0,1,0,0.0,1,2,1.13,1.0,-1.01,3.7,0,0,0,0,5,0.0,0.0,0.0,92.2,2400.0,5.9,127.0,0,1-2
727,FF,94.9,3.03,54.02,5.69,11.0,1,0,0.0,1,2,1.37,0.82,-0.94,2.66,0,0,0,2,4,0.0,0.0,0.0,95.0,2328.0,6.5,117.0,0,1-2
751,SL,80.6,3.19,55.11,5.54,12.0,0,0,0.0,1,2,-0.82,0.05,2.41,3.12,0,0,0,1,3,0.0,0.0,0.0,78.5,2497.0,5.4,280.0,0,1-2
752,FF,96.0,2.99,54.4,5.76,5.0,0,0,1.0,1,2,1.17,1.03,-0.13,2.17,0,0,0,1,3,23.0,80.6,-3.0,94.7,2365.0,6.1,128.0,0,1-2
756,SI,94.2,3.33,54.35,5.3,1.0,0,0,1.0,1,2,1.23,0.65,-0.74,2.82,0,0,0,0,3,0.0,0.0,0.0,93.2,2426.0,6.2,113.0,0,1-2
771,SL,81.6,3.15,55.07,5.52,13.0,1,0,1.0,1,2,-0.92,-0.63,-1.18,0.51,0,0,0,0,2,0.0,0.0,0.0,79.7,2392.0,5.4,311.0,0,1-2
786,SL,81.6,3.27,55.07,5.64,13.0,1,0,1.0,1,2,-1.27,0.16,-1.39,1.76,0,0,0,0,1,0.0,0.0,0.0,79.6,2499.0,5.4,271.0,0,1-2
790,SL,80.9,2.96,54.92,5.41,7.0,1,0,1.0,1,2,-0.66,-0.14,-0.52,1.42,0,0,1,2,3,0.0,0.0,0.0,79.6,2221.0,5.6,295.0,-6,1-2
797,FF,94.3,3.06,54.42,5.57,6.0,1,0,0.0,1,2,1.41,1.07,0.67,2.97,0,1,1,1,3,351.0,101.1,19.0,93.8,2195.0,6.1,124.0,-3,1-2
816,SL,80.9,3.18,55.06,5.5,8.0,1,0,0.0,1,2,-0.99,0.26,-0.12,1.55,0,0,0,0,3,0.0,0.0,0.0,79.1,2101.0,5.4,265.0,-3,1-2
844,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1,2,0.0,0.0,0.0,0.0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1-2
850,FF,93.4,3.38,54.59,5.03,4.0,1,0,1.0,1,2,1.53,0.9,-0.62,2.63,0,0,0,1,1,0.0,0.0,0.0,92.1,2310.0,5.9,117.0,0,1-2
857,SL,82.4,3.12,54.63,5.32,8.0,1,0,1.0,1,2,-0.74,0.06,0.16,2.28,0,0,1,2,7,0.0,0.0,0.0,81.7,2462.0,5.9,277.0,-2,1-2
862,SL,81.9,3.21,54.97,5.28,13.0,1,0,1.0,1,2,-0.34,-0.39,-0.79,0.93,0,0,1,1,7,0.0,0.0,0.0,80.4,2341.0,5.5,328.0,-2,1-2
863,FF,95.0,3.32,54.58,5.18,12.0,1,0,1.0,1,2,1.55,1.0,0.63,3.86,0,0,1,1,7,208.0,74.5,46.0,93.7,2349.0,5.9,119.0,-2,1-2
868,FF,95.6,3.16,54.56,5.74,11.0,0,0,0.0,1,2,1.14,1.14,-0.29,4.34,0,0,0,1,7,0.0,0.0,0.0,94.7,2394.0,5.9,132.0,-2,1-2
869,FF,95.8,3.3,54.35,5.21,12.0,0,0,1.0,1,2,1.25,0.88,0.09,3.43,0,0,0,1,7,0.0,0.0,0.0,95.1,2456.0,6.1,121.0,-2,1-2
870,SL,79.6,3.18,55.09,5.22,5.0,0,0,1.0,1,2,-1.17,-0.14,0.08,1.76,0,0,0,1,7,0.0,0.0,0.0,78.5,2405.0,5.4,283.0,-2,1-2
884,SL,82.1,3.19,55.02,5.56,8.0,1,0,0.0,1,2,-0.88,0.01,0.27,1.6,0,0,0,2,6,363.0,97.1,35.0,80.8,2557.0,5.5,279.0,-1,1-2
885,FF,94.7,3.01,54.43,5.79,3.0,1,0,1.0,1,2,1.2,1.21,0.55,3.18,0,0,0,2,6,174.0,78.1,21.0,93.7,2430.0,6.1,132.0,-1,1-2
889,FF,96.4,3.1,54.31,5.56,11.0,0,0,1.0,1,2,1.21,1.34,-1.01,2.63,0,0,0,1,6,0.0,0.0,0.0,95.4,2538.0,6.2,135.0,-1,1-2
934,FF,96.9,3.08,54.25,5.54,6.0,0,0,0.0,1,2,1.2,1.08,0.56,2.2,0,0,0,2,2,72.0,80.1,3.0,96.8,2429.0,6.2,129.0,-3,1-2
946,SL,83.9,3.17,54.95,5.35,9.0,1,0,0.0,1,2,-0.76,0.06,0.33,1.78,0,0,0,0,2,35.0,100.3,-1.0,82.5,2440.0,5.6,277.0,0,1-2
947,FF,96.5,3.36,54.79,5.37,3.0,1,0,1.0,1,2,1.32,1.0,0.39,2.79,0,0,0,0,2,0.0,0.0,0.0,95.1,2447.0,5.7,124.0,0,1-2
948,SI,90.4,3.31,53.99,5.24,12.0,1,0,1.0,1,2,1.76,0.21,1.09,2.58,0,0,0,0,2,0.0,0.0,0.0,90.7,2120.0,6.5,93.0,0,1-2
949,FF,95.7,3.21,54.35,5.44,11.0,1,0,1.0,1,2,1.2,1.0,-0.23,3.26,0,0,0,0,2,188.0,70.3,37.0,95.0,2431.0,6.1,126.0,0,1-2
950,FF,95.7,3.18,54.36,5.6,2.0,1,0,1.0,1,2,1.12,1.26,-0.09,2.76,0,0,0,0,2,62.0,78.7,2.0,95.1,2526.0,6.1,135.0,0,1-2
970,FF,96.5,3.07,53.9,5.69,13.0,0,0,0.0,1,2,1.13,1.06,-1.08,1.85,0,0,0,0,1,0.0,0.0,0.0,96.7,2496.0,6.6,130.0,0,1-2
974,FF,99.0,2.86,54.25,5.73,1.0,1,0,1.0,1,2,1.08,1.57,-0.31,3.22,0,0,1,2,7,0.0,0.0,0.0,98.5,2368.0,6.3,143.0,0,1-2
987,FF,96.1,3.0,54.56,5.54,11.0,1,0,0.0,1,2,1.23,1.6,-0.83,3.14,0,0,0,1,7,0.0,0.0,0.0,94.5,2416.0,5.9,140.0,0,1-2
988,FF,95.6,3.14,54.51,5.27,3.0,1,0,1.0,1,2,1.49,1.29,0.75,2.67,0,0,0,1,7,320.0,94.7,25.0,94.3,2400.0,6.0,128.0,0,1-2
995,FF,97.5,3.07,54.23,5.22,1.0,1,0,1.0,1,2,1.2,0.67,-0.51,2.68,0,1,0,2,6,0.0,0.0,0.0,96.8,2270.0,6.3,114.0,0,1-2
1008,FF,96.0,3.06,54.33,5.41,11.0,1,0,0.0,1,2,0.98,1.85,-0.15,3.39,0,0,0,0,6,264.0,93.5,14.0,94.7,2341.0,6.2,150.0,0,1-2
1045,FF,97.0,3.25,54.42,5.51,5.0,0,0,1.0,1,2,1.21,1.3,-0.11,1.99,0,0,0,2,3,0.0,0.0,0.0,95.6,2394.0,6.1,134.0,0,1-2
1049,FF,97.0,3.2,54.19,5.65,3.0,1,0,0.0,1,2,1.35,1.74,0.48,2.92,0,0,0,1,3,279.0,94.2,51.0,96.0,2418.0,6.3,140.0,0,1-2
1050,FF,97.8,3.16,54.19,5.66,6.0,1,0,1.0,1,2,1.33,1.32,0.8,2.04,0,0,0,1,3,166.0,74.6,25.0,97.7,2375.0,6.3,132.0,0,1-2
1051,SL,78.4,3.1,55.21,5.6,3.0,1,0,1.0,1,2,-1.42,-0.34,0.77,2.57,0,0,0,1,3,0.0,0.0,0.0,76.5,2319.0,5.3,290.0,0,1-2
1052,SL,82.5,3.21,56.27,5.62,13.0,1,0,1.0,1,2,-1.51,0.34,-1.31,1.52,0,0,0,1,3,0.0,0.0,0.0,78.6,2649.0,4.2,264.0,0,1-2
1053,FF,96.7,3.32,54.63,5.41,3.0,1,0,1.0,1,2,1.31,1.45,0.48,2.9,0,0,0,1,3,142.0,80.2,14.0,95.5,2365.0,5.9,135.0,0,1-2
1057,SL,82.3,3.16,55.42,5.42,8.0,1,0,0.0,1,2,-0.83,-0.05,-0.04,1.61,0,0,0,0,3,56.0,57.2,6.0,80.6,2486.0,5.1,283.0,0,1-2
1058,FF,96.6,3.17,54.55,5.34,4.0,1,0,1.0,1,2,0.98,1.73,-0.51,2.09,0,0,0,0,3,0.0,0.0,0.0,95.6,2245.0,6.0,149.0,0,1-2
1064,SL,80.8,3.15,55.09,5.28,14.0,1,0,0.0,1,2,-0.92,-0.09,1.3,1.6,0,0,0,2,2,0.0,0.0,0.0,79.7,2366.0,5.4,285.0,0,1-2
1069,SL,81.7,3.17,55.0,5.44,1.0,0,0,0.0,1,2,-0.93,0.75,-0.54,2.42,0,0,0,1,2,286.0,82.5,37.0,80.0,2387.0,5.5,238.0,0,1-2
1074,FF,98.0,3.16,54.39,5.31,3.0,1,0,1.0,1,2,1.16,0.94,0.78,2.46,0,1,0,2,1,0.0,0.0,0.0,97.2,2257.0,6.1,125.0,0,1-2
1080,SL,81.2,3.09,54.84,5.38,13.0,1,0,0.0,1,2,-1.15,0.12,-1.78,0.76,0,0,0,2,1,0.0,0.0,0.0,79.9,2364.0,5.7,272.0,0,1-2
1091,SL,81.1,3.13,54.73,5.33,13.0,0,0,1.0,1,2,-0.85,-0.28,-0.63,1.05,0,0,0,1,8,0.0,0.0,0.0,79.6,2469.0,5.8,298.0,1,1-2
1092,SL,79.8,3.42,54.96,5.48,9.0,0,0,1.0,1,2,-1.6,-0.53,0.42,1.34,0,0,0,1,8,133.0,58.7,30.0,78.2,2459.0,5.5,294.0,1,1-2
1102,SL,84.3,3.28,54.48,5.47,7.0,1,0,1.0,1,2,-0.93,-0.26,-0.43,1.39,0,1,0,1,7,0.0,0.0,0.0,82.9,1276.0,6.0,294.0,1,1-2
1129,FF,95.3,3.15,54.22,5.71,11.0,0,0,0.0,1,2,1.29,0.98,-0.91,3.89,0,0,0,0,6,0.0,0.0,0.0,94.4,2360.0,6.3,123.0,1,1-2
1133,SL,82.3,3.32,54.92,5.5,6.0,1,0,0.0,1,2,-1.0,-0.41,0.39,2.88,0,0,1,2,5,4.0,68.8,-34.0,80.8,2335.0,5.6,300.0,1,1-2
1134,FF,94.3,3.29,54.28,5.67,11.0,1,0,1.0,1,2,1.04,1.17,-0.1,3.82,0,0,1,2,5,217.0,72.5,43.0,93.2,2241.0,6.2,135.0,1,1-2
1135,FF,96.2,3.55,54.26,5.29,2.0,1,0,1.0,1,2,1.13,1.1,-0.27,3.13,0,0,1,2,5,131.0,74.3,17.0,95.2,2371.0,6.2,131.0,1,1-2
1136,FF,96.6,3.23,53.88,5.34,6.0,1,0,1.0,1,2,1.22,0.73,0.5,2.51,0,0,1,2,5,225.0,81.4,54.0,96.7,2325.0,6.6,117.0,1,1-2
1151,FF,96.5,3.44,54.48,5.46,12.0,1,0,0.0,1,2,1.41,1.02,1.05,4.2,0,0,0,0,5,0.0,0.0,0.0,95.6,2433.0,6.0,122.0,1,1-2
1167,SL,80.7,3.23,55.1,5.52,14.0,1,0,0.0,1,2,-1.11,-0.42,0.23,1.17,0,0,0,1,3,0.0,0.0,0.0,78.9,2355.0,5.4,298.0,0,1-2
1174,SL,83.2,3.34,54.94,5.53,13.0,1,0,0.0,1,2,-1.43,-0.47,-1.02,2.16,0,0,0,0,3,0.0,0.0,0.0,81.6,2419.0,5.6,294.0,0,1-2
1175,FF,95.4,3.18,54.35,5.75,12.0,1,0,1.0,1,2,1.22,1.23,0.09,3.48,0,0,0,0,3,180.0,73.3,30.0,94.5,2301.0,6.1,132.0,0,1-2
1176,FF,95.6,3.34,54.3,5.45,11.0,1,0,1.0,1,2,1.17,0.72,-0.04,3.34,0,0,0,0,3,217.0,73.9,50.0,95.0,2309.0,6.2,117.0,0,1-2
1182,FF,96.7,3.27,54.25,5.73,12.0,1,0,1.0,1,2,1.24,1.14,0.94,3.93,0,0,0,1,2,0.0,0.0,0.0,96.1,2323.0,6.3,129.0,0,1-2
1190,SL,80.2,3.26,54.93,5.51,13.0,1,0,0.0,1,2,-1.32,-0.06,-0.84,1.54,0,0,0,1,1,0.0,0.0,0.0,78.5,2314.0,5.6,280.0,0,1-2
1195,FF,97.2,3.4,54.38,5.41,12.0,1,0,0.0,1,2,1.27,0.95,1.18,4.2,0,0,0,0,1,0.0,0.0,0.0,96.3,2458.0,6.1,123.0,0,1-2
1196,FF,97.5,3.32,54.48,5.63,3.0,1,0,1.0,1,2,1.28,1.03,0.67,2.98,0,0,0,0,1,17.0,39.0,-6.0,96.0,2401.0,6.0,125.0,0,1-2
1213,SL,79.5,2.92,55.01,5.45,13.0,0,0,0.0,1,2,-1.11,-0.22,-1.76,0.56,0,0,0,1,5,0.0,0.0,0.0,78.0,2354.0,5.5,288.0,0,1-2
1218,SL,79.6,2.92,54.95,5.53,13.0,1,0,0.0,1,2,-0.61,-0.3,-0.48,0.72,0,0,0,0,5,0.0,0.0,0.0,77.9,2368.0,5.6,308.0,0,1-2
1219,FF,90.9,3.27,54.53,5.24,12.0,1,0,1.0,1,2,1.52,1.14,0.19,3.42,0,0,0,0,5,165.0,73.0,24.0,89.8,2363.0,6.0,123.0,0,1-2
1230,SL,80.3,2.98,55.2,5.53,13.0,1,0,1.0,1,2,-0.76,-0.57,-1.02,0.58,0,0,0,1,4,0.0,0.0,0.0,78.3,2321.0,5.3,315.0,0,1-2
