,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
496,CH,90.0,3.3,54.48,5.15,12.0,1,0,0.0,2,0,1.74,0.26,1.19,2.82,0,0,0,0,6,49.0,92.0,1.0,89.3,2172.0,6.0,95.0,9,2-0
521,CH,88.0,3.3,54.07,5.04,3.0,1,0,0.0,2,0,1.58,0.53,0.57,2.79,0,0,1,1,4,170.0,90.0,60.0,87.8,2031.0,6.4,104.0,9,2-0
584,CH,87.9,3.28,54.3,5.26,6.0,1,0,1.0,2,0,1.62,1.07,0.5,2.08,0,0,0,0,5,167.0,70.7,65.0,87.0,1976.0,6.2,120.0,-3,2-0
646,FF,95.5,3.23,53.85,5.2,14.0,1,0,0.0,2,0,1.76,0.94,0.86,1.73,0,0,1,1,2,105.0,83.3,7.0,95.2,2223.0,6.7,115.0,0,2-0
653,CH,87.5,3.21,54.56,5.1,8.0,1,0,1.0,2,0,1.28,0.29,-0.06,1.94,0,0,0,1,2,0.0,0.0,0.0,86.3,1896.0,5.9,96.0,0,2-0
696,SI,93.6,3.31,54.39,5.37,3.0,1,0,1.0,2,0,1.67,0.85,0.34,3.52,0,0,0,1,7,0.0,0.0,0.0,92.4,2229.0,6.1,113.0,2,2-0
746,SI,92.1,3.22,54.91,5.28,14.0,1,0,1.0,2,0,1.54,0.52,0.84,1.97,0,0,0,2,3,0.0,0.0,0.0,90.2,2165.0,5.6,104.0,0,2-0
780,CH,87.4,3.55,54.73,5.21,12.0,1,0,0.0,2,0,1.65,0.41,1.55,2.86,0,0,0,2,1,0.0,0.0,0.0,86.7,2071.0,5.8,100.0,0,2-0
854,FF,95.7,3.43,54.4,5.17,6.0,1,0,0.0,2,0,1.56,0.88,0.28,2.51,0,0,0,0,1,240.0,87.6,53.0,95.0,2366.0,6.1,116.0,0,2-0
905,SL,81.8,3.23,55.18,5.58,6.0,1,0,1.0,2,0,-1.2,-0.04,0.81,3.06,0,1,0,1,5,0.0,0.0,0.0,80.8,2572.0,5.3,279.0,-3,2-0
1001,SL,81.0,3.07,55.13,5.52,1.0,1,0,1.0,2,0,-1.31,0.07,-0.73,2.87,0,0,1,1,6,0.0,0.0,0.0,79.1,2354.0,5.4,275.0,0,2-0
1014,FF,98.5,3.14,54.29,5.65,11.0,0,0,1.0,2,0,1.0,1.76,-0.2,3.07,1,0,0,2,5,186.0,77.4,25.0,97.3,2326.0,6.2,149.0,0,2-0
1108,SL,79.4,3.47,55.18,5.44,12.0,0,0,0.0,2,0,-1.18,-0.37,1.17,2.64,0,0,0,0,7,0.0,0.0,0.0,77.2,2381.0,5.3,296.0,1,2-0
1116,SL,80.8,3.32,54.84,5.3,9.0,1,0,1.0,2,0,-1.08,-0.11,0.66,2.0,0,0,1,2,6,0.0,0.0,0.0,79.8,2299.0,5.7,284.0,1,2-0
1227,SI,92.3,3.13,54.67,5.28,6.0,1,0,1.0,2,0,1.44,0.47,0.57,1.86,0,0,0,2,4,0.0,0.0,0.0,91.4,2189.0,5.8,104.0,0,2-0
1253,SI,92.6,3.16,54.59,5.38,12.0,1,0,1.0,2,0,1.58,0.51,0.95,2.69,0,0,0,0,3,0.0,0.0,0.0,91.8,2271.0,5.9,104.0,0,2-0
1267,FF,91.5,3.04,54.46,5.6,11.0,1,0,0.0,2,0,1.09,1.15,-0.64,3.53,0,0,0,0,2,0.0,0.0,0.0,90.9,2349.0,6.0,133.0,-3,2-0
1313,CH,86.4,3.15,54.18,5.11,6.0,1,0,1.0,2,0,1.52,0.49,0.82,2.64,0,0,1,1,6,0.0,0.0,0.0,86.4,1985.0,6.3,103.0,4,2-0
1353,FF,95.7,3.06,54.49,5.36,5.0,1,0,1.0,2,0,1.02,1.17,-0.02,2.25,0,0,0,2,4,0.0,0.0,0.0,94.7,2332.0,6.0,136.0,4,2-0
1382,CH,83.9,3.21,54.39,5.04,13.0,1,0,0.0,2,0,1.3,0.43,-1.05,0.97,0,0,1,2,2,0.0,0.0,0.0,83.5,1877.0,6.1,103.0,1,2-0
1406,SI,93.7,3.19,54.12,5.19,12.0,1,0,1.0,2,0,1.64,0.56,1.25,2.8,0,0,0,0,1,139.0,65.2,21.0,93.5,2462.0,6.4,105.0,0,2-0
1436,CH,88.1,3.03,54.5,5.33,4.0,1,0,1.0,2,0,1.65,0.25,-0.49,2.33,1,1,0,2,5,0.0,0.0,0.0,87.3,2203.0,6.0,94.0,6,2-0
1439,SI,93.0,3.01,54.06,5.47,8.0,1,0,0.0,2,0,1.49,0.43,-0.23,1.41,0,0,1,2,5,282.0,95.2,15.0,92.9,2234.0,6.4,102.0,6,2-0
1447,SI,93.8,3.23,54.71,5.56,8.0,1,0,1.0,2,0,1.56,0.6,0.07,1.94,0,0,0,1,5,0.0,0.0,0.0,92.4,2259.0,5.8,107.0,6,2-0
1617,SI,95.1,3.19,54.79,5.29,6.0,1,0,0.0,2,0,1.54,0.51,0.47,2.22,0,0,0,0,2,319.0,102.6,18.0,93.8,2388.0,5.7,104.0,0,2-0
1657,FF,95.4,2.97,54.38,5.47,8.0,0,0,1.0,2,0,1.48,1.12,-0.07,1.62,0,0,0,2,1,0.0,0.0,0.0,94.4,2495.0,6.1,124.0,0,2-0
1733,CH,87.2,3.52,54.47,5.23,13.0,1,0,0.0,2,0,1.41,0.26,-0.59,1.16,0,0,1,1,3,0.0,0.0,0.0,85.7,2085.0,6.0,94.0,1,2-0
1754,SI,90.3,3.42,54.19,5.29,8.0,1,0,1.0,2,0,1.53,-0.09,-0.13,1.42,1,0,0,1,2,0.0,0.0,0.0,89.7,2048.0,6.3,82.0,0,2-0
1951,SI,94.7,3.11,54.55,5.45,6.0,1,0,1.0,2,0,1.55,0.39,0.79,2.12,0,0,0,2,4,0.0,0.0,0.0,94.1,2066.0,6.0,100.0,1,2-0
1955,CH,88.2,3.24,54.56,5.23,13.0,1,0,1.0,2,0,1.48,0.5,-0.63,1.07,0,0,0,1,4,0.0,0.0,0.0,87.3,1885.0,5.9,104.0,1,2-0
1974,CH,87.2,3.32,54.74,5.1,14.0,1,0,1.0,2,0,1.64,0.44,0.69,1.22,0,0,1,2,2,0.0,0.0,0.0,86.1,1701.0,5.8,100.0,2,2-0
2014,FF,92.8,2.94,54.38,5.54,12.0,1,0,1.0,2,0,0.81,0.79,0.85,2.8,0,0,0,1,9,0.0,0.0,0.0,92.6,2276.0,6.1,129.0,7,2-0
2081,CH,87.1,2.94,54.21,5.3,5.0,1,0,1.0,2,0,0.99,0.11,0.21,2.23,0,1,0,2,3,0.0,0.0,0.0,87.1,1979.0,6.3,89.0,0,2-0
2149,CH,86.9,3.25,54.39,5.27,13.0,1,0,0.0,2,0,1.52,0.9,-1.91,1.43,0,0,0,2,6,0.0,0.0,0.0,85.8,1602.0,6.1,116.0,0,2-0
2303,CH,88.0,3.31,54.94,5.43,5.0,1,0,0.0,2,0,1.35,0.53,0.03,2.57,0,0,0,2,2,15.0,46.1,-7.0,86.4,2149.0,5.6,107.0,0,2-0
2331,SI,95.7,3.35,54.86,5.47,5.0,1,0,0.0,2,0,1.47,0.46,0.02,1.92,0,0,0,0,1,385.0,101.9,20.0,94.6,2150.0,5.6,104.0,0,2-0
2363,SI,94.9,3.43,54.76,5.36,8.0,1,0,1.0,2,0,1.6,0.54,0.27,2.02,1,0,0,2,4,0.0,0.0,0.0,93.3,2211.0,5.7,104.0,0,2-0
2395,CH,85.1,3.48,54.96,5.16,8.0,1,0,1.0,2,0,1.46,0.34,-0.13,2.09,0,0,0,2,2,0.0,0.0,0.0,83.4,2022.0,5.5,97.0,-1,2-0
2425,FF,94.7,3.29,54.66,5.44,8.0,0,0,1.0,2,0,1.36,0.82,0.02,2.15,1,1,0,2,1,0.0,0.0,0.0,93.6,2172.0,5.8,117.0,2,2-0
2515,CH,86.6,3.19,54.58,5.27,7.0,1,0,1.0,2,0,1.23,1.09,-0.34,1.85,0,0,1,2,2,0.0,0.0,0.0,85.6,2034.0,5.9,128.0,4,2-0
2547,CH,88.1,3.14,54.33,5.2,4.0,1,0,1.0,2,0,1.22,0.76,-0.32,2.1,0,0,1,1,1,226.0,90.1,18.0,87.7,2077.0,6.2,118.0,0,2-0
2606,CH,87.5,3.18,54.7,5.45,6.0,1,0,0.0,2,0,1.41,0.59,0.37,2.35,1,0,0,1,4,342.0,98.3,31.0,86.7,1997.0,5.8,108.0,1,2-0
2611,SI,94.5,3.08,54.38,5.43,13.0,0,0,0.0,2,0,1.57,0.17,-0.99,1.41,0,0,1,0,4,0.0,0.0,0.0,93.9,2045.0,6.1,92.0,1,2-0
2616,CH,84.8,3.55,54.6,5.32,12.0,1,0,0.0,2,0,1.55,0.11,1.55,2.92,0,0,0,0,4,0.0,0.0,0.0,84.1,1917.0,5.9,89.0,1,2-0
2644,CH,85.4,3.4,54.74,5.22,8.0,1,0,1.0,2,0,1.84,0.29,-0.16,2.1,0,0,0,2,1,0.0,0.0,0.0,84.2,2014.0,5.8,95.0,0,2-0
2664,CH,89.4,3.28,54.49,5.34,12.0,1,0,0.0,2,0,1.45,0.3,1.2,3.32,0,0,0,0,7,0.0,0.0,0.0,88.9,2111.0,6.0,97.0,0,2-0
2689,CH,84.2,3.58,54.82,5.17,9.0,1,0,1.0,2,0,1.61,0.45,0.7,2.16,0,0,0,0,6,0.0,0.0,0.0,82.9,2041.0,5.7,100.0,1,2-0
2695,CH,86.8,3.3,54.2,5.09,6.0,1,0,1.0,2,0,1.27,0.17,0.59,2.62,1,0,0,2,5,0.0,0.0,0.0,86.5,2039.0,6.3,91.0,1,2-0
2713,CH,83.8,3.34,54.66,5.24,9.0,1,0,1.0,2,0,1.44,0.51,0.32,2.33,0,0,0,1,5,0.0,0.0,0.0,82.7,1902.0,5.8,104.0,2,2-0
2790,SI,92.2,2.82,53.56,5.61,13.0,1,0,0.0,2,0,1.62,0.43,-0.87,2.52,0,0,0,0,6,314.0,90.3,35.0,93.2,2046.0,6.9,101.0,3,2-0
2825,SI,94.9,2.79,53.74,5.64,13.0,1,0,0.0,2,0,1.47,0.58,-0.94,2.31,0,0,0,0,4,0.0,0.0,0.0,95.4,2141.0,6.8,108.0,1,2-0
2896,CH,89.6,3.27,54.46,5.17,13.0,1,0,0.0,2,0,1.81,0.58,-0.87,1.24,1,1,0,1,5,0.0,0.0,0.0,88.4,2163.0,6.0,104.0,1,2-0
2949,CH,85.2,3.41,54.58,5.05,8.0,1,0,1.0,2,0,1.65,0.54,0.14,1.77,0,0,0,1,3,0.0,0.0,0.0,84.2,2048.0,5.9,103.0,3,2-0
2977,FF,95.7,3.31,54.65,5.36,6.0,1,0,0.0,2,0,1.59,0.91,0.38,2.34,0,0,0,1,1,335.0,97.8,21.0,94.1,2260.0,5.8,116.0,3,2-0
2998,SI,94.5,3.13,54.2,5.44,7.0,1,0,1.0,2,0,1.63,0.83,-0.29,2.18,0,0,1,0,8,336.0,95.3,33.0,94.4,2201.0,6.3,114.0,3,2-0
3014,SI,96.1,3.06,54.32,5.44,13.0,1,0,0.0,2,0,1.59,0.73,-1.25,2.22,0,0,0,2,7,0.0,0.0,0.0,95.2,2323.0,6.2,111.0,1,2-0
3033,CH,86.1,3.37,54.45,5.29,4.0,1,0,1.0,2,0,1.44,0.97,-0.42,2.42,0,0,0,0,6,0.0,0.0,0.0,85.3,1984.0,6.1,120.0,1,2-0
3038,SI,98.2,3.2,53.99,5.31,7.0,1,0,1.0,2,0,1.75,0.64,-0.58,1.88,0,1,0,2,5,0.0,0.0,0.0,98.0,2408.0,6.5,107.0,1,2-0
3048,FF,95.3,3.28,54.4,5.33,8.0,0,0,1.0,2,0,1.44,0.88,-0.12,2.27,0,0,0,1,5,0.0,0.0,0.0,94.5,2299.0,6.1,118.0,2,2-0
3088,FF,96.8,3.35,54.17,5.4,7.0,1,0,1.0,2,0,1.52,1.14,-0.37,1.75,0,0,0,2,1,0.0,0.0,0.0,96.3,2613.0,6.3,124.0,0,2-0
3196,CH,86.9,3.16,54.41,5.27,5.0,1,0,1.0,2,0,1.55,0.9,-0.17,3.02,0,0,0,0,2,0.0,0.0,0.0,86.4,2134.0,6.1,116.0,0,2-0
3271,CH,85.5,3.54,54.5,5.18,12.0,1,0,0.0,2,0,1.63,0.45,1.41,3.45,0,0,1,1,4,0.0,0.0,0.0,84.3,1961.0,6.0,100.0,0,2-0
3362,CH,85.2,3.31,54.41,5.32,8.0,1,0,1.0,2,0,1.15,0.61,-0.05,2.09,0,0,0,1,4,0.0,0.0,0.0,85.0,1893.0,6.1,113.0,0,2-0
3372,SI,90.5,3.39,54.34,5.19,14.0,1,0,1.0,2,0,1.67,0.46,1.13,2.18,1,0,1,2,3,0.0,0.0,0.0,90.0,2250.0,6.2,101.0,0,2-0
3390,SI,92.8,3.3,54.51,5.33,3.0,0,0,0.0,2,0,1.69,0.89,0.72,3.71,0,0,0,0,3,0.0,0.0,0.0,92.2,2231.0,6.0,115.0,1,2-0
3410,CH,87.4,3.25,54.54,5.17,7.0,1,0,0.0,2,0,1.65,0.75,-0.55,2.22,0,0,0,2,1,193.0,82.9,59.0,86.7,1994.0,6.0,111.0,0,2-0
3442,CH,88.4,3.25,54.18,5.27,4.0,1,0,1.0,2,0,1.49,0.82,-0.44,2.68,0,0,1,2,7,0.0,0.0,0.0,87.7,2153.0,6.3,114.0,0,2-0
3452,CH,86.2,3.5,54.33,4.97,9.0,1,0,1.0,2,0,1.28,0.24,0.58,1.83,0,0,0,1,7,0.0,0.0,0.0,86.3,1899.0,6.2,95.0,0,2-0
3455,FF,94.3,3.33,54.57,5.29,6.0,1,0,0.0,2,0,0.79,0.8,0.29,2.82,0,0,0,0,7,300.0,104.1,18.0,93.9,2083.0,5.9,132.0,0,2-0
3460,CH,87.8,3.28,54.3,4.93,7.0,1,0,1.0,2,0,2.11,0.65,-0.81,2.25,0,0,0,2,6,0.0,0.0,0.0,86.6,2025.0,6.2,103.0,0,2-0
3500,CH,87.9,3.36,54.31,5.17,3.0,1,0,1.0,2,0,1.5,0.5,0.43,3.28,0,1,0,2,3,0.0,0.0,0.0,87.7,1825.0,6.2,104.0,1,2-0
3594,SI,94.3,3.29,54.04,5.4,8.0,1,0,1.0,2,0,1.62,0.75,0.26,1.64,0,0,0,0,3,0.0,0.0,0.0,94.1,2096.0,6.5,115.0,0,2-0
3655,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,2,0,0.0,0.0,0.0,0.0,0,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2-0
3672,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,2,0,0.0,0.0,0.0,0.0,0,1,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2-0
3749,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,2,0,0.0,0.0,0.0,0.0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2-0
