,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
243,SL,80.0,3.06,54.59,5.36,9.0,1,0,1.0,0,2,-1.52,-0.39,0.46,1.39,0,0,0,0,2,0.0,0.0,0.0,79.2,2657.0,5.9,290.0,0,0-2
246,SL,79.1,3.02,54.94,5.23,13.0,1,0,1.0,0,2,-0.57,-0.58,-0.62,1.16,0,0,1,2,1,0.0,0.0,0.0,77.7,2478.0,5.6,323.0,-1,0-2
277,FF,98.6,3.05,54.19,5.73,12.0,1,0,0.0,0,2,1.08,1.64,1.28,4.61,0,0,0,1,8,0.0,0.0,0.0,97.9,2406.0,6.3,145.0,8,0-2
282,SL,84.5,2.98,54.8,5.32,13.0,1,0,0.0,0,2,-1.27,-0.16,-1.1,0.54,1,0,1,2,7,0.0,0.0,0.0,83.1,2428.0,5.7,283.0,6,0-2
291,SI,97.8,3.42,54.07,5.12,12.0,1,0,0.0,0,2,1.5,0.67,1.77,3.44,0,1,0,0,7,0.0,0.0,0.0,98.1,2356.0,6.4,110.0,6,0-2
307,FF,95.7,3.14,54.62,5.33,11.0,1,0,0.0,0,2,1.08,0.99,-0.71,3.56,0,0,0,0,6,0.0,0.0,0.0,94.1,2414.0,5.9,128.0,6,0-2
313,FF,97.0,3.16,54.6,5.23,11.0,1,0,1.0,0,2,1.14,0.81,-0.4,3.94,0,0,0,1,5,0.0,0.0,0.0,95.6,2406.0,5.9,121.0,6,0-2
317,FF,95.9,3.17,54.68,5.15,11.0,1,0,0.0,0,2,0.94,0.82,-0.38,3.78,0,0,0,0,5,0.0,0.0,0.0,94.4,2351.0,5.8,126.0,6,0-2
333,FF,96.4,3.02,54.37,5.64,11.0,1,0,0.0,0,2,0.78,1.24,-0.27,5.63,0,0,0,1,4,0.0,0.0,0.0,95.6,2267.0,6.1,145.0,4,0-2
338,SL,80.5,3.2,54.82,5.41,14.0,1,0,0.0,0,2,-1.1,-0.51,1.74,2.27,0,0,0,0,4,0.0,0.0,0.0,79.6,2264.0,5.7,301.0,4,0-2
351,FF,96.1,2.95,54.75,5.52,11.0,0,0,0.0,0,2,0.88,1.28,-0.53,4.45,0,0,0,0,3,0.0,0.0,0.0,94.4,2427.0,5.8,142.0,0,0-2
376,SI,95.7,3.2,54.74,5.25,3.0,1,0,1.0,0,2,1.53,0.87,0.43,3.71,0,0,0,0,1,0.0,0.0,0.0,94.1,2432.0,5.8,116.0,0,0-2
377,SL,82.2,3.06,55.35,5.58,7.0,1,0,1.0,0,2,-1.76,-0.07,-0.42,1.51,0,0,0,0,1,0.0,0.0,0.0,79.8,2484.0,5.2,278.0,0,0-2
386,SL,82.9,3.31,54.7,5.27,7.0,1,0,1.0,0,2,-1.58,-0.64,-0.4,1.41,0,0,0,1,6,0.0,0.0,0.0,81.6,2520.0,5.8,297.0,-2,0-2
402,FF,94.4,3.14,54.45,5.79,12.0,1,0,0.0,0,2,1.1,1.06,0.12,4.21,0,0,0,1,5,0.0,0.0,0.0,93.4,2258.0,6.0,130.0,-1,0-2
409,SL,78.7,3.4,55.03,5.37,14.0,1,0,1.0,0,2,-0.87,-0.24,1.1,1.61,0,0,1,2,4,0.0,0.0,0.0,76.9,2360.0,5.5,297.0,-1,0-2
410,SL,82.4,3.18,54.63,5.39,9.0,1,0,1.0,0,2,-0.99,-0.41,0.51,1.75,0,0,1,2,4,0.0,0.0,0.0,81.3,2301.0,5.9,300.0,-1,0-2
423,SI,96.4,3.28,54.05,5.31,11.0,1,0,0.0,0,2,1.32,0.66,-0.88,3.38,0,0,1,0,4,0.0,0.0,0.0,95.9,2309.0,6.4,112.0,1,0-2
424,SL,81.2,3.21,54.83,5.43,11.0,1,0,1.0,0,2,-1.34,-0.11,-1.03,2.31,0,0,1,0,4,43.0,86.8,0.0,79.6,2428.0,5.7,282.0,1,0-2
433,SL,79.8,3.25,54.63,5.48,9.0,1,0,1.0,0,2,-1.0,-0.54,0.67,2.09,0,0,0,2,3,0.0,0.0,0.0,78.8,2394.0,5.9,306.0,0,0-2
437,SL,77.9,3.33,54.85,5.4,14.0,1,0,0.0,0,2,-1.26,-0.55,1.04,1.49,0,0,0,1,3,0.0,0.0,0.0,76.7,2298.0,5.6,300.0,0,0-2
442,SL,78.6,3.32,54.83,5.33,13.0,0,0,0.0,0,2,-1.86,-0.58,-1.18,0.72,0,0,0,0,3,0.0,0.0,0.0,76.9,2469.0,5.7,292.0,0,0-2
445,SI,94.3,3.4,54.54,5.23,4.0,1,0,1.0,0,2,1.48,0.74,-0.29,3.1,0,0,0,2,2,0.0,0.0,0.0,92.8,2375.0,6.0,112.0,0,0-2
473,FF,96.5,3.27,54.23,5.49,1.0,1,0,0.0,0,2,1.04,0.93,-0.47,3.23,0,0,1,0,1,110.0,55.4,17.0,96.0,2237.0,6.3,128.0,1,0-2
477,SL,83.9,3.13,55.02,5.28,13.0,1,0,1.0,0,2,-0.9,-0.21,-1.36,0.99,1,0,1,2,6,0.0,0.0,0.0,82.5,2568.0,5.5,291.0,9,0-2
483,FF,96.9,3.07,54.5,5.29,1.0,0,0,0.0,0,2,1.3,1.02,-0.69,3.03,1,0,1,1,6,0.0,0.0,0.0,95.9,2502.0,6.0,125.0,9,0-2
504,CH,87.8,3.33,54.43,5.09,14.0,1,0,0.0,0,2,1.47,0.09,1.54,2.14,0,0,0,2,5,223.0,83.9,12.0,87.4,1885.0,6.1,89.0,9,0-2
505,FF,92.8,3.18,54.26,5.4,2.0,1,0,1.0,0,2,1.16,1.1,0.21,3.39,0,0,0,2,5,189.0,69.4,51.0,92.2,2261.0,6.2,130.0,9,0-2
506,FF,95.2,3.11,54.46,5.68,12.0,1,0,1.0,0,2,1.07,1.06,0.03,3.71,0,0,0,2,5,183.0,72.8,30.0,94.2,2280.0,6.0,131.0,9,0-2
513,CH,89.4,3.3,54.52,5.06,14.0,1,0,0.0,0,2,1.51,0.17,1.39,2.05,0,0,0,1,5,0.0,0.0,0.0,88.7,2175.0,6.0,91.0,9,0-2
514,FF,93.1,3.26,54.56,5.54,2.0,1,0,1.0,0,2,1.09,1.14,-0.03,3.21,0,0,0,1,5,123.0,65.8,74.0,92.1,2246.0,5.9,133.0,9,0-2
529,CH,86.4,3.4,54.9,5.09,14.0,1,0,0.0,0,2,1.51,-0.07,0.79,0.4,0,0,0,0,4,0.0,0.0,0.0,84.9,1965.0,5.6,82.0,9,0-2
533,FF,94.9,3.13,54.84,5.73,12.0,1,0,0.0,0,2,1.04,1.14,0.4,4.3,0,0,0,2,3,0.0,0.0,0.0,93.4,2210.0,5.7,134.0,8,0-2
546,SL,79.6,3.32,54.75,5.36,6.0,1,0,1.0,0,2,-1.45,-0.12,0.61,1.83,0,0,0,1,2,0.0,0.0,0.0,78.5,2518.0,5.8,281.0,3,0-2
578,SL,81.6,3.04,54.74,5.51,13.0,1,0,0.0,0,2,-1.21,0.18,-0.08,1.33,0,0,0,1,5,0.0,0.0,0.0,80.4,2419.0,5.8,269.0,-3,0-2
589,FF,94.3,3.3,54.36,5.36,12.0,1,0,0.0,0,2,1.49,1.48,1.66,4.14,0,1,0,2,4,0.0,0.0,0.0,93.6,2246.0,6.1,132.0,-3,0-2
590,FF,95.1,3.03,54.56,5.36,3.0,1,0,1.0,0,2,1.19,1.19,0.72,2.85,0,1,0,2,4,153.0,78.0,18.0,94.1,2237.0,5.9,132.0,-3,0-2
591,FF,95.3,3.16,54.46,5.59,1.0,1,0,1.0,0,2,1.05,1.96,-0.72,2.65,0,1,0,2,4,159.0,65.2,62.0,93.8,2439.0,6.0,150.0,-3,0-2
630,FF,95.2,2.98,54.67,5.58,1.0,1,0,0.0,0,2,1.39,1.46,-0.81,3.72,0,0,0,1,3,0.0,0.0,0.0,93.6,2347.0,5.8,134.0,-1,0-2
635,SL,80.8,3.03,55.12,5.56,6.0,1,0,0.0,0,2,-0.73,0.2,0.54,2.24,0,0,0,0,3,378.0,104.0,22.0,79.2,2371.0,5.4,267.0,0,0-2
656,FF,95.3,3.03,54.52,5.46,12.0,0,0,0.0,0,2,1.33,1.57,0.2,4.29,0,0,0,0,2,247.0,77.6,42.0,93.6,2446.0,6.0,137.0,0,0-2
683,FF,94.7,3.23,54.77,5.3,12.0,1,0,0.0,0,2,1.41,0.79,0.42,3.96,0,0,1,0,8,239.0,97.4,11.0,92.9,2367.0,5.7,115.0,3,0-2
690,SL,78.7,3.16,54.97,5.46,14.0,1,0,0.0,0,2,-1.44,-0.47,1.06,0.97,0,0,0,2,7,0.0,0.0,0.0,77.6,2024.0,5.5,294.0,2,0-2
701,SI,93.2,3.4,54.65,5.2,12.0,1,0,0.0,0,2,1.42,0.71,1.51,4.22,0,0,0,2,6,0.0,0.0,0.0,92.0,2299.0,5.9,112.0,1,0-2
710,FF,91.1,3.27,54.52,5.27,12.0,1,0,1.0,0,2,1.46,0.88,0.72,4.07,0,0,0,2,5,0.0,0.0,0.0,90.1,2265.0,6.0,117.0,0,0-2
711,FF,94.0,3.33,54.62,5.47,3.0,1,0,1.0,0,2,1.15,1.09,0.61,2.75,0,0,0,2,5,180.0,74.9,27.0,92.8,2311.0,5.9,130.0,0,0-2
714,FF,94.5,3.23,54.32,5.43,12.0,1,0,0.0,0,2,1.4,0.99,0.72,3.36,0,0,0,1,5,235.0,77.2,53.0,93.7,2397.0,6.2,122.0,0,0-2
723,FF,90.6,3.33,54.66,5.43,11.0,1,0,0.0,0,2,1.31,1.21,-0.57,4.29,0,0,0,0,5,0.0,0.0,0.0,88.7,2304.0,5.8,129.0,0,0-2
757,FF,95.5,3.04,54.53,5.91,11.0,0,0,0.0,0,2,1.24,0.96,-0.24,3.55,0,0,0,0,3,0.0,0.0,0.0,94.3,2444.0,6.0,124.0,0,0-2
762,SL,81.9,3.18,55.09,5.57,12.0,1,0,1.0,0,2,-1.31,-0.08,0.88,2.78,0,1,0,1,2,0.0,0.0,0.0,80.3,2407.0,5.4,281.0,0,0-2
763,SI,96.3,2.9,54.12,5.59,2.0,1,0,1.0,0,2,1.35,0.62,0.07,3.25,0,1,0,1,2,197.0,71.3,49.0,95.7,2361.0,6.4,110.0,0,0-2
772,SL,78.6,3.23,54.98,5.54,13.0,1,0,0.0,0,2,-0.82,-0.41,-0.69,1.46,0,0,0,0,2,0.0,0.0,0.0,77.1,2205.0,5.5,305.0,0,0-2
773,FF,94.9,3.06,54.53,5.76,12.0,1,0,1.0,0,2,0.86,0.91,0.85,3.8,0,0,0,0,2,0.0,0.0,0.0,94.0,2283.0,6.0,133.0,0,0-2
774,FF,93.5,3.41,54.58,5.47,12.0,1,0,1.0,0,2,0.98,0.88,0.7,3.88,0,0,0,0,2,195.0,74.2,59.0,92.4,2115.0,5.9,128.0,0,0-2
775,FF,94.4,3.33,54.63,5.62,2.0,1,0,1.0,0,2,0.89,0.93,0.17,3.06,0,0,0,0,2,0.0,0.0,0.0,93.4,2291.0,5.9,132.0,0,0-2
787,FF,94.9,3.22,54.55,5.93,11.0,1,0,0.0,0,2,1.13,1.33,-0.94,3.17,0,0,0,0,1,0.0,0.0,0.0,93.7,2430.0,6.0,137.0,0,0-2
808,SL,79.6,3.0,54.78,5.28,13.0,0,0,1.0,0,2,-1.21,-0.21,-1.22,0.74,0,0,1,0,3,0.0,0.0,0.0,78.6,2238.0,5.7,287.0,-3,0-2
832,FF,96.2,3.21,54.36,5.44,3.0,1,0,0.0,0,2,1.28,0.86,0.82,3.07,1,1,1,0,2,199.0,103.3,7.0,95.8,2214.0,6.1,120.0,0,0-2
851,FF,94.8,3.26,54.59,5.48,12.0,1,0,0.0,0,2,1.39,1.12,0.31,3.71,0,0,0,1,1,0.0,0.0,0.0,93.5,2371.0,5.9,125.0,0,0-2
858,SL,82.1,3.14,54.87,5.31,14.0,1,0,0.0,0,2,-0.7,-0.24,0.29,0.32,0,0,1,2,7,0.0,0.0,0.0,81.3,2477.0,5.6,298.0,-2,0-2
859,FF,96.0,3.04,54.16,5.64,3.0,1,0,1.0,0,2,1.06,1.22,0.54,3.37,0,0,1,2,7,0.0,0.0,0.0,95.8,2400.0,6.3,136.0,-2,0-2
864,FF,93.4,2.99,54.55,5.72,11.0,1,0,0.0,0,2,1.24,1.07,-0.73,3.91,0,0,1,1,7,0.0,0.0,0.0,92.4,2307.0,6.0,127.0,-2,0-2
871,SL,82.0,3.14,54.81,5.33,13.0,0,0,0.0,0,2,-0.57,-0.31,-1.13,0.5,0,0,0,1,7,0.0,0.0,0.0,80.7,2355.0,5.7,309.0,-2,0-2
874,SL,82.2,3.18,54.93,5.38,8.0,1,0,1.0,0,2,-1.29,-0.41,0.0,1.22,0,0,0,0,7,0.0,0.0,0.0,81.0,2356.0,5.6,293.0,-2,0-2
875,FF,93.3,3.36,54.32,5.3,12.0,1,0,1.0,0,2,1.12,1.21,1.5,3.82,0,0,0,0,7,186.0,77.4,22.0,93.1,2349.0,6.2,134.0,-2,0-2
876,FF,94.0,3.09,54.46,5.6,1.0,1,0,1.0,0,2,1.23,0.83,-0.54,3.11,0,0,0,0,7,256.0,93.4,19.0,93.2,2465.0,6.0,120.0,-2,0-2
914,SL,81.6,3.14,54.96,5.61,6.0,1,0,0.0,0,2,-0.92,-0.21,0.31,1.84,0,0,1,2,4,315.0,87.4,36.0,80.5,2426.0,5.5,291.0,-3,0-2
919,FF,95.8,2.98,54.29,5.79,1.0,1,0,1.0,0,2,1.07,1.12,-0.62,3.21,0,0,1,0,4,0.0,0.0,0.0,95.5,2415.0,6.2,133.0,-3,0-2
929,SL,81.2,3.23,55.0,5.45,13.0,1,0,0.0,0,2,-1.08,-0.61,-0.58,0.96,0,0,0,1,3,18.0,77.4,-1.0,79.7,2260.0,5.5,305.0,-3,0-2
938,FF,96.2,3.12,54.38,5.56,12.0,1,0,1.0,0,2,1.2,1.0,0.11,3.36,0,0,0,1,2,0.0,0.0,0.0,95.7,2482.0,6.1,126.0,-3,0-2
951,FF,94.8,3.15,54.3,5.61,12.0,1,0,0.0,0,2,1.18,1.22,0.04,4.93,0,0,0,0,2,0.0,0.0,0.0,94.3,2476.0,6.2,133.0,0,0-2
954,FF,98.7,2.99,54.46,5.71,12.0,1,0,1.0,0,2,1.08,1.32,0.14,3.44,0,0,1,2,1,0.0,0.0,0.0,97.8,2496.0,6.0,138.0,0,0-2
989,FF,97.5,3.07,54.54,5.73,12.0,1,0,0.0,0,2,1.38,1.19,0.47,4.2,0,0,0,1,7,0.0,0.0,0.0,96.3,2446.0,6.0,128.0,0,0-2
996,FF,97.7,2.97,54.28,5.38,11.0,1,0,0.0,0,2,0.99,1.15,-0.02,3.86,0,0,1,2,6,0.0,0.0,0.0,96.8,2287.0,6.2,136.0,0,0-2
1004,FF,97.1,2.99,54.58,5.73,12.0,1,0,1.0,0,2,1.23,1.03,1.13,3.42,0,0,1,0,6,0.0,0.0,0.0,96.1,2295.0,5.9,127.0,0,0-2
1005,FF,96.1,3.09,54.45,5.23,1.0,1,0,1.0,0,2,1.07,1.03,-0.66,3.01,0,0,1,0,6,0.0,0.0,0.0,94.9,2311.0,6.0,130.0,0,0-2
1017,SL,83.2,3.16,55.06,5.47,6.0,1,0,0.0,0,2,-1.21,0.11,0.54,2.02,0,0,1,2,5,351.0,96.8,30.0,81.7,2426.0,5.4,272.0,1,0-2
1018,FF,98.0,2.96,54.44,5.74,2.0,1,0,1.0,0,2,1.16,1.59,-0.03,3.18,0,0,1,2,5,194.0,76.8,26.0,96.9,2318.0,6.1,142.0,1,0-2
1021,FF,95.8,2.99,54.06,5.71,12.0,1,0,1.0,0,2,1.17,1.21,0.26,3.61,0,0,1,1,5,0.0,0.0,0.0,96.0,2310.0,6.4,133.0,1,0-2
1036,FF,98.0,3.05,54.34,5.75,11.0,1,0,1.0,0,2,1.27,1.73,-0.1,3.62,0,0,0,1,4,0.0,0.0,0.0,97.1,2318.0,6.2,142.0,0,0-2
1046,FF,97.0,3.14,54.73,5.38,11.0,0,0,0.0,0,2,1.33,0.99,-0.04,3.36,0,0,0,2,3,0.0,0.0,0.0,95.4,2410.0,5.8,123.0,0,0-2
1059,FF,93.8,3.19,54.63,5.23,11.0,1,0,0.0,0,2,1.1,1.28,-0.11,3.98,0,0,0,0,3,0.0,0.0,0.0,92.9,2240.0,5.9,137.0,0,0-2
1065,SL,76.9,3.13,55.26,5.43,14.0,1,0,0.0,0,2,-0.37,-0.17,1.8,2.02,0,0,0,2,2,0.0,0.0,0.0,75.5,2164.0,5.2,313.0,0,0-2
1066,SL,82.2,3.2,55.06,5.35,8.0,1,0,1.0,0,2,-1.23,-0.41,0.12,1.45,0,0,0,2,2,0.0,0.0,0.0,80.5,2450.0,5.4,295.0,0,0-2
1075,FF,98.6,3.14,54.43,5.35,12.0,1,0,0.0,0,2,1.17,0.93,0.92,4.13,0,0,1,2,1,0.0,0.0,0.0,98.1,2299.0,6.1,125.0,0,0-2
1088,SI,96.1,3.25,54.18,5.52,4.0,1,0,1.0,0,2,1.46,0.55,-0.63,2.72,0,0,0,2,8,0.0,0.0,0.0,95.3,2383.0,6.3,106.0,1,0-2
1093,SI,95.3,3.29,54.31,5.2,11.0,0,0,0.0,0,2,1.07,0.54,-0.36,3.93,0,0,0,1,8,0.0,0.0,0.0,94.7,2311.0,6.2,111.0,1,0-2
1099,FF,96.8,3.5,54.23,5.3,12.0,1,0,1.0,0,2,1.38,0.8,1.2,2.92,0,1,0,2,7,0.0,0.0,0.0,96.4,2356.0,6.3,116.0,1,0-2
1103,FF,94.0,3.38,54.84,5.51,12.0,1,0,0.0,0,2,1.31,0.86,3.56,4.4,0,0,1,1,7,0.0,0.0,0.0,92.2,2200.0,5.7,119.0,1,0-2
1155,FF,97.3,3.29,53.85,5.49,2.0,0,0,1.0,0,2,1.11,1.08,-0.14,3.52,0,0,1,2,4,0.0,0.0,0.0,97.6,2357.0,6.7,131.0,1,0-2
1161,FF,94.1,3.47,54.4,5.21,12.0,1,0,1.0,0,2,1.22,0.75,0.8,3.96,0,0,0,0,4,0.0,0.0,0.0,93.5,2202.0,6.1,117.0,1,0-2
1168,FF,96.5,3.41,54.37,5.41,12.0,1,0,0.0,0,2,1.22,1.15,0.98,4.28,0,0,0,1,3,0.0,0.0,0.0,95.5,2455.0,6.1,130.0,0,0-2
1177,FF,97.2,3.29,54.57,5.72,12.0,1,0,0.0,0,2,1.07,1.21,1.04,4.38,0,0,0,0,3,0.0,0.0,0.0,96.0,2327.0,5.9,135.0,0,0-2
1191,SL,82.0,3.24,54.99,5.5,14.0,1,0,0.0,0,2,-0.99,-0.39,1.08,1.33,0,0,0,1,1,0.0,0.0,0.0,80.5,2405.0,5.5,299.0,0,0-2
1243,FF,94.2,3.26,54.81,5.25,12.0,1,0,0.0,0,2,1.26,0.97,1.19,3.8,0,1,0,1,3,0.0,0.0,0.0,93.2,2351.0,5.7,124.0,0,0-2
1249,FF,93.8,3.18,54.36,5.32,12.0,1,0,0.0,0,2,1.0,1.42,0.6,5.36,0,0,1,0,3,0.0,0.0,0.0,93.1,2287.0,6.1,142.0,0,0-2
1270,FF,95.3,3.1,54.7,5.39,3.0,1,0,1.0,0,2,1.3,0.94,0.5,3.36,0,1,0,2,1,0.0,0.0,0.0,94.1,2381.0,5.8,122.0,-3,0-2
1271,SL,82.0,3.18,55.13,5.45,4.0,1,0,1.0,0,2,-0.82,-0.17,-0.8,1.99,0,1,0,2,1,64.0,80.3,3.0,80.3,2467.0,5.4,292.0,-3,0-2
1272,FF,95.6,3.06,54.09,5.32,2.0,1,0,1.0,0,2,1.38,0.94,0.09,2.81,0,1,0,2,1,173.0,71.3,25.0,95.9,2434.0,6.4,121.0,-3,0-2
1276,FF,96.6,2.95,54.45,5.63,12.0,1,0,1.0,0,2,1.37,1.04,0.84,3.77,0,1,1,1,1,0.0,0.0,0.0,95.4,2474.0,6.1,123.0,-1,0-2
1297,SL,81.8,3.14,55.12,5.51,14.0,1,0,0.0,0,2,-0.89,-0.16,0.94,1.3,0,0,0,2,7,0.0,0.0,0.0,79.8,2571.0,5.4,291.0,4,0-2
1298,SL,83.8,3.13,55.18,5.47,8.0,1,0,1.0,0,2,-1.26,0.33,-0.12,1.57,0,0,0,2,7,0.0,0.0,0.0,82.1,2636.0,5.3,262.0,4,0-2
1302,SI,93.7,3.39,54.53,5.14,12.0,1,0,0.0,0,2,1.48,0.68,1.61,4.27,0,0,0,1,7,0.0,0.0,0.0,93.3,2469.0,6.0,111.0,4,0-2
1363,FF,95.7,3.22,54.47,5.35,2.0,1,0,0.0,0,2,1.14,1.78,0.12,3.71,0,1,0,2,3,0.0,0.0,0.0,94.5,2397.0,6.0,145.0,2,0-2
1366,SL,82.9,3.09,54.91,5.33,13.0,0,0,1.0,0,2,-1.15,0.04,-1.12,2.05,0,1,0,1,3,0.0,0.0,0.0,81.5,2560.0,5.6,276.0,2,0-2
1393,SL,81.1,3.07,55.33,5.48,13.0,0,0,0.0,0,2,-0.69,0.41,-0.29,1.3,0,0,0,1,2,0.0,0.0,0.0,79.3,2618.0,5.2,250.0,1,0-2
1442,SL,79.9,2.93,54.76,5.62,7.0,0,0,0.0,0,2,-1.06,-0.32,-0.37,1.47,0,0,1,1,5,277.0,76.2,36.0,78.8,2351.0,5.7,294.0,6,0-2
1471,SL,82.3,3.1,55.11,5.63,13.0,1,0,0.0,0,2,-0.75,-0.34,-0.19,1.39,0,0,1,2,3,0.0,0.0,0.0,80.8,2433.0,5.4,303.0,5,0-2
1489,SL,77.8,3.11,55.22,5.52,14.0,1,0,0.0,0,2,-1.33,-0.31,0.41,1.34,0,0,0,2,2,0.0,0.0,0.0,76.1,2395.0,5.3,290.0,5,0-2
1514,FF,94.9,3.07,54.58,5.59,11.0,1,0,0.0,0,2,1.25,0.99,-0.49,3.81,0,0,0,1,1,0.0,0.0,0.0,93.9,2529.0,5.9,125.0,5,0-2
1529,SL,80.5,2.96,55.36,5.52,8.0,1,0,0.0,0,2,-0.89,-0.55,-0.03,1.04,0,0,0,0,8,9.0,76.1,-7.0,78.8,2604.0,5.1,308.0,1,0-2
1534,SL,79.9,3.04,55.25,5.57,14.0,1,0,0.0,0,2,-1.1,0.06,1.27,2.01,0,0,1,2,7,0.0,0.0,0.0,78.5,2459.0,5.2,275.0,1,0-2
1538,FF,96.1,3.11,54.45,5.38,12.0,1,0,0.0,0,2,1.22,0.98,0.44,4.06,0,0,1,1,7,0.0,0.0,0.0,95.4,2373.0,6.0,125.0,1,0-2
1554,SL,79.6,3.13,55.15,5.52,13.0,1,0,1.0,0,2,-0.97,-0.21,-0.26,0.45,0,0,0,2,6,0.0,0.0,0.0,77.7,2384.0,5.4,292.0,1,0-2
1561,FF,91.8,3.19,54.71,5.2,12.0,1,0,0.0,0,2,1.41,0.92,1.53,4.04,0,0,0,0,6,0.0,0.0,0.0,90.4,2264.0,5.8,119.0,1,0-2
1562,SL,77.4,3.04,55.31,5.51,6.0,1,0,1.0,0,2,-1.57,-0.52,0.56,2.46,0,0,0,0,6,155.0,61.8,54.0,75.5,2244.0,5.2,294.0,1,0-2
1566,FF,92.2,3.25,54.78,5.19,12.0,0,0,0.0,0,2,1.43,1.04,0.97,4.11,0,0,0,2,5,0.0,0.0,0.0,90.9,2268.0,5.7,122.0,1,0-2
1581,SL,79.2,2.84,55.38,5.53,13.0,1,0,0.0,0,2,-0.79,-0.36,-0.7,0.21,0,0,1,2,4,0.0,0.0,0.0,77.5,2329.0,5.1,303.0,1,0-2
