,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
262,SL,80.8,3.08,54.92,5.24,7.0,1,0,1.0,2,2,-0.97,-0.13,-0.38,1.24,0,0,0,0,1,0.0,0.0,0.0,79.4,2503.0,5.6,287.0,0,2-2
263,CH,89.7,3.33,54.61,5.02,14.0,1,0,1.0,2,2,1.57,0.68,1.36,2.31,0,0,0,0,1,0.0,0.0,0.0,89.0,2173.0,5.9,110.0,0,2-2
264,SL,82.9,3.09,55.08,5.31,2.0,1,0,1.0,2,2,-1.22,-0.08,0.26,2.7,0,0,0,0,1,160.0,64.7,33.0,81.4,2670.0,5.4,281.0,0,2-2
269,SL,83.0,3.19,54.92,5.37,14.0,0,0,1.0,2,2,-1.05,-0.39,0.85,1.98,0,0,0,2,8,0.0,0.0,0.0,81.2,2482.0,5.6,298.0,8,2-2
274,SL,82.0,3.08,54.99,5.4,11.0,1,0,0.0,2,2,-1.74,-0.43,-1.02,3.06,0,0,0,1,8,2.0,60.4,-53.0,80.3,2503.0,5.5,289.0,8,2-2
299,FF,98.8,3.22,54.53,5.58,5.0,0,0,0.0,2,2,1.26,1.29,0.24,2.62,0,0,0,1,6,4.0,51.1,-35.0,97.3,2516.0,6.0,133.0,6,2-2
305,SI,91.5,3.08,54.52,5.08,8.0,1,0,0.0,2,2,1.25,0.19,-0.22,1.47,0,0,0,0,6,0.0,0.0,0.0,90.5,2196.0,6.0,93.0,6,2-2
330,FF,97.7,3.24,54.76,5.57,13.0,1,0,0.0,2,2,1.46,1.04,-1.8,2.69,0,0,0,1,4,0.0,0.0,0.0,95.8,2483.0,5.7,122.0,4,2-2
336,CH,85.6,3.3,54.61,5.07,14.0,1,0,1.0,2,2,2.18,0.36,1.25,2.14,0,0,0,0,4,0.0,0.0,0.0,84.7,1834.0,5.9,96.0,4,2-2
358,SL,82.8,2.89,55.04,5.31,5.0,1,0,1.0,2,2,-0.6,-0.33,0.26,2.21,0,0,1,0,2,0.0,0.0,0.0,81.6,2337.0,5.5,308.0,0,2-2
363,SL,83.3,3.0,55.27,5.58,6.0,1,0,0.0,2,2,-0.66,-0.55,0.3,2.3,0,0,0,0,2,183.0,85.0,15.0,81.5,2411.0,5.2,316.0,0,2-2
364,FF,94.8,3.1,54.86,5.37,4.0,1,0,1.0,2,2,1.27,1.0,-0.76,2.29,0,0,0,0,2,115.0,68.9,13.0,93.3,2196.0,5.6,125.0,0,2-2
381,CH,88.6,3.35,54.5,5.13,13.0,1,0,0.0,2,2,1.53,0.12,-0.05,0.72,0,0,0,2,6,0.0,0.0,0.0,87.5,1973.0,6.0,89.0,-2,2-2
400,SL,80.4,3.29,54.84,5.46,8.0,1,0,0.0,2,2,-1.09,-0.59,0.2,1.78,0,0,0,1,5,22.0,95.1,-3.0,79.0,2425.0,5.7,305.0,-1,2-2
428,FF,96.7,3.12,54.34,5.72,11.0,1,0,0.0,2,2,1.11,1.39,-1.29,3.14,0,0,0,0,4,0.0,0.0,0.0,95.4,2365.0,6.2,139.0,1,2-2
440,SI,92.3,3.46,54.57,5.3,12.0,0,0,1.0,2,2,1.6,0.64,1.71,2.58,0,0,0,0,3,0.0,0.0,0.0,91.1,2109.0,5.9,107.0,0,2-2
481,FF,97.7,3.2,54.38,5.33,13.0,0,0,0.0,2,2,1.57,0.91,-0.3,1.46,1,0,1,1,6,0.0,0.0,0.0,96.8,2419.0,6.1,117.0,9,2-2
490,SL,80.4,3.19,54.89,5.25,5.0,0,0,1.0,2,2,-1.36,-0.44,-0.21,2.16,0,0,1,0,6,0.0,0.0,0.0,79.1,2528.0,5.6,294.0,9,2-2
491,FF,96.9,3.28,54.57,5.27,2.0,0,0,1.0,2,2,1.29,1.07,0.16,2.73,0,0,1,0,6,188.0,69.6,31.0,96.1,2444.0,5.9,127.0,9,2-2
509,CH,86.5,3.37,54.54,5.16,7.0,1,0,1.0,2,2,1.52,0.61,-0.41,2.17,0,0,0,1,5,0.0,0.0,0.0,85.7,2073.0,6.0,107.0,9,2-2
510,FF,96.1,3.19,54.34,5.46,2.0,1,0,1.0,2,2,1.29,1.0,0.02,2.95,0,0,0,1,5,282.0,86.4,22.0,95.7,2356.0,6.2,125.0,9,2-2
527,FF,92.6,3.23,54.54,5.44,1.0,1,0,0.0,2,2,1.3,1.14,-0.49,3.88,0,0,0,0,4,0.0,0.0,0.0,91.4,2298.0,6.0,128.0,9,2-2
541,CH,88.2,3.33,54.47,5.02,14.0,1,0,1.0,2,2,1.88,0.14,1.55,1.96,0,0,0,2,2,0.0,0.0,0.0,87.0,2115.0,6.0,89.0,3,2-2
556,SL,81.7,3.19,54.97,5.36,13.0,0,0,0.0,2,2,-1.25,-0.2,-1.11,1.28,0,0,1,2,1,0.0,0.0,0.0,80.1,2497.0,5.5,286.0,0,2-2
557,FF,96.5,3.11,54.03,5.47,6.0,0,0,1.0,2,2,1.23,1.01,0.58,2.26,0,0,1,2,1,226.0,74.8,30.0,96.4,2432.0,6.5,126.0,0,2-2
569,SL,81.0,3.22,54.72,5.38,14.0,0,0,0.0,2,2,-1.15,-0.75,0.2,0.48,0,0,0,0,1,0.0,0.0,0.0,79.5,2389.0,5.8,309.0,0,2-2
574,SL,81.0,3.05,54.92,5.61,5.0,1,0,0.0,2,2,-1.13,0.18,-0.06,2.78,0,0,0,1,5,226.0,70.1,24.0,79.6,2499.0,5.6,269.0,-3,2-2
575,FF,96.5,2.99,54.33,5.65,4.0,1,0,1.0,2,2,1.17,1.94,-0.63,2.73,0,0,0,1,5,144.0,59.9,57.0,95.1,2367.0,6.2,147.0,-3,2-2
576,SL,79.1,2.86,55.19,5.48,9.0,1,0,1.0,2,2,-1.14,0.15,0.82,1.54,0,0,0,1,5,0.0,0.0,0.0,77.5,2337.0,5.3,271.0,-3,2-2
581,SL,81.8,3.02,54.48,5.51,13.0,1,0,1.0,2,2,-1.21,-0.13,-0.85,0.98,0,0,0,0,5,0.0,0.0,0.0,80.9,2618.0,6.0,283.0,-3,2-2
582,FF,93.7,3.07,54.16,5.4,12.0,1,0,1.0,2,2,1.38,1.65,0.06,3.58,0,0,0,0,5,0.0,0.0,0.0,93.0,2355.0,6.3,138.0,-3,2-2
594,FF,96.8,2.97,54.07,5.47,4.0,0,0,1.0,2,2,1.15,1.37,-0.7,2.21,0,1,0,1,4,0.0,0.0,0.0,96.6,2272.0,6.4,138.0,-3,2-2
601,SL,82.1,3.02,55.01,5.52,13.0,0,0,0.0,2,2,-0.76,0.22,-0.29,1.15,0,0,0,1,4,0.0,0.0,0.0,80.4,2378.0,5.5,265.0,-3,2-2
602,SL,81.5,3.13,55.22,5.38,5.0,0,0,1.0,2,2,-1.3,-0.15,0.06,2.15,0,0,0,1,4,155.0,65.6,62.0,79.5,2446.0,5.3,284.0,-3,2-2
607,SL,84.7,3.1,54.78,5.5,9.0,1,0,0.0,2,2,-0.79,0.19,0.34,1.8,0,0,0,1,4,375.0,95.6,27.0,83.5,2536.0,5.7,267.0,-2,2-2
608,FF,96.3,3.03,54.06,5.53,5.0,1,0,1.0,2,2,0.92,1.61,-0.21,2.55,0,0,0,1,4,194.0,102.6,11.0,95.9,2364.0,6.4,149.0,-2,2-2
616,FF,94.5,3.12,54.33,5.59,11.0,1,0,0.0,2,2,1.44,1.27,-1.07,3.32,0,0,0,1,4,0.0,0.0,0.0,93.4,2406.0,6.2,128.0,-1,2-2
617,FF,94.7,3.01,54.56,5.68,5.0,1,0,1.0,2,2,1.41,1.67,0.24,2.42,0,0,0,1,4,190.0,70.8,38.0,92.9,2457.0,5.9,137.0,-1,2-2
623,SL,81.7,3.14,54.97,5.38,9.0,1,0,1.0,2,2,-1.04,-0.23,0.76,1.87,0,0,0,2,3,0.0,0.0,0.0,80.5,2344.0,5.5,290.0,-1,2-2
640,SL,80.8,3.03,54.88,5.53,7.0,0,0,0.0,2,2,-1.24,-0.1,-0.75,2.03,0,0,1,2,2,0.0,0.0,0.0,79.2,2354.0,5.6,283.0,0,2-2
641,FF,98.1,3.03,54.05,5.64,1.0,0,0,1.0,2,2,1.5,1.79,-0.31,3.4,0,0,1,2,2,0.0,0.0,0.0,97.0,2441.0,6.4,138.0,0,2-2
650,FF,96.4,3.13,54.04,5.39,13.0,1,0,0.0,2,2,1.52,1.23,-1.04,2.14,0,0,0,1,2,0.0,0.0,0.0,95.9,2472.0,6.5,126.0,0,2-2
651,FF,96.1,2.97,54.51,5.71,5.0,1,0,1.0,2,2,1.37,1.62,-0.07,2.9,0,0,0,1,2,0.0,0.0,0.0,94.3,2493.0,6.0,138.0,0,2-2
669,FF,96.7,3.18,54.49,5.18,11.0,1,0,0.0,2,2,1.19,0.96,-0.86,3.12,0,0,1,1,1,0.0,0.0,0.0,95.5,2442.0,6.0,125.0,0,2-2
693,SL,80.8,3.12,55.04,5.55,5.0,1,0,0.0,2,2,-1.08,-0.11,-0.07,2.44,0,0,0,1,7,313.0,87.3,24.0,78.7,2454.0,5.5,285.0,2,2-2
694,SL,83.6,3.26,55.07,5.57,13.0,1,0,1.0,2,2,-1.01,0.0,-1.09,2.29,0,0,0,1,7,0.0,0.0,0.0,81.6,2655.0,5.4,279.0,2,2-2
704,SL,79.8,3.32,55.06,5.53,7.0,0,0,1.0,2,2,-0.98,-0.25,-0.57,1.6,0,0,0,1,6,0.0,0.0,0.0,78.2,2431.0,5.4,293.0,1,2-2
719,FF,94.2,3.26,54.28,5.51,12.0,1,0,0.0,2,2,1.19,0.99,1.71,3.95,0,0,0,0,5,0.0,0.0,0.0,93.2,2301.0,6.2,125.0,0,2-2
720,SL,81.2,3.15,55.1,5.52,8.0,1,0,1.0,2,2,-1.1,-0.03,-0.04,1.86,0,0,0,0,5,6.0,59.3,-20.0,79.4,2467.0,5.4,280.0,0,2-2
721,SL,79.9,3.17,55.24,5.54,7.0,1,0,1.0,2,2,-1.31,-0.2,-0.67,2.0,0,0,0,0,5,0.0,0.0,0.0,77.5,2487.0,5.3,286.0,0,2-2
726,FF,95.2,3.15,53.97,5.85,5.0,1,0,1.0,2,2,1.19,0.9,-0.05,2.45,0,0,0,2,4,0.0,0.0,0.0,95.3,2369.0,6.5,123.0,0,2-2
744,FF,96.0,3.18,54.46,5.56,13.0,1,0,0.0,2,2,1.48,1.12,-1.12,2.07,0,0,0,2,3,0.0,0.0,0.0,93.9,2425.0,6.0,123.0,0,2-2
750,SL,79.9,3.17,55.25,5.5,12.0,0,0,0.0,2,2,-1.51,-0.08,1.51,3.0,0,0,0,1,3,0.0,0.0,0.0,77.6,2473.0,5.3,280.0,0,2-2
803,FF,94.2,3.13,54.42,5.38,11.0,1,0,0.0,2,2,0.74,1.04,-0.99,3.48,0,0,1,1,3,0.0,0.0,0.0,93.4,2164.0,6.1,141.0,-3,2-2
814,FF,93.6,3.33,54.33,5.23,11.0,1,0,0.0,2,2,1.29,1.04,-0.71,3.87,0,0,0,0,3,0.0,0.0,0.0,92.6,2243.0,6.2,125.0,-3,2-2
815,SL,81.3,3.13,55.32,5.52,8.0,1,0,1.0,2,2,-1.13,0.55,-0.19,1.66,0,0,0,0,3,158.0,61.9,41.0,78.7,2280.0,5.2,253.0,-3,2-2
826,FF,95.9,3.23,54.16,5.06,1.0,1,0,0.0,2,2,1.11,1.01,-0.63,2.96,1,1,1,0,2,8.0,64.9,-18.0,95.9,2270.0,6.3,129.0,-1,2-2
827,SL,83.2,3.22,54.77,5.41,13.0,1,0,1.0,2,2,-0.79,0.37,-0.46,1.3,1,1,1,0,2,4.0,59.4,-21.0,82.2,2333.0,5.7,254.0,-1,2-2
843,FF,96.9,3.08,54.07,5.31,1.0,1,0,0.0,2,2,1.19,1.04,-0.5,3.37,0,1,0,2,1,218.0,68.3,37.0,96.6,2233.0,6.4,128.0,0,2-2
867,FF,92.8,3.39,54.4,5.19,9.0,0,0,0.0,2,2,1.41,1.0,0.6,1.73,0,0,0,1,7,11.0,84.1,-8.0,92.2,2318.0,6.1,122.0,-2,2-2
898,FF,97.0,3.02,54.53,5.78,11.0,1,0,0.0,2,2,1.13,1.22,-0.25,4.25,1,0,0,2,5,0.0,0.0,0.0,96.1,2571.0,6.0,134.0,-3,2-2
903,FF,97.2,3.1,54.31,5.78,12.0,1,0,1.0,2,2,1.22,1.32,0.75,3.9,0,1,0,1,5,0.0,0.0,0.0,96.8,2501.0,6.2,135.0,-3,2-2
924,FF,96.4,3.15,53.97,5.29,1.0,1,0,0.0,2,2,1.35,0.89,-0.58,2.57,0,0,1,1,3,116.0,75.3,11.0,96.4,2457.0,6.5,120.0,-3,2-2
963,FF,97.8,3.02,54.0,5.75,12.0,1,0,1.0,2,2,0.94,1.4,0.15,3.95,0,0,0,1,1,0.0,0.0,0.0,98.0,2417.0,6.5,144.0,0,2-2
969,FF,97.4,3.16,54.09,5.71,7.0,0,0,0.0,2,2,1.11,1.38,-0.4,1.62,0,0,0,0,1,0.0,0.0,0.0,97.2,2464.0,6.4,139.0,0,2-2
986,SL,81.5,3.17,55.19,5.5,11.0,1,0,0.0,2,2,-1.22,0.12,-2.42,2.52,0,0,0,1,7,0.0,0.0,0.0,79.3,2477.0,5.3,273.0,0,2-2
999,FF,98.3,2.93,54.53,5.74,12.0,1,0,1.0,2,2,1.26,1.42,1.56,4.37,0,0,1,1,6,0.0,0.0,0.0,97.3,2273.0,6.0,136.0,0,2-2
1012,FF,97.7,3.02,54.16,5.34,11.0,0,0,1.0,2,2,1.02,1.44,-0.47,2.82,1,0,0,2,5,0.0,0.0,0.0,97.4,2344.0,6.3,142.0,0,2-2
1062,FF,98.0,3.15,54.44,5.69,12.0,1,0,1.0,2,2,1.28,1.66,1.21,2.89,0,0,0,2,2,0.0,0.0,0.0,97.2,2323.0,6.1,140.0,0,2-2
1063,SL,81.4,3.13,54.96,5.41,5.0,1,0,1.0,2,2,-1.12,-0.37,-0.03,1.73,0,0,0,2,2,4.0,59.1,-25.0,80.2,2320.0,5.5,295.0,0,2-2
1079,SL,82.1,3.2,55.46,5.42,12.0,1,0,0.0,2,2,-1.07,0.1,3.1,3.44,0,0,0,2,1,0.0,0.0,0.0,80.0,2507.0,5.0,274.0,0,2-2
1111,FF,97.3,3.36,54.03,5.49,12.0,1,0,1.0,2,2,1.01,1.23,1.05,3.39,0,0,1,2,6,0.0,0.0,0.0,96.9,2416.0,6.5,137.0,1,2-2
1112,SL,81.1,3.41,54.64,5.43,7.0,1,0,1.0,2,2,-1.25,-0.42,-0.59,1.76,0,0,1,2,6,0.0,0.0,0.0,79.9,2363.0,5.9,295.0,1,2-2
1113,FF,96.0,3.53,54.05,5.33,6.0,1,0,1.0,2,2,1.29,0.94,0.6,2.64,0,0,1,2,6,177.0,74.8,29.0,95.5,2415.0,6.4,122.0,1,2-2
1114,SL,82.5,3.42,54.73,5.5,7.0,1,0,1.0,2,2,-1.17,-0.1,-0.76,1.84,0,0,1,2,6,0.0,0.0,0.0,81.4,2425.0,5.8,282.0,1,2-2
1119,SL,82.3,3.34,54.66,5.4,13.0,1,0,1.0,2,2,-1.41,-0.25,-1.08,1.59,0,0,1,1,6,0.0,0.0,0.0,81.1,2278.0,5.8,286.0,1,2-2
1120,SL,82.2,3.21,54.86,5.55,8.0,1,0,1.0,2,2,-1.31,-0.21,-0.12,1.67,0,0,1,1,6,0.0,0.0,0.0,80.5,2371.0,5.6,286.0,1,2-2
1128,FF,97.1,3.58,54.47,5.34,12.0,0,0,0.0,2,2,1.02,0.82,0.98,2.75,0,0,0,0,6,266.0,78.4,39.0,96.1,2408.0,6.0,125.0,1,2-2
1143,FF,97.1,3.42,54.18,5.34,12.0,1,0,0.0,2,2,1.26,1.01,0.79,4.68,0,0,1,1,5,0.0,0.0,0.0,96.6,2361.0,6.3,125.0,1,2-2
1150,FF,95.4,3.45,54.39,5.35,5.0,1,0,1.0,2,2,1.27,0.89,-0.24,2.54,0,0,0,0,5,0.0,0.0,0.0,94.6,2361.0,6.1,121.0,1,2-2
1166,SL,79.7,3.29,54.88,5.38,8.0,1,0,1.0,2,2,-1.49,-0.51,-0.05,1.68,0,0,0,1,3,0.0,0.0,0.0,78.7,2251.0,5.6,294.0,0,2-2
1173,SL,80.9,3.38,55.13,5.56,13.0,1,0,0.0,2,2,-1.64,-0.34,-1.15,1.49,0,0,0,0,3,0.0,0.0,0.0,79.1,2453.0,5.4,287.0,0,2-2
1189,FF,97.6,3.48,54.37,5.44,4.0,1,0,1.0,2,2,1.19,1.48,-0.69,2.43,0,0,0,1,1,0.0,0.0,0.0,96.3,2492.0,6.1,139.0,0,2-2
1194,SL,83.0,3.22,55.07,5.64,5.0,1,0,1.0,2,2,-1.22,-0.11,0.06,2.61,0,0,0,0,1,0.0,0.0,0.0,81.3,2445.0,5.4,282.0,0,2-2
1203,FF,94.7,3.02,54.49,5.62,11.0,1,0,0.0,2,2,1.1,1.19,-0.38,3.6,0,1,0,2,5,0.0,0.0,0.0,93.9,2355.0,6.0,134.0,0,2-2
1204,FF,96.4,2.97,54.63,5.78,2.0,1,0,1.0,2,2,1.12,0.95,0.2,3.18,0,1,0,2,5,0.0,0.0,0.0,95.4,2462.0,5.9,127.0,0,2-2
1211,FF,90.7,3.23,54.61,5.27,6.0,0,0,0.0,2,2,1.38,0.97,0.78,2.35,0,0,0,1,5,45.0,94.8,0.0,90.0,2267.0,5.9,121.0,0,2-2
1212,FF,94.7,3.01,54.71,5.54,1.0,0,0,1.0,2,2,1.17,1.24,-0.31,3.16,0,0,0,1,5,274.0,83.6,44.0,93.5,2416.0,5.8,134.0,0,2-2
1217,FF,93.2,3.07,54.55,5.38,2.0,1,0,0.0,2,2,1.57,1.0,0.19,3.04,0,0,0,0,5,257.0,84.9,48.0,92.4,2443.0,5.9,119.0,0,2-2
1224,FF,91.9,3.25,54.9,5.23,11.0,1,0,0.0,2,2,1.38,0.89,-0.08,3.59,0,0,0,2,4,0.0,0.0,0.0,90.2,2410.0,5.6,119.0,0,2-2
1225,FF,96.1,3.04,54.75,5.78,11.0,1,0,1.0,2,2,1.09,1.38,-0.06,3.59,0,0,0,2,4,158.0,72.6,71.0,94.5,2437.0,5.8,139.0,0,2-2
1286,FF,95.8,2.83,54.48,5.77,13.0,1,0,0.0,2,2,1.07,1.24,-1.52,1.96,0,0,1,0,1,0.0,0.0,0.0,95.0,2372.0,6.0,137.0,0,2-2
1294,FF,91.6,2.99,54.44,5.48,12.0,1,0,1.0,2,2,1.26,1.43,1.21,2.64,0,0,0,2,7,0.0,0.0,0.0,90.2,2353.0,6.1,135.0,4,2-2
1295,FF,96.1,2.84,54.12,5.71,8.0,1,0,1.0,2,2,1.03,1.45,-0.04,1.77,0,0,0,2,7,0.0,0.0,0.0,95.0,2489.0,6.4,139.0,4,2-2
1311,SL,82.7,3.02,55.09,5.41,9.0,1,0,1.0,2,2,-0.66,-0.04,0.79,2.13,0,0,1,1,6,0.0,0.0,0.0,81.0,2360.0,5.4,287.0,4,2-2
1323,SL,81.7,3.05,55.03,5.3,14.0,0,0,0.0,2,2,-1.21,-0.39,1.23,1.4,0,0,0,0,6,0.0,0.0,0.0,80.5,2367.0,5.5,294.0,4,2-2
1324,SL,75.8,3.13,55.43,5.43,6.0,0,0,1.0,2,2,-0.8,-0.38,0.46,2.62,0,0,0,0,6,4.0,61.5,-38.0,74.0,2411.0,5.1,304.0,4,2-2
1325,SL,81.8,3.18,55.17,5.52,12.0,0,0,1.0,2,2,-1.02,0.21,0.96,2.93,0,0,0,0,6,0.0,0.0,0.0,80.5,2451.0,5.3,266.0,4,2-2
1326,FF,95.5,3.05,54.27,5.77,12.0,0,0,1.0,2,2,1.35,1.31,0.86,2.5,0,0,0,0,6,122.0,79.7,9.0,94.7,2347.0,6.2,131.0,4,2-2
1327,FF,95.6,3.06,54.52,5.4,5.0,0,0,1.0,2,2,1.24,1.21,-0.27,2.58,0,0,0,0,6,205.0,74.0,33.0,94.4,2304.0,6.0,131.0,4,2-2
1332,FF,96.4,2.87,54.63,5.77,1.0,1,0,1.0,2,2,1.1,1.44,-0.67,2.8,0,0,0,2,5,0.0,0.0,0.0,94.8,2476.0,5.9,140.0,4,2-2
1333,SL,82.2,3.08,55.24,5.56,6.0,1,0,1.0,2,2,-0.54,0.2,0.79,2.09,0,0,0,2,5,0.0,0.0,0.0,81.1,2506.0,5.3,263.0,4,2-2
1341,SL,79.3,3.24,55.31,5.54,13.0,1,0,0.0,2,2,-1.02,0.03,-0.45,1.48,0,0,0,0,5,0.0,0.0,0.0,77.4,2514.0,5.2,278.0,4,2-2
1350,FF,95.1,3.06,54.38,5.25,13.0,1,0,0.0,2,2,1.21,0.94,-0.47,1.43,0,0,0,2,4,0.0,0.0,0.0,94.5,2358.0,6.1,125.0,4,2-2
1351,FF,97.0,2.86,54.12,5.63,1.0,1,0,1.0,2,2,1.12,1.17,-0.44,3.0,0,0,0,2,4,0.0,0.0,0.0,97.2,2424.0,6.4,134.0,4,2-2
1371,SL,75.0,3.02,54.48,5.4,7.0,1,0,1.0,2,2,-1.0,-0.35,-0.66,1.87,0,0,0,0,3,0.0,0.0,0.0,74.5,2225.0,6.0,298.0,2,2-2
1372,SL,81.9,3.01,55.08,5.57,8.0,1,0,1.0,2,2,-0.65,0.56,-0.02,1.94,0,0,0,0,3,3.0,68.5,-31.0,80.6,2562.0,5.4,237.0,2,2-2
1373,FF,90.5,3.13,54.5,5.51,6.0,1,0,1.0,2,2,1.37,1.44,0.4,2.42,0,0,0,0,3,174.0,68.4,61.0,89.8,2337.0,6.0,134.0,2,2-2
1374,FF,94.5,3.14,54.55,5.43,4.0,1,0,1.0,2,2,1.29,1.18,-0.35,2.68,0,0,0,0,3,0.0,0.0,0.0,93.6,2362.0,5.9,129.0,2,2-2
1385,SL,75.9,3.08,55.08,5.45,13.0,1,0,0.0,2,2,-0.77,-0.1,-2.15,0.5,0,0,0,2,2,0.0,0.0,0.0,74.1,2402.0,5.4,290.0,1,2-2
1386,SL,79.4,3.05,55.03,5.49,5.0,1,0,1.0,2,2,-1.19,-0.08,0.05,2.61,0,0,0,2,2,241.0,80.3,22.0,78.4,2300.0,5.5,280.0,1,2-2
1391,SL,77.7,3.1,55.34,5.41,4.0,0,0,0.0,2,2,-0.85,0.02,-0.81,2.22,0,0,0,1,2,42.0,61.8,82.0,75.9,2365.0,5.2,279.0,1,2-2
1404,FF,95.1,3.19,54.44,5.37,1.0,1,0,1.0,2,2,1.23,1.28,-0.42,2.87,0,0,0,0,1,0.0,0.0,0.0,94.3,2390.0,6.1,133.0,0,2-2
1420,SL,82.4,3.14,55.15,5.71,13.0,1,0,1.0,2,2,-0.9,-0.57,-0.86,0.91,0,0,1,0,6,0.0,0.0,0.0,81.1,2467.0,5.4,308.0,6,2-2
1421,FF,96.3,3.17,54.36,5.6,2.0,1,0,1.0,2,2,1.18,1.03,-0.07,3.06,0,0,1,0,6,192.0,71.9,36.0,95.7,2349.0,6.1,128.0,6,2-2
1433,SL,81.9,2.89,55.07,5.52,12.0,1,0,1.0,2,2,-0.47,-0.33,0.93,2.29,1,1,0,2,5,0.0,0.0,0.0,80.5,2503.0,5.5,316.0,6,2-2
1434,SL,81.2,3.04,55.14,5.56,2.0,1,0,1.0,2,2,-1.03,0.11,-0.06,3.16,1,1,0,2,5,0.0,0.0,0.0,79.7,2574.0,5.4,280.0,6,2-2
