,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
62,SL,80.1,2.94,54.96,5.21,12.0,1,0,1.0,0,0,-1.19,-0.02,0.24,3.18,0,0,0,0,5,0.0,0.0,0.0,78.9,2567.0,5.5,279.0,-1,0-0
64,FF,97.6,3.17,54.53,5.1,8.0,0,0,1.0,0,0,1.2,0.89,0.06,2.15,0,0,0,2,4,0.0,0.0,0.0,96.6,2487.0,6.0,123.0,-1,0-0
71,CH,92.2,3.32,54.4,4.87,14.0,1,0,0.0,0,0,1.73,0.04,0.71,1.1,0,0,0,1,4,0.0,0.0,0.0,91.9,2144.0,6.1,88.0,-1,0-0
76,FF,95.6,3.14,54.46,5.17,2.0,0,0,1.0,0,0,1.29,1.02,0.2,2.91,0,0,0,0,4,0.0,0.0,0.0,95.1,2447.0,6.0,125.0,-1,0-0
81,FF,95.2,3.25,54.4,5.01,12.0,0,0,0.0,0,0,1.19,0.89,1.14,3.81,0,1,0,0,6,0.0,0.0,0.0,94.4,2163.0,6.1,122.0,-3,0-0
87,SI,87.7,3.18,54.24,5.1,9.0,1,0,1.0,0,0,1.38,0.61,0.45,1.86,0,0,0,0,6,0.0,0.0,0.0,87.0,2058.0,6.3,108.0,-3,0-0
90,SL,80.6,2.99,54.89,5.31,14.0,1,0,1.0,0,0,-1.19,-0.71,0.87,2.37,0,0,0,2,5,0.0,0.0,0.0,79.4,2377.0,5.6,306.0,-3,0-0
91,SI,95.6,3.21,54.53,5.14,5.0,1,0,0.0,0,0,1.33,0.33,-0.19,2.28,0,0,0,2,5,415.0,108.5,23.0,94.5,2348.0,6.0,99.0,-2,0-0
97,CH,89.2,3.29,54.39,4.99,14.0,1,0,0.0,0,0,1.61,0.0,1.76,2.19,0,0,0,1,5,0.0,0.0,0.0,88.6,2112.0,6.1,85.0,-2,0-0
101,SL,81.0,3.0,55.06,5.43,14.0,1,0,1.0,0,0,-1.49,-0.24,0.85,2.66,0,0,0,0,5,0.0,0.0,0.0,79.1,2531.0,5.4,286.0,-2,0-0
102,FF,95.4,3.13,54.3,5.11,6.0,0,0,0.0,0,0,1.18,0.82,0.3,2.65,0,1,0,2,4,185.0,67.6,53.0,94.3,2411.0,6.2,121.0,-2,0-0
105,CH,89.1,3.17,54.65,5.09,13.0,1,0,0.0,0,0,1.38,0.24,-0.42,1.44,0,1,1,2,4,0.0,0.0,0.0,87.9,1963.0,5.9,94.0,0,0-0
109,FF,88.2,3.23,54.53,5.1,14.0,1,0,0.0,0,0,1.39,0.67,1.07,1.67,0,1,1,1,4,0.0,0.0,0.0,87.0,2077.0,6.0,110.0,0,0-0
111,SL,81.4,3.0,54.7,5.14,5.0,0,0,1.0,0,0,-1.27,-0.22,-0.02,2.71,0,1,0,1,4,0.0,0.0,0.0,80.5,2556.0,5.8,287.0,0,0-0
117,FF,93.0,3.17,54.63,5.33,2.0,1,0,1.0,0,0,0.91,1.04,0.11,3.14,0,0,0,1,4,0.0,0.0,0.0,91.4,2333.0,5.9,135.0,0,0-0
121,SL,80.5,3.07,54.88,5.36,6.0,1,0,1.0,0,0,-1.15,0.0,0.63,2.4,0,0,0,0,4,0.0,0.0,0.0,79.0,2528.0,5.6,279.0,0,0-0
125,SL,81.9,3.04,54.79,5.26,4.0,1,0,1.0,0,0,-1.54,-0.27,-0.46,1.87,0,0,1,1,3,0.0,0.0,0.0,80.3,2495.0,5.7,286.0,-1,0-0
126,FF,94.2,3.16,54.6,5.21,3.0,1,0,0.0,0,0,1.27,0.63,0.59,2.94,0,0,0,1,3,83.0,90.8,4.0,92.7,2307.0,5.9,112.0,-1,0-0
130,CH,87.1,3.35,54.7,5.12,14.0,1,0,1.0,0,0,1.44,0.57,0.95,2.2,0,0,0,0,3,0.0,0.0,0.0,85.6,2065.0,5.8,106.0,-1,0-0
138,SL,81.6,2.98,54.75,5.25,6.0,0,0,1.0,0,0,-1.33,-0.25,0.37,2.22,0,0,1,2,2,0.0,0.0,0.0,80.7,2385.0,5.7,287.0,-1,0-0
141,SL,81.9,3.1,54.64,5.23,8.0,1,0,1.0,0,0,-1.11,-0.22,0.05,2.03,0,0,1,1,2,0.0,0.0,0.0,80.8,2554.0,5.9,289.0,-1,0-0
149,SI,90.2,3.29,54.35,4.95,14.0,1,0,0.0,0,0,1.51,0.28,1.01,2.31,0,0,1,0,2,0.0,0.0,0.0,89.0,2274.0,6.2,95.0,-1,0-0
153,SI,93.4,3.19,54.29,5.14,3.0,0,0,1.0,0,0,1.31,0.38,0.4,2.9,0,0,0,0,2,0.0,0.0,0.0,92.7,2181.0,6.2,101.0,-1,0-0
156,SL,81.8,3.12,54.62,5.23,13.0,1,0,0.0,0,0,-1.64,-0.48,-1.51,1.66,0,0,0,2,1,0.0,0.0,0.0,80.6,2425.0,5.9,292.0,-2,0-0
161,FF,96.1,3.13,54.17,5.31,11.0,1,0,0.0,0,0,0.89,1.16,-1.21,3.28,0,0,0,1,1,0.0,0.0,0.0,95.3,2443.0,6.3,139.0,-2,0-0
164,SL,81.5,3.17,54.74,5.2,6.0,1,0,1.0,0,0,-1.66,-0.36,0.6,2.22,0,0,0,1,1,0.0,0.0,0.0,80.0,2578.0,5.8,288.0,-1,0-0
170,SI,90.2,3.27,54.41,5.1,8.0,1,0,1.0,0,0,1.3,0.37,0.14,1.63,0,0,0,1,1,0.0,0.0,0.0,89.1,2173.0,6.1,100.0,0,0-0
176,SI,94.4,3.36,54.48,5.2,14.0,1,0,1.0,0,0,1.46,0.32,1.04,1.79,0,0,0,0,1,0.0,0.0,0.0,93.2,2283.0,6.0,97.0,0,0-0
181,CH,87.7,3.07,54.6,5.01,8.0,1,0,0.0,0,0,1.71,0.47,-0.1,1.79,0,0,1,2,5,0.0,0.0,0.0,86.9,2250.0,5.9,101.0,-4,0-0
183,SI,98.1,3.1,54.34,5.11,12.0,1,0,1.0,0,0,1.51,0.73,1.15,3.13,0,0,0,2,5,45.0,77.0,0.0,97.7,2364.0,6.2,112.0,-4,0-0
185,SI,92.4,3.21,54.51,5.01,12.0,1,0,0.0,0,0,1.42,0.33,2.36,3.09,0,1,0,2,5,0.0,0.0,0.0,91.9,2150.0,6.0,98.0,-2,0-0
188,SL,80.2,3.1,55.23,5.3,12.0,1,0,0.0,0,0,-1.55,-0.21,1.29,3.56,0,0,0,2,5,0.0,0.0,0.0,78.4,2456.0,5.3,284.0,-2,0-0
189,CH,90.2,3.21,54.42,5.0,14.0,1,0,0.0,0,0,1.86,0.31,1.13,2.0,0,0,0,1,5,23.0,71.3,-2.0,89.5,2266.0,6.1,95.0,-2,0-0
193,FF,96.6,3.14,53.81,5.34,12.0,1,0,0.0,0,0,1.15,1.01,0.3,3.83,0,0,0,0,5,0.0,0.0,0.0,97.4,2460.0,6.7,128.0,-2,0-0
194,CH,85.6,3.29,54.7,5.08,5.0,1,0,0.0,0,0,1.5,-0.25,-0.2,2.15,0,0,0,0,5,410.0,104.5,22.0,84.6,2023.0,5.8,76.0,-1,0-0
196,SI,96.2,3.22,54.5,5.13,12.0,1,0,0.0,0,0,1.57,0.2,1.42,3.2,0,0,0,2,4,0.0,0.0,0.0,95.6,2429.0,6.0,93.0,-1,0-0
197,CH,90.1,3.27,54.56,4.92,6.0,1,0,0.0,0,0,1.65,0.54,0.65,2.35,0,0,1,0,4,36.0,65.8,1.0,89.2,2169.0,5.9,104.0,-1,0-0
203,SL,78.5,3.01,55.14,5.4,2.0,1,0,1.0,0,0,-0.88,-0.36,-0.13,2.94,0,0,0,0,4,108.0,52.9,64.0,77.1,2591.0,5.4,301.0,-1,0-0
207,SL,79.0,3.12,54.98,5.24,2.0,1,0,1.0,0,0,-1.25,-0.62,-0.05,3.07,0,0,1,2,3,0.0,0.0,0.0,77.6,2540.0,5.5,302.0,-1,0-0
212,CH,86.5,3.1,54.52,4.97,7.0,1,0,1.0,0,0,1.6,0.45,-0.35,1.91,0,0,0,2,3,0.0,0.0,0.0,85.5,2135.0,6.0,101.0,-1,0-0
219,CH,89.5,3.18,54.43,5.0,7.0,1,0,1.0,0,0,1.54,0.12,-0.34,1.76,0,0,0,1,3,0.0,0.0,0.0,89.0,1936.0,6.1,90.0,-1,0-0
224,SL,78.8,3.16,54.98,5.25,12.0,1,0,0.0,0,0,-1.71,-0.08,1.91,3.74,0,0,0,0,3,0.0,0.0,0.0,77.3,2599.0,5.5,279.0,-1,0-0
225,SI,92.3,3.07,54.66,5.21,3.0,1,0,0.0,0,0,1.57,0.33,0.71,2.88,0,0,0,0,3,425.0,104.7,28.0,91.3,2340.0,5.8,98.0,0,0-0
228,SL,81.5,3.09,55.14,5.28,8.0,1,0,1.0,0,0,-0.91,-0.24,0.02,1.97,0,1,1,2,2,0.0,0.0,0.0,79.8,2572.0,5.4,294.0,0,0-0
231,CH,88.0,3.22,54.28,4.98,7.0,1,0,1.0,0,0,1.41,0.41,-0.32,1.79,0,1,1,1,2,54.0,72.3,4.0,87.8,1944.0,6.2,101.0,0,0-0
239,FF,95.3,3.08,54.38,5.19,12.0,1,0,1.0,0,0,1.35,0.98,0.28,3.78,0,1,0,1,2,0.0,0.0,0.0,94.7,2468.0,6.1,122.0,0,0-0
241,CH,86.7,3.14,54.29,4.99,6.0,1,0,1.0,0,0,1.67,0.29,0.63,2.05,0,0,1,0,2,0.0,0.0,0.0,86.3,2130.0,6.2,95.0,0,0-0
245,SI,94.6,3.32,54.67,5.22,8.0,1,0,1.0,0,0,1.62,0.28,0.11,1.95,0,0,0,0,2,0.0,0.0,0.0,93.8,2288.0,5.8,96.0,0,0-0
248,SI,93.9,3.18,54.41,4.95,6.0,1,0,1.0,0,0,1.76,0.45,0.58,2.64,0,0,1,2,1,0.0,0.0,0.0,93.4,2267.0,6.1,101.0,-1,0-0
254,CH,85.8,3.11,54.39,4.99,7.0,1,0,0.0,0,0,1.39,0.42,-0.8,1.84,0,0,0,2,1,0.0,0.0,0.0,85.3,1931.0,6.1,102.0,-1,0-0
259,SL,81.6,3.1,55.16,5.38,5.0,1,0,1.0,0,0,-1.47,-0.03,-0.15,2.59,0,0,0,1,1,0.0,0.0,0.0,80.2,2530.0,5.3,277.0,-1,0-0
261,CH,87.8,3.2,54.65,4.99,13.0,1,0,0.0,0,0,1.56,0.15,-0.16,1.53,0,0,0,1,1,0.0,0.0,0.0,86.9,2005.0,5.8,91.0,0,0-0
268,SI,97.2,3.13,54.83,5.19,8.0,1,0,1.0,0,0,1.67,0.35,-0.23,1.83,0,0,0,0,1,0.0,0.0,0.0,95.6,2394.0,5.7,98.0,0,0-0
273,SL,80.6,3.21,55.16,5.33,12.0,0,0,0.0,0,0,-1.11,-0.45,1.22,3.09,0,0,0,2,8,0.0,0.0,0.0,78.7,2433.0,5.3,300.0,8,0-0
279,SI,95.7,3.09,54.38,5.21,7.0,1,0,1.0,0,0,1.47,0.33,-0.57,1.96,0,0,0,1,8,0.0,0.0,0.0,94.4,2238.0,6.1,98.0,8,0-0
280,SI,94.9,3.36,54.42,5.2,6.0,0,0,0.0,0,0,2.01,0.53,0.78,2.7,0,0,0,0,8,60.0,93.6,2.0,93.6,2241.0,6.1,101.0,8,0-0
284,CH,87.4,3.29,54.44,5.12,14.0,1,0,1.0,0,0,1.93,0.08,1.45,2.1,1,0,1,2,7,0.0,0.0,0.0,86.8,1794.0,6.1,88.0,6,0-0
288,SL,84.1,3.22,55.01,5.38,12.0,1,0,0.0,0,0,-0.63,-0.2,0.96,3.11,1,0,1,1,7,0.0,0.0,0.0,82.8,2625.0,5.5,299.0,6,0-0
289,CH,87.3,3.21,54.77,5.25,9.0,1,0,0.0,0,0,1.92,0.68,0.56,1.68,0,1,0,1,7,266.0,77.9,24.0,86.0,2055.0,5.7,106.0,6,0-0
293,SI,97.1,3.23,54.64,5.06,3.0,1,0,1.0,0,0,1.58,0.68,0.42,3.27,0,1,0,0,7,0.0,0.0,0.0,95.5,2353.0,5.9,109.0,6,0-0
297,SI,94.9,3.41,54.65,5.14,14.0,1,0,0.0,0,0,1.83,0.41,1.47,2.07,0,0,0,0,7,0.0,0.0,0.0,93.9,2217.0,5.9,99.0,6,0-0
298,CH,87.3,3.31,54.55,5.07,5.0,1,0,0.0,0,0,1.57,0.4,0.14,2.53,0,0,0,2,6,5.0,52.3,-31.0,85.5,2211.0,6.0,99.0,6,0-0
303,SL,80.5,3.31,55.23,5.49,14.0,0,0,1.0,0,0,-0.63,-0.36,1.01,1.78,0,0,0,1,6,0.0,0.0,0.0,78.7,2395.0,5.3,310.0,6,0-0
309,SI,93.9,3.23,54.52,5.04,13.0,1,0,1.0,0,0,1.33,0.15,-0.3,1.39,0,0,0,0,6,0.0,0.0,0.0,93.2,2191.0,6.0,91.0,6,0-0
312,SL,80.9,3.04,54.81,5.37,7.0,0,0,0.0,0,0,-1.64,-0.34,-0.75,1.93,0,0,0,2,5,0.0,0.0,0.0,79.5,2579.0,5.7,288.0,6,0-0
315,SL,81.1,3.12,54.71,5.59,5.0,1,0,1.0,0,0,-1.66,-0.53,0.18,2.7,0,0,0,1,5,0.0,0.0,0.0,79.8,2579.0,5.8,293.0,6,0-0
319,SI,95.7,3.28,54.64,5.18,7.0,1,0,1.0,0,0,1.42,0.34,-0.47,1.82,0,0,0,0,5,0.0,0.0,0.0,94.4,2284.0,5.9,99.0,6,0-0
326,SL,82.5,3.16,55.22,5.39,12.0,1,0,0.0,0,0,-0.66,0.08,2.12,3.19,0,0,1,2,4,0.0,0.0,0.0,80.8,2395.0,5.3,278.0,4,0-0
327,CH,90.2,3.0,54.49,5.06,8.0,1,0,0.0,0,0,1.44,0.22,-0.03,1.87,0,0,1,1,4,122.0,87.6,8.0,89.3,2153.0,6.0,94.0,4,0-0
335,SL,80.9,3.04,55.09,5.45,13.0,1,0,1.0,0,0,-1.38,-0.27,-0.95,1.69,0,0,0,1,4,0.0,0.0,0.0,79.1,2335.0,5.4,288.0,4,0-0
340,CH,86.4,3.25,54.67,5.1,5.0,1,0,1.0,0,0,1.4,0.58,-0.25,2.54,0,0,0,0,4,0.0,0.0,0.0,85.0,2023.0,5.8,107.0,4,0-0
345,SI,93.6,3.37,54.42,5.15,9.0,0,0,1.0,0,0,1.97,0.44,0.72,1.91,0,0,0,2,3,0.0,0.0,0.0,92.7,2192.0,6.1,99.0,0,0-0
349,SI,95.3,3.34,54.37,5.04,14.0,1,0,0.0,0,0,1.67,0.1,1.72,2.21,0,0,0,1,3,0.0,0.0,0.0,94.7,2185.0,6.1,89.0,0,0-0
353,SL,80.2,3.11,55.14,5.36,7.0,0,0,1.0,0,0,-2.05,-0.33,-0.47,1.86,0,0,0,0,3,0.0,0.0,0.0,78.3,2335.0,5.4,284.0,0,0-0
357,SL,82.0,2.93,55.13,5.49,4.0,1,0,1.0,0,0,-0.82,-0.35,-0.35,2.66,0,0,1,1,2,0.0,0.0,0.0,80.3,2401.0,5.4,302.0,0,0-0
362,SL,81.4,3.05,55.2,5.45,3.0,1,0,0.0,0,0,-0.9,-0.27,0.6,3.07,0,0,1,0,2,0.0,0.0,0.0,79.8,2201.0,5.3,296.0,0,0-0
368,CH,88.8,3.29,54.66,5.09,14.0,1,0,1.0,0,0,1.68,0.16,0.31,0.94,0,0,0,0,2,0.0,0.0,0.0,88.0,2085.0,5.8,91.0,0,0-0
370,SL,81.7,3.17,55.24,5.48,6.0,1,0,1.0,0,0,-1.08,-0.37,0.81,2.94,0,0,0,2,1,0.0,0.0,0.0,79.6,2480.0,5.3,297.0,0,0-0
375,CH,88.1,3.2,54.6,5.09,9.0,1,0,1.0,0,0,2.11,0.39,0.73,1.42,0,0,0,1,1,178.0,64.3,36.0,87.0,2131.0,5.9,97.0,0,0-0
379,SI,93.4,3.27,54.8,5.17,4.0,1,0,1.0,0,0,1.99,0.39,-0.72,2.22,0,0,0,0,1,0.0,0.0,0.0,91.7,2356.0,5.7,97.0,0,0-0
385,SL,77.2,3.6,54.86,5.24,14.0,1,0,1.0,0,0,-0.94,-0.35,1.01,2.51,0,0,0,2,6,0.0,0.0,0.0,75.8,2381.0,5.6,300.0,-2,0-0
388,CH,90.7,3.42,54.19,5.17,5.0,1,0,1.0,0,0,1.3,0.31,-0.14,2.25,0,0,0,1,6,0.0,0.0,0.0,90.3,1844.0,6.3,98.0,-2,0-0
391,SL,80.1,3.55,55.18,5.31,4.0,1,0,1.0,0,0,-1.63,-0.34,-0.72,2.49,0,0,0,1,6,5.0,50.4,-29.0,77.8,2404.0,5.3,288.0,-1,0-0
397,CH,83.0,3.46,54.47,4.97,5.0,1,0,1.0,0,0,1.64,0.17,0.09,2.19,0,0,0,0,6,19.0,67.9,-6.0,81.7,2085.0,6.0,90.0,-1,0-0
398,SL,79.4,3.38,55.06,5.36,11.0,1,0,0.0,0,0,-1.74,-0.21,-0.93,3.16,0,0,1,2,5,0.0,0.0,0.0,77.4,2449.0,5.4,283.0,-1,0-0
399,CH,86.5,3.47,54.39,5.17,6.0,1,0,0.0,0,0,1.56,0.17,0.79,2.34,0,0,0,2,5,234.0,78.3,22.0,85.5,1869.0,6.1,91.0,-1,0-0
404,SL,78.8,3.35,55.06,5.5,5.0,1,0,1.0,0,0,-1.67,-0.35,-0.21,2.69,0,0,0,1,5,148.0,60.8,34.0,77.1,2435.0,5.4,288.0,-1,0-0
408,SI,91.3,3.62,54.69,5.16,14.0,0,0,0.0,0,0,1.82,0.21,1.71,1.51,0,0,0,0,5,0.0,0.0,0.0,89.7,2305.0,5.8,92.0,-1,0-0
412,SL,79.7,3.36,55.01,5.3,6.0,1,0,1.0,0,0,-1.03,-0.3,0.54,2.96,0,0,1,2,4,0.0,0.0,0.0,77.6,2313.0,5.5,296.0,-1,0-0
419,SL,80.9,3.12,54.93,5.33,13.0,1,0,0.0,0,0,-1.78,-0.35,-0.87,1.84,0,0,1,1,4,0.0,0.0,0.0,79.5,2445.0,5.6,286.0,-1,0-0
420,CH,87.2,3.37,54.32,5.14,5.0,1,0,0.0,0,0,1.44,-0.02,-0.1,2.53,0,0,0,1,4,35.0,112.7,-3.0,86.6,2102.0,6.2,84.0,-1,0-0
421,SI,92.9,3.38,54.05,5.24,8.0,1,0,0.0,0,0,1.58,0.61,-0.25,2.01,0,0,1,1,4,437.0,107.8,26.0,92.3,2157.0,6.5,107.0,1,0-0
426,SI,95.3,3.31,54.25,5.17,6.0,1,0,1.0,0,0,1.7,0.24,0.32,2.54,0,0,1,0,4,52.0,54.7,7.0,94.6,2160.0,6.3,94.0,1,0-0
432,SL,78.8,3.44,55.12,5.47,13.0,1,0,0.0,0,0,-1.19,-0.03,-1.18,1.97,0,0,0,0,4,0.0,0.0,0.0,77.0,2411.0,5.4,280.0,1,0-0
435,SI,91.2,3.4,54.26,5.1,8.0,1,0,1.0,0,0,1.45,0.15,0.12,2.32,0,0,0,2,3,0.0,0.0,0.0,90.4,2068.0,6.2,91.0,0,0-0
439,SL,77.4,3.32,54.98,5.42,8.0,1,0,1.0,0,0,-1.72,-0.69,0.13,1.75,0,0,0,1,3,0.0,0.0,0.0,75.4,2356.0,5.5,297.0,0,0-0
444,SL,75.9,3.38,55.0,5.47,6.0,0,0,1.0,0,0,-1.03,-0.19,0.7,2.67,0,0,0,0,3,0.0,0.0,0.0,74.3,2393.0,5.5,291.0,0,0-0
447,CH,85.5,3.43,54.31,5.13,9.0,1,0,1.0,0,0,1.39,-0.22,0.35,1.89,0,0,0,2,2,0.0,0.0,0.0,84.9,1772.0,6.2,75.0,0,0-0
451,SL,80.0,3.35,55.19,5.39,7.0,1,0,1.0,0,0,-1.29,-0.33,-0.33,1.8,0,0,0,1,2,0.0,0.0,0.0,77.9,2259.0,5.3,292.0,0,0-0
458,CH,86.1,3.5,54.57,5.11,13.0,1,0,0.0,0,0,1.51,-0.27,-0.14,1.0,0,0,0,0,2,0.0,0.0,0.0,84.7,1912.0,5.9,74.0,0,0-0
461,CH,88.5,3.45,54.13,5.08,14.0,1,0,1.0,0,0,1.48,0.04,0.86,2.4,1,1,1,1,1,0.0,0.0,0.0,88.0,2084.0,6.4,86.0,0,0-0
465,SL,83.0,3.27,54.99,5.29,13.0,1,0,0.0,0,0,-1.18,-0.15,-1.57,2.28,0,1,1,1,1,0.0,0.0,0.0,81.0,2375.0,5.5,286.0,0,0-0
470,CH,89.0,3.47,54.52,5.15,12.0,1,0,0.0,0,0,1.32,0.94,0.87,3.27,0,0,1,1,1,0.0,0.0,0.0,87.9,2165.0,6.0,121.0,0,0-0
472,SL,81.4,3.37,55.17,5.42,2.0,1,0,1.0,0,0,-1.34,0.19,-0.27,3.2,0,1,0,1,1,0.0,0.0,0.0,79.4,2362.0,5.3,269.0,1,0-0
475,SI,92.6,3.38,54.4,5.11,8.0,1,0,1.0,0,0,1.59,-0.05,0.15,1.91,0,0,1,0,1,0.0,0.0,0.0,91.7,2123.0,6.1,84.0,1,0-0
476,FF,96.1,3.41,54.44,5.43,5.0,0,0,0.0,0,0,1.12,0.92,0.02,2.74,0,0,0,0,1,85.0,103.9,2.0,95.1,2346.0,6.1,126.0,1,0-0
479,SI,93.9,3.37,54.27,4.97,1.0,1,0,1.0,0,0,1.68,0.32,-0.42,2.76,1,0,1,2,6,0.0,0.0,0.0,93.3,2178.0,6.2,97.0,9,0-0
485,SL,80.2,3.26,55.11,5.18,12.0,0,0,1.0,0,0,-1.06,-0.13,1.17,2.86,1,0,1,1,6,0.0,0.0,0.0,78.6,2553.0,5.4,286.0,9,0-0
489,SL,77.1,3.09,55.14,5.21,5.0,1,0,1.0,0,0,-1.32,-0.51,-0.05,2.32,0,0,1,1,6,0.0,0.0,0.0,75.5,2337.0,5.4,297.0,9,0-0
495,SI,93.7,3.3,54.69,5.14,12.0,0,0,0.0,0,0,1.66,0.35,1.22,3.27,0,0,1,0,6,0.0,0.0,0.0,92.5,2249.0,5.8,98.0,9,0-0
498,CH,90.0,3.43,54.54,5.15,14.0,1,0,0.0,0,0,1.62,0.27,1.23,1.68,0,0,0,0,6,0.0,0.0,0.0,89.2,2191.0,6.0,95.0,9,0-0
500,CH,87.7,3.26,54.41,5.07,6.0,1,0,1.0,0,0,1.59,0.06,0.63,2.63,0,1,1,2,5,151.0,70.0,61.0,87.1,1988.0,6.1,87.0,9,0-0
503,SL,78.6,3.22,55.14,5.36,12.0,0,0,0.0,0,0,-0.98,0.21,0.87,3.84,0,0,1,2,5,0.0,0.0,0.0,77.5,2243.0,5.4,266.0,9,0-0
508,CH,84.4,3.29,54.49,5.15,5.0,1,0,1.0,0,0,1.47,0.71,0.21,2.59,0,0,0,2,5,159.0,75.9,70.0,83.7,1940.0,6.0,111.0,9,0-0
516,SI,91.9,3.4,54.71,5.22,5.0,1,0,1.0,0,0,1.76,0.38,0.16,2.81,0,0,0,1,5,0.0,0.0,0.0,90.5,2141.0,5.8,98.0,9,0-0
518,CH,85.5,3.21,53.98,5.04,13.0,1,0,0.0,0,0,1.54,-0.39,-1.09,0.77,0,0,0,0,5,0.0,0.0,0.0,85.5,1969.0,6.5,71.0,9,0-0
520,SL,78.9,3.27,55.14,5.29,14.0,1,0,0.0,0,0,-0.72,-0.21,1.59,2.42,0,0,1,2,4,0.0,0.0,0.0,77.2,2231.0,5.4,299.0,9,0-0
523,SI,93.1,3.33,54.36,5.22,14.0,1,0,0.0,0,0,1.51,0.58,1.43,2.14,0,0,1,1,4,0.0,0.0,0.0,92.3,2210.0,6.1,106.0,9,0-0
524,SL,77.1,3.27,55.52,5.44,12.0,0,0,0.0,0,0,-1.6,-0.4,2.13,2.5,0,0,0,1,4,0.0,0.0,0.0,75.1,2465.0,5.0,289.0,9,0-0
531,CH,89.4,3.41,54.85,5.15,14.0,1,0,1.0,0,0,1.64,0.49,0.1,1.34,0,0,0,0,4,0.0,0.0,0.0,87.8,2191.0,5.7,102.0,9,0-0
535,SI,91.7,3.35,54.63,5.3,9.0,1,0,1.0,0,0,1.54,0.54,0.44,1.96,0,0,0,2,3,0.0,0.0,0.0,90.6,2124.0,5.9,105.0,8,0-0
538,SI,91.4,3.43,54.76,5.22,12.0,0,0,0.0,0,0,1.66,0.16,1.36,2.47,0,0,1,0,3,0.0,0.0,0.0,90.0,2115.0,5.7,91.0,8,0-0
